sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can place on a mid @-@ tier religious institution when the perspectives advanced by a controversial scholar threaten dominant interests "".","In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can place on a mid @-@ tier religious institution when the perspectives advanced by a controversial scholar threaten dominant interests "".","In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case",""" the substantial pressure outside parties can place on a mid @-@ tier religious institution when the perspectives advanced by a controversial scholar threaten dominant interests "".",0,demonstrate,demonstrated,"In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside",none,"In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated","In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can",59.35833430290222,6.554113388061523
"In an interview with Haaretz , Finkelstein stated "" I did my best to provide absolutely candid and comprehensive answers to all the questions put to me.","In an interview with Haaretz , Finkelstein stated "" I did my best to provide absolutely candid and comprehensive answers to all the questions put to me.","In an interview with Haaretz , Finkelstein",""" I did my best to provide absolutely candid and comprehensive answers to all the questions put to me.",0,state,stated,"In an interview with Haaretz , Finkelstein stated "" I did my best",none,"In an interview with Haaretz , Finkelstein stated","In an interview with Haaretz , Finkelstein stated "" I did my best to provide",38.60962145589292,6.846310138702393
""" He had been travelling to visit friends in the West Bank and stated he had no interest in visiting Israel.",""" He had been travelling to visit friends in the West Bank and stated he had no interest in visiting Israel.",""" He had been travelling to visit friends in the West Bank and",he had no interest in visiting Israel.,0,state,stated,""" He had been travelling to visit friends in the West Bank and stated he had no interest in",none,""" He had been travelling to visit friends in the West Bank and stated",""" He had been travelling to visit friends in the West Bank and stated he had no interest in visiting Israel.",25.211247079074383,13.301945686340332
"Sfard said banning Finkelstein from entering the country "" recalls the behavior of the Soviet bloc countries "".","Sfard said banning Finkelstein from entering the country "" recalls the behavior of the Soviet bloc countries "".",Sfard,"banning Finkelstein from entering the country "" recalls the behavior of the Soviet bloc countries "".",0,say,said,Sfard said banning Finkelstein from entering the,none,Sfard said,"Sfard said banning Finkelstein from entering the country """,58.05013656616211,8.590299606323242
"According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would say that his place in the whole history of writing history is assured , and that those who in the end are proven right triumph , and he will be among those who will have triumphed , albeit , it so seems , at great cost.","According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would say his place in the whole history of writing history is assured , and that those who in the end are proven right triumph , and he will be among those who will have triumphed , albeit , it so seems , at great cost.","According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would","his place in the whole history of writing history is assured , and that those who in the end are proven right triumph , and he will be among those who will have triumphed , albeit , it so seems , at great cost.",0,say,say,"According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would say his place in the whole",that,"According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would say","According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would say his place in the whole history of",34.248404271900654,3.984069585800171
""" In a peer review for Beyond Chutzpah , Avi Shlaim said that Finkelstein "" has a most impressive track record in exposing spurious American @-@ Jewish scholarship on the Arab @-@ Israeli conflict.",""" In a peer review for Beyond Chutzpah , Avi Shlaim said Finkelstein "" has a most impressive track record in exposing spurious American @-@ Jewish scholarship on the Arab @-@ Israeli conflict.",""" In a peer review for Beyond Chutzpah , Avi Shlaim","Finkelstein "" has a most impressive track record in exposing spurious American @-@ Jewish scholarship on the Arab @-@ Israeli conflict.",0,say,said,""" In a peer review for Beyond Chutzpah , Avi Shlaim said Finkelstein "" has a most",that,""" In a peer review for Beyond Chutzpah , Avi Shlaim said",""" In a peer review for Beyond Chutzpah , Avi Shlaim said Finkelstein "" has a most impressive track",53.151777774095535,6.331909656524658
Sara Roy stated that her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,Sara Roy stated her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,Sara Roy,her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,0,state,stated,Sara Roy stated her shared experience with Finkelstein,that,Sara Roy stated,Sara Roy stated her shared experience with Finkelstein as a,55.27399230003357,13.32181453704834
Sara Roy stated that her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,Sara Roy stated her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,Sara Roy,her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,0,state,stated,Sara Roy stated her shared experience with Finkelstein,that,Sara Roy stated,Sara Roy stated her shared experience with Finkelstein as a,55.27399230003357,13.32181453704834
"The Israeli newspaper , Haaretz , stated that "" [ i ] t is difficult to sympathize with Finkelstein 's opinions and preferences , especially since he decided to support Hezbollah , meet with its fighters and visit the graves of some of its slain operatives.","The Israeli newspaper , Haaretz , stated "" [ i ] t is difficult to sympathize with Finkelstein 's opinions and preferences , especially since he decided to support Hezbollah , meet with its fighters and visit the graves of some of its slain operatives.","The Israeli newspaper , Haaretz ,",""" [ i ] t is difficult to sympathize with Finkelstein 's opinions and preferences , especially since he decided to support Hezbollah , meet with its fighters and visit the graves of some of its slain operatives.",0,state,stated,"The Israeli newspaper , Haaretz , stated "" [ i ] t",that,"The Israeli newspaper , Haaretz , stated","The Israeli newspaper , Haaretz , stated "" [ i ] t is difficult",47.77729943394661,7.324604034423828
""" Still , it continued to say that he should not be banned from entering Israel , because "" meetings with Hezbollah operatives do not in themselves constitute a security risk "".",""" Still , it continued to say he should not be banned from entering Israel , because "" meetings with Hezbollah operatives do not in themselves constitute a security risk "".",""" Still , it continued to","he should not be banned from entering Israel , because "" meetings with Hezbollah operatives do not in themselves constitute a security risk "".",0,say,say,""" Still , it continued to say he should not be banned",that,""" Still , it continued to say",""" Still , it continued to say he should not be banned from entering",34.71269392967224,8.469141006469727
"Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized , claimed his scholarship has "" everything to do with his burning political agenda "".","Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized , claimed his scholarship has "" everything to do with his burning political agenda "".","Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized ,","his scholarship has "" everything to do with his burning political agenda "".",0,claim,claimed,"Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized , claimed his scholarship has "" everything",none,"Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized , claimed","Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized , claimed his scholarship has "" everything to do",48.51686775684357,8.941001892089844
"Alan Dershowitz has written that Peter Novick , Professor of History at the University of Chicago and a noted Holocaust historian whose work Finkelstein says inspired The Holocaust Industry , has strongly criticized the latter 's work , describing it as "" trash "".","Alan Dershowitz has written Peter Novick , Professor of History at the University of Chicago and a noted Holocaust historian whose work Finkelstein says inspired The Holocaust Industry , has strongly criticized the latter 's work , describing it as "" trash "".",Alan Dershowitz has,"Peter Novick , Professor of History at the University of Chicago and a noted Holocaust historian whose work Finkelstein says inspired The Holocaust Industry , has strongly criticized the latter 's work , describing it as "" trash "".",0,write,written,"Alan Dershowitz has written Peter Novick , Professor of",that,Alan Dershowitz has written,"Alan Dershowitz has written Peter Novick , Professor of History at",59.88284212350845,4.123212814331055
"Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , "" arguing that Finkelstein has leveled charges against many academics , calling at least 10 "" distinguished Jews ' hucksters ' , ' hoaxters ' ( sic ) , ' thieves ' , ' extortionists ' , and worse.","Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , "" arguing Finkelstein has leveled charges against many academics , calling at least 10 "" distinguished Jews ' hucksters ' , ' hoaxters ' ( sic ) , ' thieves ' , ' extortionists ' , and worse.","Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , ""","Finkelstein has leveled charges against many academics , calling at least 10 "" distinguished Jews ' hucksters ' , ' hoaxters ' ( sic ) , ' thieves ' , ' extortionists ' , and worse.",0,argue,arguing,"Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , "" arguing Finkelstein has leveled charges against",that,"Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , "" arguing","Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , "" arguing Finkelstein has leveled charges against many academics",54.94196758419275,13.504234313964844
""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has maintained that "" the real issue is Israel 's human rights record.",""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has maintained "" the real issue is Israel 's human rights record.",""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has",""" the real issue is Israel 's human rights record.",0,maintain,maintained,""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has maintained "" the real issue is",that,""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has maintained",""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has maintained "" the real issue is Israel 's",50.184456408023834,3.997607946395874
"Finkelstein says that Goldberg admits to personally sending prisoners to the zinzana , which he says has been repeatedly condemned as torture in human rights reports.","Finkelstein says Goldberg admits to personally sending prisoners to the zinzana , which he says has been repeatedly condemned as torture in human rights reports.",Finkelstein,"Goldberg admits to personally sending prisoners to the zinzana , which he says has been repeatedly condemned as torture in human rights reports.",0,say,says,Finkelstein says Goldberg admits to personally sending,that,Finkelstein says,Finkelstein says Goldberg admits to personally sending prisoners to,64.10960233211517,5.189193248748779
""" Goldberg said his "" principal role "" was "" making sure prisoners had fresh fruit.",""" Goldberg said his "" principal role "" was "" making sure prisoners had fresh fruit.",""" Goldberg","his "" principal role "" was "" making sure prisoners had fresh fruit.",0,say,said,""" Goldberg said his "" principal role """,none,""" Goldberg said",""" Goldberg said his "" principal role "" was """,46.81638264656067,8.543218612670898
"Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated that Finkelstein 's critique of Israel "" is based on an amazing amount of research.","Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated Finkelstein 's critique of Israel "" is based on an amazing amount of research.","Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim","Finkelstein 's critique of Israel "" is based on an amazing amount of research.",0,state,stated,"Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated Finkelstein 's critique of Israel",that,"Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated","Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated Finkelstein 's critique of Israel "" is",44.35768948938494,6.820131301879883
"I think Israel , as a number of commentators pointed out , is becoming an insane state.","I think Israel , as a number of commentators pointed out , is becoming an insane state.",I,"Israel , as a number of commentators pointed out , is becoming an insane state.",0,think,think,"I think Israel , as a number",none,I think,"I think Israel , as a number of commentators",52.011807948350906,4.997169494628906
"That said , sometimes I feel that Israel has come out of the boils ( sic ) of the hell , a satanic state.","That said , sometimes I feel Israel has come out of the boils ( sic ) of the hell , a satanic state.","That said , sometimes I","Israel has come out of the boils ( sic ) of the hell , a satanic state.",0,feel,feel,"That said , sometimes I feel Israel has come out of",that,"That said , sometimes I feel","That said , sometimes I feel Israel has come out of the boils",60.31620633602142,3.7355074882507324
""" On being called an anti @-@ Zionist Finkelstein has said : "" It 's a superficial term.",""" On being called an anti @-@ Zionist Finkelstein has said : "" It 's a superficial term.",""" On being called an anti @-@ Zionist Finkelstein has",": "" It 's a superficial term.",0,say,said,""" On being called an anti @-@ Zionist Finkelstein has said : "" It 's a",none,""" On being called an anti @-@ Zionist Finkelstein has said",""" On being called an anti @-@ Zionist Finkelstein has said : "" It 's a superficial term.",52.86482501029968,5.084182366728783
"Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions , alleging that Israel had invaded Lebanon as a signal of rejection when Hamas was seeking a diplomatic settlement with Israel.","Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions , alleging Israel had invaded Lebanon as a signal of rejection when Hamas was seeking a diplomatic settlement with Israel.","Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions ,",Israel had invaded Lebanon as a signal of rejection when Hamas was seeking a diplomatic settlement with Israel.,0,allege,alleging,"Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions , alleging Israel had invaded Lebanon as",that,"Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions , alleging","Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions , alleging Israel had invaded Lebanon as a signal",40.85920590162277,11.825328826904297
"I have no problem saying that I do want to express solidarity with them , and I am not going to be a coward of ( sic ) a hypocrite about it.","I have no problem saying I do want to express solidarity with them , and I am not going to be a coward of ( sic ) a hypocrite about it.",I have no problem,"I do want to express solidarity with them , and I am not going to be a coward of ( sic ) a hypocrite about it.",0,say,saying,I have no problem saying I do want to express,that,I have no problem saying,I have no problem saying I do want to express solidarity with,35.94628158211708,6.588740348815918
"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.","While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.","While condemning the targeting of civilians to achieve a political goal , Finkelstein has","he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.",0,state,stated,"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the",none,"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated","While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to",29.344092458486557,6.542627334594727
"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.","While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.","While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he","Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.",0,believe,believes,"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to",none,"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes","While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli",29.586227029561996,2.90028715133667
Finkelstein claims that an equivalence exists between Hamas and the state of Israel in regards to the military policy of targeted killings during the Second Intifada.,Finkelstein claims an equivalence exists between Hamas and the state of Israel in regards to the military policy of targeted killings during the Second Intifada.,Finkelstein,an equivalence exists between Hamas and the state of Israel in regards to the military policy of targeted killings during the Second Intifada.,0,claim,claims,Finkelstein claims an equivalence exists between Hamas,that,Finkelstein claims,Finkelstein claims an equivalence exists between Hamas and the,46.56179893016815,10.608743667602539
"According to Finkelstein "" the record shows that Israel has routinely targeted civilians for killing "" and "" Israel indiscriminately kills civilians "".","According to Finkelstein "" the record shows Israel has routinely targeted civilians for killing "" and "" Israel indiscriminately kills civilians "".","According to Finkelstein "" the record","Israel has routinely targeted civilians for killing "" and "" Israel indiscriminately kills civilians "".",0,show,shows,"According to Finkelstein "" the record shows Israel has routinely targeted civilians",that,"According to Finkelstein "" the record shows","According to Finkelstein "" the record shows Israel has routinely targeted civilians for killing",44.94525550305843,5.810825824737549
"Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling that it wanted a diplomatic settlement of the conflict along the June 1967 border.","Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling that it wanted a diplomatic settlement of the conflict along the June 1967 border.",Finkelstein,"one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling that it wanted a diplomatic settlement of the conflict along the June 1967 border.",0,argue,argued,Finkelstein argued one of Israel 's primary,none,Finkelstein argued,Finkelstein argued one of Israel 's primary motivations for,53.26785450428724,11.109237670898438
"Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling that it wanted a diplomatic settlement of the conflict along the June 1967 border.","Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling it wanted a diplomatic settlement of the conflict along the June 1967 border.","Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was """,it wanted a diplomatic settlement of the conflict along the June 1967 border.,0,signal,signaling,"Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling it wanted a diplomatic settlement",that,"Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling","Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling it wanted a diplomatic settlement of the",32.191823065280914,21.352230072021484
""" Finkelstein believes Hamas had joined the international community in "" seeking a diplomatic settlement "" and describes Hamas 's stance towards Israel prior to the war as a "" peace offensive.",""" Finkelstein believes Hamas had joined the international community in "" seeking a diplomatic settlement "" and describes Hamas 's stance towards Israel prior to the war as a "" peace offensive.",""" Finkelstein","Hamas had joined the international community in "" seeking a diplomatic settlement "" and describes Hamas 's stance towards Israel prior to the war as a "" peace offensive.",0,believe,believes,""" Finkelstein believes Hamas had joined the international",none,""" Finkelstein believes",""" Finkelstein believes Hamas had joined the international community in",43.89848828315735,10.262832641601562
"Finkelstein stated that "" I think the solidarity movement has the right tactics.","Finkelstein stated "" I think the solidarity movement has the right tactics.",Finkelstein,""" I think the solidarity movement has the right tactics.",0,state,stated,"Finkelstein stated "" I think the solidarity",that,Finkelstein stated,"Finkelstein stated "" I think the solidarity movement has",44.372236013412476,11.487918853759766
"Finkelstein stated that "" I think the solidarity movement has the right tactics.","Finkelstein stated that "" I think the solidarity movement has the right tactics.","Finkelstein stated that "" I",the solidarity movement has the right tactics.,0,think,think,"Finkelstein stated that "" I think the solidarity movement has the",none,"Finkelstein stated that "" I think","Finkelstein stated that "" I think the solidarity movement has the right tactics.",48.03708600997925,3.650800943374634
But I said it will never reach a broad public until and unless they are explicit on their goal.,But I said it will never reach a broad public until and unless they are explicit on their goal.,But I,it will never reach a broad public until and unless they are explicit on their goal.,0,say,said,But I said it will never reach a,none,But I said,But I said it will never reach a broad public,47.96196961402893,8.44999361038208
""" Elsewhere , he has stated that he supports a "" lowercase "" BDS , making the same point about tactics and goals.",""" Elsewhere , he has stated he supports a "" lowercase "" BDS , making the same point about tactics and goals.",""" Elsewhere , he has","he supports a "" lowercase "" BDS , making the same point about tactics and goals.",0,state,stated,""" Elsewhere , he has stated he supports a "" lowercase",that,""" Elsewhere , he has stated",""" Elsewhere , he has stated he supports a "" lowercase "" BDS",63.66106125712395,6.670578956604004
"In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.","In February 2012 , The Jewish Chronicle in England stated Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.","In February 2012 , The Jewish Chronicle in England","Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.",0,state,stated,"In February 2012 , The Jewish Chronicle in England stated Finkelstein "" launched a blistering",that,"In February 2012 , The Jewish Chronicle in England stated","In February 2012 , The Jewish Chronicle in England stated Finkelstein "" launched a blistering attack """,58.98578133806586,8.738997459411621
"In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.","In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.","In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement ,","it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.",0,say,saying,"In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical",none,"In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying","In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest",39.25056426599622,3.9101972579956055
"Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend that they are hugely successful when in reality the general public rejects their extreme views.","Finkelstein stated the BDS movement has had very few successes , and that just like a cult , the leaders pretend that they are hugely successful when in reality the general public rejects their extreme views.",Finkelstein,"the BDS movement has had very few successes , and that just like a cult , the leaders pretend that they are hugely successful when in reality the general public rejects their extreme views.",0,state,stated,Finkelstein stated the BDS movement has had,that,Finkelstein stated,Finkelstein stated the BDS movement has had very few,44.1579954624176,11.487918853759766
"Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend that they are hugely successful when in reality the general public rejects their extreme views.","Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend they are hugely successful when in reality the general public rejects their extreme views.","Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders",they are hugely successful when in reality the general public rejects their extreme views.,0,pretend,pretend,"Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend they are hugely successful when",that,"Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend","Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend they are hugely successful when in reality",33.19609582424164,14.172914505004883
"You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence says , "" We look forward to two states : a Palestinian state alongside Israel and at peace with its neighbors.","You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence says , "" We look forward to two states : a Palestinian state alongside Israel and at peace with its neighbors.","You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence",", "" We look forward to two states : a Palestinian state alongside Israel and at peace with its neighbors.",0,say,says,"You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence says , "" We look forward",none,"You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence says","You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence says , "" We look forward to two",40.671268459409475,3.8908469676971436
"It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.","It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.",It becomes — and I,"it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.",0,know,know,It becomes — and I know it 's a strong word,none,It becomes — and I know,"It becomes — and I know it 's a strong word , and",49.45522338151932,5.530740737915039
"It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.","It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.","It becomes — and I know it 's a strong word , and I","I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.",0,hope,hope,"It becomes — and I know it 's a strong word , and I hope I won 't be faulted",none,"It becomes — and I know it 's a strong word , and I hope","It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it",40.56104500591755,6.879099369049072
"2012 : Knowing Too Much : Why the American Jewish Romance with Israel is Coming to an End , OR Books , New York ( 2012 ) ISBN 978 @-@ 1 @-@ 935928 @-@ 77 @-@ 5.","2012 : Knowing Too Much : Why the American Jewish Romance with Israel is Coming to an End , OR Books , New York ( 2012 ) ISBN 978 @-@ 1 @-@ 935928 @-@ 77 @-@ 5.",2012 :,"Too Much : Why the American Jewish Romance with Israel is Coming to an End , OR Books , New York ( 2012 ) ISBN 978 @-@ 1 @-@ 935928 @-@ 77 @-@ 5.",0,know,Knowing,2012 : Knowing Too Much : Why the,none,2012 : Knowing,2012 : Knowing Too Much : Why the American Jewish,44.3836714476347,16.882333755493164
"American mycologist Smith noted that the eggs are often slow to open , sometimes taking up to two weeks before the stalk expands.","American mycologist Smith noted the eggs are often slow to open , sometimes taking up to two weeks before the stalk expands.",American mycologist Smith,"the eggs are often slow to open , sometimes taking up to two weeks before the stalk expands.",0,note,noted,American mycologist Smith noted the eggs are often slow,that,American mycologist Smith noted,American mycologist Smith noted the eggs are often slow to open,52.06504815816879,9.970354080200195
