sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"John Harris of Gamasutra thought the arcade 's popularity fueled the sales of the home versions , while Thomas Hanley of ScrewAttack commented that most versions were not as enjoyable without a track ball.","John Harris of Gamasutra thought the arcade 's popularity fueled the sales of the home versions , while Thomas Hanley of ScrewAttack commented that most versions were not as enjoyable without a track ball.",0,think,thought,none,John Harris of Gamasutra,John Harris of Gamasutra thought,John Harris of Gamasutra thought the arcade 's popularity fueled,51.36390793,10.25839162
"John Harris of Gamasutra thought the arcade 's popularity fueled the sales of the home versions , while Thomas Hanley of ScrewAttack commented that most versions were not as enjoyable without a track ball.","John Harris of Gamasutra thought the arcade 's popularity fueled the sales of the home versions , while Thomas Hanley of ScrewAttack commented most versions were not as enjoyable without a track ball.",0,comment,commented,that,"John Harris of Gamasutra thought the arcade 's popularity fueled the sales of the home versions , while Thomas Hanley of ScrewAttack","John Harris of Gamasutra thought the arcade 's popularity fueled the sales of the home versions , while Thomas Hanley of ScrewAttack commented","John Harris of Gamasutra thought the arcade 's popularity fueled the sales of the home versions , while Thomas Hanley of ScrewAttack commented most versions were not as",40.49704754,7.908238888
Grannell echoed similar statements about the controls and added that many had poor visuals and collision detection.,Grannell echoed similar statements about the controls and added many had poor visuals and collision detection.,0,add,added,that,Grannell echoed similar statements about the controls and,Grannell echoed similar statements about the controls and added,Grannell echoed similar statements about the controls and added many had poor visuals and,52.23288155,9.61207962
"Editors for Computer Gaming World stated that the Amiga version was superior to the arcade original , while the Commodore version had an extra level not present in other versions.","Editors for Computer Gaming World stated the Amiga version was superior to the arcade original , while the Commodore version had an extra level not present in other versions.",0,state,stated,that,Editors for Computer Gaming World,Editors for Computer Gaming World stated,Editors for Computer Gaming World stated the Amiga version was superior,39.90944588,10.55667305
Historian Richard J. Evans estimates that between 5 @.@ 5 and 6 million Jews were killed by the Nazis.,Historian Richard J. Evans estimates between 5 @.@ 5 and 6 million Jews were killed by the Nazis.,0,estimate,estimates,that,Historian Richard J. Evans,Historian Richard J. Evans estimates,Historian Richard J. Evans estimates between 5 @.@ 5 and,72.32008904,8.025737986
"Eichmann said towards the end of the war that he would "" leap laughing into the grave because the feeling that he had five million people on his conscience would be for him a source of extraordinary satisfaction.","Eichmann said towards the end of the war he would "" leap laughing into the grave because the feeling that he had five million people on his conscience would be for him a source of extraordinary satisfaction.",6,say,said,that,Eichmann,Eichmann said,"Eichmann said towards the end of the war he would "" leap laughing",81.00427139,4.623906136
"Polkes suggested that more Jews should be allowed to leave under the terms of the Haavara Agreement , but Hagen refused , surmising that a strong Jewish presence in Palestine might lead to their founding an independent state , which would run contrary to Reich policy.","Polkes suggested more Jews should be allowed to leave under the terms of the Haavara Agreement , but Hagen refused , surmising that a strong Jewish presence in Palestine might lead to their founding an independent state , which would run contrary to Reich policy.",0,suggest,suggested,that,Polkes,Polkes suggested,Polkes suggested more Jews should be allowed,29.25248635,11.38021183
"The operation soon was called off , partly because Hitler decided the required trains were better used for military purposes for the time being.","The operation soon was called off , partly because Hitler decided the required trains were better used for military purposes for the time being.",0,decide,decided,none,"The operation soon was called off , partly because Hitler","The operation soon was called off , partly because Hitler decided","The operation soon was called off , partly because Hitler decided the required trains were better",41.09575859,7.190567493
"While Eichmann claimed at his trial to be upset by the appalling conditions on the trains and in the transit camps , his correspondence and documents of the period show that his primary concern was to achieve the deportations economically and with minimal disruption to Germany 's ongoing military operations.","While Eichmann claimed at his trial to be upset by the appalling conditions on the trains and in the transit camps , his correspondence and documents of the period show his primary concern was to achieve the deportations economically and with minimal disruption to Germany 's ongoing military operations.",0,show,show,that,"While Eichmann claimed at his trial to be upset by the appalling conditions on the trains and in the transit camps , his correspondence and documents of the period","While Eichmann claimed at his trial to be upset by the appalling conditions on the trains and in the transit camps , his correspondence and documents of the period show","While Eichmann claimed at his trial to be upset by the appalling conditions on the trains and in the transit camps , his correspondence and documents of the period show his primary concern was to",20.35559681,2.889365911
Eichmann stated at his later interrogations that Heydrich told him in mid @-@ September that Hitler had ordered that all Jews in German @-@ controlled Europe were to be killed.,Eichmann stated at his later interrogations Heydrich told him in mid @-@ September that Hitler had ordered that all Jews in German @-@ controlled Europe were to be killed.,4,state,stated,that,Eichmann,Eichmann stated,Eichmann stated at his later interrogations Heydrich told him in mid,88.0546491,10.51829338
Eichmann stated at his later interrogations that Heydrich told him in mid @-@ September that Hitler had ordered that all Jews in German @-@ controlled Europe were to be killed.,Eichmann stated at his later interrogations that Heydrich told him in mid @-@ September Hitler had ordered that all Jews in German @-@ controlled Europe were to be killed.,5,tell,told,that,Eichmann stated at his later interrogations that Heydrich,Eichmann stated at his later interrogations that Heydrich told,Eichmann stated at his later interrogations that Heydrich told him in mid @-@ September Hitler had ordered that all,103.2845406,7.062018335
"However , with the entry of the United States into the war in December and the German failure in the Battle of Moscow , Hitler decided that the Jews of Europe were to be exterminated immediately rather than after the war , which now had no end in sight.","However , with the entry of the United States into the war in December and the German failure in the Battle of Moscow , Hitler decided the Jews of Europe were to be exterminated immediately rather than after the war , which now had no end in sight.",0,decide,decided,that,"However , with the entry of the United States into the war in December and the German failure in the Battle of Moscow , Hitler","However , with the entry of the United States into the war in December and the German failure in the Battle of Moscow , Hitler decided","However , with the entry of the United States into the war in December and the German failure in the Battle of Moscow , Hitler decided the Jews of Europe were",25.63827014,5.91912508
"Hitler 's appointment of a Hungarian government more amenable to the Nazis meant that the Hungarian Jews , who had remained essentially unharmed until that point , would now be deported to Auschwitz to serve as forced labour or be gassed.","Hitler 's appointment of a Hungarian government more amenable to the Nazis meant the Hungarian Jews , who had remained essentially unharmed until that point , would now be deported to Auschwitz to serve as forced labour or be gassed.",0,mean,meant,that,Hitler 's appointment of a Hungarian government more amenable to the Nazis,Hitler 's appointment of a Hungarian government more amenable to the Nazis meant,"Hitler 's appointment of a Hungarian government more amenable to the Nazis meant the Hungarian Jews , who",29.26667953,10.37364325
"Eichmann later testified that Berlin had authorised him to allow emigration of a million Jews in exchange for 10 @,@ 000 trucks equipped to handle the wintry conditions on the Eastern Front.","Eichmann later testified Berlin had authorised him to allow emigration of a million Jews in exchange for 10 @,@ 000 trucks equipped to handle the wintry conditions on the Eastern Front.",0,testify,testified,that,Eichmann later,Eichmann later testified,Eichmann later testified Berlin had authorised him to,42.72786289,6.88548708
"Historian Richard J. Evans estimates that 5 @.@ 5 to 6 million Jews , representing two @-@ thirds of the Jewish population of Europe , were exterminated by the Nazi regime.","Historian Richard J. Evans estimates 5 @.@ 5 to 6 million Jews , representing two @-@ thirds of the Jewish population of Europe , were exterminated by the Nazi regime.",0,estimate,estimates,that,Historian Richard J. Evans,Historian Richard J. Evans estimates,Historian Richard J. Evans estimates 5 @.@ 5 to 6,71.02963513,8.025737986
"Sylvia , sent on a fact @-@ finding mission , was met at the door by Eichmann himself , who said he was Klaus 's uncle.","Sylvia , sent on a fact @-@ finding mission , was met at the door by Eichmann himself , who said he was Klaus 's uncle.",0,say,said,none,"Sylvia , sent on a fact @-@ finding mission , was met at the door by Eichmann himself , who","Sylvia , sent on a fact @-@ finding mission , was met at the door by Eichmann himself , who said","Sylvia , sent on a fact @-@ finding mission , was met at the door by Eichmann himself , who said he was Klaus 's uncle.",44.45272422,5.200619698
"After observing the suspect 's routine for many days , they determined that he arrived home by bus from work at around the same time every evening.","After observing the suspect 's routine for many days , they determined he arrived home by bus from work at around the same time every evening.",0,determine,determined,that,"After observing the suspect 's routine for many days , they","After observing the suspect 's routine for many days , they determined","After observing the suspect 's routine for many days , they determined he arrived home by bus",34.67928004,6.402151585
"In the ensuing debate , the Israeli representative Golda Meir claimed that the abductors were not Israeli agents but private individuals and so the incident was only an "" isolated violation of Argentine law "".","In the ensuing debate , the Israeli representative Golda Meir claimed the abductors were not Israeli agents but private individuals and so the incident was only an "" isolated violation of Argentine law "".",0,claim,claimed,that,"In the ensuing debate , the Israeli representative Golda Meir","In the ensuing debate , the Israeli representative Golda Meir claimed","In the ensuing debate , the Israeli representative Golda Meir claimed the abductors were not Israeli",34.3958588,7.322546005
"On 23 June the Council passed Resolution 138 , which agreed that Argentine sovereignty had been violated and requested that Israel should make reparations.","On 23 June the Council passed Resolution 138 , which agreed Argentine sovereignty had been violated and requested that Israel should make reparations.",0,agree,agreed,that,"On 23 June the Council passed Resolution 138 , which","On 23 June the Council passed Resolution 138 , which agreed","On 23 June the Council passed Resolution 138 , which agreed Argentine sovereignty had been violated",40.13487899,9.234418869
"On 23 June the Council passed Resolution 138 , which agreed that Argentine sovereignty had been violated and requested that Israel should make reparations.","On 23 June the Council passed Resolution 138 , which agreed that Argentine sovereignty had been violated and requested Israel should make reparations.",0,request,requested,that,"On 23 June the Council passed Resolution 138 , which agreed that Argentine sovereignty had been violated and","On 23 June the Council passed Resolution 138 , which agreed that Argentine sovereignty had been violated and requested","On 23 June the Council passed Resolution 138 , which agreed that Argentine sovereignty had been violated and requested Israel should make reparations.",40.95421737,9.077260017
"In Eichmann 's trial and subsequent appeal , the Israeli court determined that the circumstances of his capture had no bearing on the legality of his trial.","In Eichmann 's trial and subsequent appeal , the Israeli court determined the circumstances of his capture had no bearing on the legality of his trial.",0,determine,determined,that,"In Eichmann 's trial and subsequent appeal , the Israeli court","In Eichmann 's trial and subsequent appeal , the Israeli court determined","In Eichmann 's trial and subsequent appeal , the Israeli court determined the circumstances of his capture",27.17777956,7.431501389
Central Intelligence Agency ( CIA ) documents declassified in 2006 show that the capture of Eichmann caused alarm at the CIA and West German Bundesnachrichtendienst ( BND ).,Central Intelligence Agency ( CIA ) documents declassified in 2006 show the capture of Eichmann caused alarm at the CIA and West German Bundesnachrichtendienst ( BND ).,0,show,show,that,Central Intelligence Agency ( CIA ) documents declassified in 2006,Central Intelligence Agency ( CIA ) documents declassified in 2006 show,Central Intelligence Agency ( CIA ) documents declassified in 2006 show the capture of Eichmann caused,46.70716125,2.150029182
The documents also revealed that both agencies had used some of Eichmann 's former Nazi colleagues to spy on European communist countries.,The documents also revealed both agencies had used some of Eichmann 's former Nazi colleagues to spy on European communist countries.,0,reveal,revealed,that,The documents also,The documents also revealed,The documents also revealed both agencies had used some,40.29153848,5.10238409
"When additional information was brought forward that forced Eichmann into admitting what he had done , Eichmann would insist he had not had any authority in the Nazi hierarchy and had only been following orders.","When additional information was brought forward that forced Eichmann into admitting what he had done , Eichmann would insist he had not had any authority in the Nazi hierarchy and had only been following orders.",0,insist,insist,none,"When additional information was brought forward that forced Eichmann into admitting what he had done , Eichmann would","When additional information was brought forward that forced Eichmann into admitting what he had done , Eichmann would insist","When additional information was brought forward that forced Eichmann into admitting what he had done , Eichmann would insist he had not had any",16.2804234,8.761884928
Inspector Less noted that Eichmann did not seem to realise the enormity of his crimes and showed no remorse.,Inspector Less noted Eichmann did not seem to realise the enormity of his crimes and showed no remorse.,0,note,noted,that,Inspector Less,Inspector Less noted,Inspector Less noted Eichmann did not seem to,40.85711569,15.09957218
"But Hausner , in his role as Attorney General , declared that he would be obliged to arrest any war criminals who entered Israel.","But Hausner , in his role as Attorney General , declared he would be obliged to arrest any war criminals who entered Israel.",0,declare,declared,that,"But Hausner , in his role as Attorney General ,","But Hausner , in his role as Attorney General , declared","But Hausner , in his role as Attorney General , declared he would be obliged to",25.93604475,9.497093201
"The prosecution proved that Eichmann had visited places where exterminations had taken place , including Chełmno extermination camp , Auschwitz , and Minsk ( where he witnessed a mass shooting of Jews ) , and therefore was aware that the deportees were being killed.","The prosecution proved Eichmann had visited places where exterminations had taken place , including Chełmno extermination camp , Auschwitz , and Minsk ( where he witnessed a mass shooting of Jews ) , and therefore was aware that the deportees were being killed.",0,prove,proved,that,The prosecution,The prosecution proved,The prosecution proved Eichmann had visited places where,51.47709894,13.76816654
"He argued that if the trial were to continue , it should transfer its jurisdiction to West Germany.","He argued if the trial were to continue , it should transfer its jurisdiction to West Germany.",0,argue,argued,that,He,He argued,He argued if the trial were to,28.46745944,11.36615276
"The prosecution countered by stating that the United Nations had endorsed Israel 's actions , and that both West Germany and Argentina had agreed that the charges against him were legitimate.","The prosecution countered by stating the United Nations had endorsed Israel 's actions , and that both West Germany and Argentina had agreed that the charges against him were legitimate.",0,state,stating,that,The prosecution countered by,The prosecution countered by stating,The prosecution countered by stating the United Nations had endorsed,32.36675978,5.493278503
"The prosecution countered by stating that the United Nations had endorsed Israel 's actions , and that both West Germany and Argentina had agreed that the charges against him were legitimate.","The prosecution countered by stating that the United Nations had endorsed Israel 's actions , and that both West Germany and Argentina had agreed the charges against him were legitimate.",0,agree,agreed,that,"The prosecution countered by stating that the United Nations had endorsed Israel 's actions , and that both West Germany and Argentina had","The prosecution countered by stating that the United Nations had endorsed Israel 's actions , and that both West Germany and Argentina had agreed","The prosecution countered by stating that the United Nations had endorsed Israel 's actions , and that both West Germany and Argentina had agreed the charges against him were",22.88181555,5.678713799
"In his testimony throughout the trial , Eichmann insisted he had no choice but to follow orders , as he was bound by an oath of loyalty — the same superior orders defence used by some defendants in the 1945 – 1946 Nuremberg trials.","In his testimony throughout the trial , Eichmann insisted he had no choice but to follow orders , as he was bound by an oath of loyalty — the same superior orders defence used by some defendants in the 1945 – 1946 Nuremberg trials.",0,insist,insisted,none,"In his testimony throughout the trial , Eichmann","In his testimony throughout the trial , Eichmann insisted","In his testimony throughout the trial , Eichmann insisted he had no choice but",16.36072694,7.042686939
"Eichmann asserted that the decisions had been made not by him , but by Müller , Heydrich , Himmler , and ultimately Hitler.","Eichmann asserted the decisions had been made not by him , but by Müller , Heydrich , Himmler , and ultimately Hitler.",0,assert,asserted,that,Eichmann,Eichmann asserted,Eichmann asserted the decisions had been made,27.10396028,13.16272068
Servatius also proposed that decisions of the Nazi government were acts of state and therefore not subject to normal judicial proceedings.,Servatius also proposed decisions of the Nazi government were acts of state and therefore not subject to normal judicial proceedings.,0,propose,proposed,that,Servatius also,Servatius also proposed,Servatius also proposed decisions of the Nazi government,41.22799206,11.4528513
"Regarding the Wannsee Conference , Eichmann stated that he felt a sense of satisfaction and relief at its conclusion.","Regarding the Wannsee Conference , Eichmann stated he felt a sense of satisfaction and relief at its conclusion.",0,state,stated,that,"Regarding the Wannsee Conference , Eichmann","Regarding the Wannsee Conference , Eichmann stated","Regarding the Wannsee Conference , Eichmann stated he felt a sense of",23.83110356,5.525464058
"On the last day of the examination , he stated that he was guilty of arranging the transports , but he did not feel guilty for the consequences.","On the last day of the examination , he stated he was guilty of arranging the transports , but he did not feel guilty for the consequences.",0,state,stated,that,"On the last day of the examination , he","On the last day of the examination , he stated","On the last day of the examination , he stated he was guilty of arranging",30.26162741,7.014845848
"Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated that he never thought their annihilation was justified.","Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated he never thought their annihilation was justified.",0,state,stated,that,"Eichmann admitted to not liking the Jews and viewing them as adversaries , but","Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated","Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated he never thought their annihilation",32.59782052,8.55721283
"Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated that he never thought their annihilation was justified.","Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated that he never thought their annihilation was justified.",0,think,thought,none,"Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated that he never","Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated that he never thought","Eichmann admitted to not liking the Jews and viewing them as adversaries , but stated that he never thought their annihilation was justified.",26.67308927,3.775138378
"When Hausner produced evidence that Eichmann had stated in 1945 that "" I will leap into my grave laughing because the feeling that I have five million human beings on my conscience is for me a source of extraordinary satisfaction "" , Eichmann said he meant "" enemies of the Reich "" such as the Soviets.","When Hausner produced evidence that Eichmann had stated in 1945 "" I will leap into my grave laughing because the feeling that I have five million human beings on my conscience is for me a source of extraordinary satisfaction "" , Eichmann said he meant "" enemies of the Reich "" such as the Soviets.",2,state,stated,that,When Hausner produced evidence that Eichmann had,When Hausner produced evidence that Eichmann had stated,"When Hausner produced evidence that Eichmann had stated in 1945 "" I will leap into",57.01099885,11.64479351
"When Hausner produced evidence that Eichmann had stated in 1945 that "" I will leap into my grave laughing because the feeling that I have five million human beings on my conscience is for me a source of extraordinary satisfaction "" , Eichmann said he meant "" enemies of the Reich "" such as the Soviets.","When Hausner produced evidence that Eichmann had stated in 1945 that "" I will leap into my grave laughing because the feeling that I have five million human beings on my conscience is for me a source of extraordinary satisfaction "" , Eichmann said he meant "" enemies of the Reich "" such as the Soviets.",0,say,said,none,"When Hausner produced evidence that Eichmann had stated in 1945 that "" I will leap into my grave laughing because the feeling that I have five million human beings on my conscience is for me a source of extraordinary satisfaction "" , Eichmann","When Hausner produced evidence that Eichmann had stated in 1945 that "" I will leap into my grave laughing because the feeling that I have five million human beings on my conscience is for me a source of extraordinary satisfaction "" , Eichmann said","When Hausner produced evidence that Eichmann had stated in 1945 that "" I will leap into my grave laughing because the feeling that I have five million human beings on my conscience is for me a source of extraordinary satisfaction "" , Eichmann said he meant "" enemies of",33.63800635,5.449940509
"During later examination by the judges , he admitted he meant the Jews , and said the remark was an accurate reflection of his opinion at the time.","During later examination by the judges , he admitted he meant the Jews , and said the remark was an accurate reflection of his opinion at the time.",0,say,said,none,"During later examination by the judges , he admitted he meant the Jews , and","During later examination by the judges , he admitted he meant the Jews , and said","During later examination by the judges , he admitted he meant the Jews , and said the remark was an accurate",29.48142207,3.863926888
"We know that one doesn 't need to be fanatical , sadistic , or mentally ill to murder millions ; that it is enough to be a loyal follower eager to do one 's duty.","We know one doesn 't need to be fanatical , sadistic , or mentally ill to murder millions ; that it is enough to be a loyal follower eager to do one 's duty.",0,know,know,that,We,We know,We know one doesn 't need to,48.19931191,6.111428738
Eichmann 's youngest son Ricardo says he is not resentful toward Israel for executing his father.,Eichmann 's youngest son Ricardo says he is not resentful toward Israel for executing his father.,0,say,says,none,Eichmann 's youngest son Ricardo,Eichmann 's youngest son Ricardo says,Eichmann 's youngest son Ricardo says he is not resentful toward,32.29425594,8.490657091
"He does not agree that his father 's "" following orders "" argument excuses his actions and notes how his father 's lack of remorse caused "" difficult emotions "" for the Eichmann family.","He does not agree his father 's "" following orders "" argument excuses his actions and notes how his father 's lack of remorse caused "" difficult emotions "" for the Eichmann family.",0,agree,agree,that,He does not,He does not agree,"He does not agree his father 's "" following",60.54841512,7.276325703
"The show 's original three lifelines were "" 50 : 50 "" , in which the computer eliminates two of the incorrect answers ; "" Phone @-@ a @-@ Friend "" , which allowed the contestant to make a 30 @-@ second call to one of a number of friends ( who provided their phone numbers in advance ) and read them the question and answer choices , after which the friend provided input ; and "" Ask the Audience "" , in which audience members use touch pads to designate what they believe the correct answer to be , after which the percentage of the audience choosing each specific option is displayed to the contestant.","The show 's original three lifelines were "" 50 : 50 "" , in which the computer eliminates two of the incorrect answers ; "" Phone @-@ a @-@ Friend "" , which allowed the contestant to make a 30 @-@ second call to one of a number of friends ( who provided their phone numbers in advance ) and read them the question and answer choices , after which the friend provided input ; and "" Ask the Audience "" , in which audience members use touch pads to designate what they believe the correct answer to be , after which the percentage of the audience choosing each specific option is displayed to the contestant.",0,believe,believe,none,"The show 's original three lifelines were "" 50 : 50 "" , in which the computer eliminates two of the incorrect answers ; "" Phone @-@ a @-@ Friend "" , which allowed the contestant to make a 30 @-@ second call to one of a number of friends ( who provided their phone numbers in advance ) and read them the question and answer choices , after which the friend provided input ; and "" Ask the Audience "" , in which audience members use touch pads to designate what they","The show 's original three lifelines were "" 50 : 50 "" , in which the computer eliminates two of the incorrect answers ; "" Phone @-@ a @-@ Friend "" , which allowed the contestant to make a 30 @-@ second call to one of a number of friends ( who provided their phone numbers in advance ) and read them the question and answer choices , after which the friend provided input ; and "" Ask the Audience "" , in which audience members use touch pads to designate what they believe","The show 's original three lifelines were "" 50 : 50 "" , in which the computer eliminates two of the incorrect answers ; "" Phone @-@ a @-@ Friend "" , which allowed the contestant to make a 30 @-@ second call to one of a number of friends ( who provided their phone numbers in advance ) and read them the question and answer choices , after which the friend provided input ; and "" Ask the Audience "" , in which audience members use touch pads to designate what they believe the correct answer to be",19.19594228,6.266960144
"Phone @-@ a @-@ Friend was removed on the episode aired January 11 , 2010 , after it was determined that there was an increasing trend of contestants ' friends using search engines and other Internet resources , unfairly privileging individuals who had computer access over those who did not , and that it was contrary to the original intent of the lifeline where friends were supposed to provide assistance based on what they already knew.","Phone @-@ a @-@ Friend was removed on the episode aired January 11 , 2010 , after it was determined there was an increasing trend of contestants ' friends using search engines and other Internet resources , unfairly privileging individuals who had computer access over those who did not , and that it was contrary to the original intent of the lifeline where friends were supposed to provide assistance based on what they already knew.",0,determine,determined,that,"Phone @-@ a @-@ Friend was removed on the episode aired January 11 , 2010 , after it was","Phone @-@ a @-@ Friend was removed on the episode aired January 11 , 2010 , after it was determined","Phone @-@ a @-@ Friend was removed on the episode aired January 11 , 2010 , after it was determined there was an increasing trend",29.63245094,6.782423377
"During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer they believed was correct , within a time limit of 30 seconds.","During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer they believed was correct , within a time limit of 30 seconds.",0,answer,answer,none,"During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which","During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer","During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer they believed was correct ,",30.28752279,18.49784279
"During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer they believed was correct , within a time limit of 30 seconds.","During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer they believed was correct , within a time limit of 30 seconds.",0,answer,answer,none,"During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which","During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer","During the Super Millionaire spin @-@ off , two new lifelines were introduced : "" Double Dip "" , which allowed the contestant to make two guesses at a question , but required them to play out the question , forbidding them to walk away or use any further lifelines ; and "" Three Wise Men "" , in which the contestant was allowed to ask a sequestered panel of three people chosen by the producers , appearing via face @-@ to @-@ face audio and video feeds , which answer they believed was correct ,",30.28752279,18.49784279
"When the syndicated version was being developed , the production team felt that it was not feasible for Philbin to continue hosting , as the show recorded four episodes in a single day , and that the team was looking for qualities in a new host : it had to be somebody who would love the contestants and be willing to root for them.","When the syndicated version was being developed , the production team felt it was not feasible for Philbin to continue hosting , as the show recorded four episodes in a single day , and that the team was looking for qualities in a new host : it had to be somebody who would love the contestants and be willing to root for them.",0,feel,felt,that,"When the syndicated version was being developed , the production team","When the syndicated version was being developed , the production team felt","When the syndicated version was being developed , the production team felt it was not feasible for",16.79615986,6.405956268
"I did the show because I fell in love with the show , and really , first and foremost , as a parent , [ I feel that ] there aren 't that many shows on television that you can watch as a family.","I did the show because I fell in love with the show , and really , first and foremost , as a parent , [ I feel ] there aren 't that many shows on television that you can watch as a family.",0,feel,feel,that,"I did the show because I fell in love with the show , and really , first and foremost , as a parent , [ I","I did the show because I fell in love with the show , and really , first and foremost , as a parent , [ I feel","I did the show because I fell in love with the show , and really , first and foremost , as a parent , [ I feel ] there aren 't that",43.77851117,6.636772633
"And when Michael Davies approached me and said , "" Would you be interested in hosting the syndicated version ? "" , I said , "" Just point me toward the contract ! I am so there ! "".","And when Michael Davies approached me and said , "" Would you be interested in hosting the syndicated version ? "" , I said , "" Just point me toward the contract ! I am so there ! "".",0,say,said,none,And when Michael Davies approached me and,And when Michael Davies approached me and said,"And when Michael Davies approached me and said , "" Would you be",28.47524843,2.523446798
"On January 10 , 2013 , Vieira announced that after eleven seasons with the syndicated Millionaire , she would be leaving the show as part of an effort to focus on other projects in her career.","On January 10 , 2013 , Vieira announced after eleven seasons with the syndicated Millionaire , she would be leaving the show as part of an effort to focus on other projects in her career.",0,announce,announced,that,"On January 10 , 2013 , Vieira","On January 10 , 2013 , Vieira announced","On January 10 , 2013 , Vieira announced after eleven seasons with the",32.55344319,11.22570539
"On April 30 , 2014 , Deadline announced that Cedric had decided to leave the show in order to lighten his workload , resulting in him being succeeded by Terry Crews for the 2014 – 2015 season.","On April 30 , 2014 , Deadline announced Cedric had decided to leave the show in order to lighten his workload , resulting in him being succeeded by Terry Crews for the 2014 – 2015 season.",0,announce,announced,that,"On April 30 , 2014 , Deadline","On April 30 , 2014 , Deadline announced","On April 30 , 2014 , Deadline announced Cedric had decided to leave",43.14377137,5.261761665
"However , this effort 's development was limited as when the producer heard that the British Millionaire was about to make its debut , he got his friends and family members in the UK to record the show , and subsequently ended up receiving about eight FedEx packages from different family members , each containing a copy of Millionaire 's first episode.","However , this effort 's development was limited as when the producer heard the British Millionaire was about to make its debut , he got his friends and family members in the UK to record the show , and subsequently ended up receiving about eight FedEx packages from different family members , each containing a copy of Millionaire 's first episode.",0,hear,heard,that,"However , this effort 's development was limited as when the producer","However , this effort 's development was limited as when the producer heard","However , this effort 's development was limited as when the producer heard the British Millionaire was about",44.72636569,10.97093487
"Determined to bring his idea for the show to fruition , Davies decided that he was betting his whole career on Millionaire 's production , and the first move that he made was planning to attach a celebrity host to the show.","Determined to bring his idea for the show to fruition , Davies decided he was betting his whole career on Millionaire 's production , and the first move that he made was planning to attach a celebrity host to the show.",0,decide,decided,that,"Determined to bring his idea for the show to fruition , Davies","Determined to bring his idea for the show to fruition , Davies decided","Determined to bring his idea for the show to fruition , Davies decided he was betting his whole",36.82676452,5.318699837
