sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Most style guides indicate that single sentence spacing is proper for final or published work today , and most publishers require manuscripts to be submitted as they will appear in publication — single sentence spaced.","Most style guides indicate single sentence spacing is proper for final or published work today , and most publishers require manuscripts to be submitted as they will appear in publication — single sentence spaced.",Most style guides,"single sentence spacing is proper for final or published work today , and most publishers require manuscripts to be submitted as they will appear in publication — single sentence spaced.",0,indicate,indicate,Most style guides indicate single sentence spacing is proper,that,Most style guides indicate,Most style guides indicate single sentence spacing is proper,52.62501168,11.38007164
"Writing sources typically recommend that prospective authors remove extra spaces before submitting manuscripts , although other sources state that publishers will use software to remove the spaces before final publication.","Writing sources typically recommend that prospective authors remove extra spaces before submitting manuscripts , although other sources state publishers will use software to remove the spaces before final publication.","Writing sources typically recommend that prospective authors remove extra spaces before submitting manuscripts , although other sources",publishers will use software to remove the spaces before final publication.,0,state,state,"Writing sources typically recommend that prospective authors remove extra spaces before submitting manuscripts , although other sources state publishers will use software to",that,"Writing sources typically recommend that prospective authors remove extra spaces before submitting manuscripts , although other sources state","Writing sources typically recommend that prospective authors remove extra spaces before submitting manuscripts , although other sources state publishers will use software to",42.9466362,7.764186382
"Proponents of double sentence spacing state that the extra space between sentences enhances readability by providing clearer breaks between sentences and making text appear more legible , particularly noting the very small visual difference between a dot and a comma.","Proponents of double sentence spacing state the extra space between sentences enhances readability by providing clearer breaks between sentences and making text appear more legible , particularly noting the very small visual difference between a dot and a comma.",Proponents of double sentence spacing,"the extra space between sentences enhances readability by providing clearer breaks between sentences and making text appear more legible , particularly noting the very small visual difference between a dot and a comma.",0,state,state,Proponents of double sentence spacing state the extra space between sentences,that,Proponents of double sentence spacing state,Proponents of double sentence spacing state the extra space between sentences,20.84945124,10.46364912
"The authors stated that "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest that a significant difference exists.","The authors stated "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest that a significant difference exists.",The authors,""" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest that a significant difference exists.",0,state,stated,"The authors stated "" the ' double space",that,The authors stated,"The authors stated "" the ' double space",54.95080185,10.86115837
"The authors stated that "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest that a significant difference exists.","The authors stated that "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest a significant difference exists.","The authors stated that "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to",a significant difference exists.,0,suggest,suggest,"The authors stated that "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest a significant difference exists",that,"The authors stated that "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest","The authors stated that "" the ' double space group ' consistently took longer time to finish than the ' single space ' group "" but concluded that "" there was not enough evidence to suggest a significant difference exists.",28.41464412,3.082897663
"In both cases , the authors stated that there was insufficient evidence to draw a conclusion.","In both cases , the authors stated there was insufficient evidence to draw a conclusion.","In both cases , the authors",there was insufficient evidence to draw a conclusion.,0,state,stated,"In both cases , the authors stated there was insufficient evidence to",that,"In both cases , the authors stated","In both cases , the authors stated there was insufficient evidence to",14.49353725,7.585048676
"Tintin hides in the locker under the bed and defeats Jumbo , the sailor left in the cabin , while Allan thinks Tintin has climbed out of the porthole back into the storeroom.","Tintin hides in the locker under the bed and defeats Jumbo , the sailor left in the cabin , while Allan thinks Tintin has climbed out of the porthole back into the storeroom.","Tintin hides in the locker under the bed and defeats Jumbo , the sailor left in the cabin , while Allan",Tintin has climbed out of the porthole back into the storeroom.,0,think,thinks,"Tintin hides in the locker under the bed and defeats Jumbo , the sailor left in the cabin , while Allan thinks Tintin has climbed out of",none,"Tintin hides in the locker under the bed and defeats Jumbo , the sailor left in the cabin , while Allan thinks","Tintin hides in the locker under the bed and defeats Jumbo , the sailor left in the cabin , while Allan thinks Tintin has climbed out of",26.29684252,10.76200294
"Tintin meets Thomson and Thompson who got his message , and they learn that the wealthy merchant Omar ben Salaad sold the crab tins ; Tintin tells Thomson and Thompson to discreetly investigate.","Tintin meets Thomson and Thompson who got his message , and they learn the wealthy merchant Omar ben Salaad sold the crab tins ; Tintin tells Thomson and Thompson to discreetly investigate.","Tintin meets Thomson and Thompson who got his message , and they",the wealthy merchant Omar ben Salaad sold the crab tins ; Tintin tells Thomson and Thompson to discreetly investigate.,0,learn,learn,"Tintin meets Thomson and Thompson who got his message , and they learn the wealthy merchant Omar ben",that,"Tintin meets Thomson and Thompson who got his message , and they learn","Tintin meets Thomson and Thompson who got his message , and they learn the wealthy merchant Omar ben",59.66475439,7.136600018
"Upon sobering up , Tintin discovers a necklace of a crab with golden claws on the now @-@ subdued owner of the wine cellar , Omar ben Salaad , and realizes that he is the leader of the drug cartel.","Upon sobering up , Tintin discovers a necklace of a crab with golden claws on the now @-@ subdued owner of the wine cellar , Omar ben Salaad , and realizes he is the leader of the drug cartel.","Upon sobering up , Tintin discovers a necklace of a crab with golden claws on the now @-@ subdued owner of the wine cellar , Omar ben Salaad , and",he is the leader of the drug cartel.,0,realize,realizes,"Upon sobering up , Tintin discovers a necklace of a crab with golden claws on the now @-@ subdued owner of the wine cellar , Omar ben Salaad , and realizes he is the leader of",that,"Upon sobering up , Tintin discovers a necklace of a crab with golden claws on the now @-@ subdued owner of the wine cellar , Omar ben Salaad , and realizes","Upon sobering up , Tintin discovers a necklace of a crab with golden claws on the now @-@ subdued owner of the wine cellar , Omar ben Salaad , and realizes he is the leader of",18.09824124,8.170178652
"Turning on the radio , Tintin learns that , thanks to him , the entire organisation of the Crab with the Golden Claws is behind bars.","Turning on the radio , Tintin learns , thanks to him , the entire organisation of the Crab with the Golden Claws is behind bars.","Turning on the radio , Tintin",", thanks to him , the entire organisation of the Crab with the Golden Claws is behind bars.",0,learn,learns,"Turning on the radio , Tintin learns , thanks to him ,",that,"Turning on the radio , Tintin learns","Turning on the radio , Tintin learns , thanks to him ,",37.38798013,11.01540065
"There , he found that an officer of the German army 's Propagandastaffel occupied his house , and he also faced financial trouble , as he owed back taxes yet was unable to access his financial reserves ( his fee due from Casterman eventually arrived ).","There , he found an officer of the German army 's Propagandastaffel occupied his house , and he also faced financial trouble , as he owed back taxes yet was unable to access his financial reserves ( his fee due from Casterman eventually arrived ).","There , he","an officer of the German army 's Propagandastaffel occupied his house , and he also faced financial trouble , as he owed back taxes yet was unable to access his financial reserves ( his fee due from Casterman eventually arrived ).",0,find,found,"There , he found an officer of the German",that,"There , he found","There , he found an officer of the German",32.89744282,6.696792603
"Some Belgians were upset that Hergé was willing to work for a newspaper controlled by the occupying Nazi administration ; he received an anonymous letter from "" the father of a large family "" asking him not to work for Le Soir , fearing that The Adventures of Tintin would now be used to indoctrinate children in Nazi ideology , and that as a result "" They will no longer speak of God , of the Christian family , of the Catholic ideal ... [ How ] can you agree to collaborate in this terrible act , a real sin against Spirit ? "" Hergé however was heavily enticed by the size of Le Soir 's readership , which reached 600 @,@ 000 , far more than what Le Vingtième Siècle had been able to accomplish.","Some Belgians were upset that Hergé was willing to work for a newspaper controlled by the occupying Nazi administration ; he received an anonymous letter from "" the father of a large family "" asking him not to work for Le Soir , fearing The Adventures of Tintin would now be used to indoctrinate children in Nazi ideology , and that as a result "" They will no longer speak of God , of the Christian family , of the Catholic ideal ... [ How ] can you agree to collaborate in this terrible act , a real sin against Spirit ? "" Hergé however was heavily enticed by the size of Le Soir 's readership , which reached 600 @,@ 000 , far more than what Le Vingtième Siècle had been able to accomplish.","Some Belgians were upset that Hergé was willing to work for a newspaper controlled by the occupying Nazi administration ; he received an anonymous letter from "" the father of a large family "" asking him not to work for Le Soir ,","The Adventures of Tintin would now be used to indoctrinate children in Nazi ideology , and that as a result "" They will no longer speak of God , of the Christian family , of the Catholic ideal ... [ How ] can you agree to collaborate in this terrible act , a real sin against Spirit ? "" Hergé however was heavily enticed by the size of Le Soir 's readership , which reached 600 @,@ 000 , far more than what Le Vingtième Siècle had been able to accomplish.",0,fear,fearing,"Some Belgians were upset that Hergé was willing to work for a newspaper controlled by the occupying Nazi administration ; he received an anonymous letter from "" the father of a large family "" asking him not to work for Le Soir , fearing The Adventures of Tintin would",that,"Some Belgians were upset that Hergé was willing to work for a newspaper controlled by the occupying Nazi administration ; he received an anonymous letter from "" the father of a large family "" asking him not to work for Le Soir , fearing","Some Belgians were upset that Hergé was willing to work for a newspaper controlled by the occupying Nazi administration ; he received an anonymous letter from "" the father of a large family "" asking him not to work for Le Soir , fearing The Adventures of Tintin would",39.18212983,10.7725668
"Without the need to satirise political types , Harry Thompson observed that "" Hergé was now concentrating more on plot and on developing a new style of character comedy.","Without the need to satirise political types , Harry Thompson observed "" Hergé was now concentrating more on plot and on developing a new style of character comedy.","Without the need to satirise political types , Harry Thompson",""" Hergé was now concentrating more on plot and on developing a new style of character comedy.",0,observe,observed,"Without the need to satirise political types , Harry Thompson observed "" Hergé was now concentrating",that,"Without the need to satirise political types , Harry Thompson observed","Without the need to satirise political types , Harry Thompson observed "" Hergé was now concentrating",64.89674997,12.1931839
"In February 1942 , Casterman suggested to Hergé that his books be published in a new format ; 62 @-@ pages rather than the former 100 to 130 pages , and now in full colour rather than black @-@ and @-@ white.","In February 1942 , Casterman suggested to Hergé his books be published in a new format ; 62 @-@ pages rather than the former 100 to 130 pages , and now in full colour rather than black @-@ and @-@ white.","In February 1942 , Casterman","his books be published in a new format ; 62 @-@ pages rather than the former 100 to 130 pages , and now in full colour rather than black @-@ and @-@ white.",2,suggest,suggested,"In February 1942 , Casterman suggested to Hergé his books be published in",that,"In February 1942 , Casterman suggested","In February 1942 , Casterman suggested to Hergé his books be published in",62.64200759,10.39644718
"Elsewhere , he asserts that it is Haddock 's appearance which "" makes this book so memorable "" and that he is tempted to define the book by that character 's début.","Elsewhere , he asserts it is Haddock 's appearance which "" makes this book so memorable "" and that he is tempted to define the book by that character 's début.","Elsewhere , he","it is Haddock 's appearance which "" makes this book so memorable "" and that he is tempted to define the book by that character 's début.",0,assert,asserts,"Elsewhere , he asserts it is Haddock 's appearance",that,"Elsewhere , he asserts","Elsewhere , he asserts it is Haddock 's appearance",54.64299445,10.73253345
"Fellow biographer Pierre Assouline commented that The Crab with the Golden Claws had "" a certain charm "" stemming from its use of "" exoticism and colonial nostalgia , for the French especially , evoking their holdings in North Africa.","Fellow biographer Pierre Assouline commented The Crab with the Golden Claws had "" a certain charm "" stemming from its use of "" exoticism and colonial nostalgia , for the French especially , evoking their holdings in North Africa.",Fellow biographer Pierre Assouline,"The Crab with the Golden Claws had "" a certain charm "" stemming from its use of "" exoticism and colonial nostalgia , for the French especially , evoking their holdings in North Africa.",0,comment,commented,Fellow biographer Pierre Assouline commented The Crab with the Golden,that,Fellow biographer Pierre Assouline commented,Fellow biographer Pierre Assouline commented The Crab with the Golden,51.58306313,8.626413584
""" Michael Farr asserted that the arrival of Haddock was the most "" remarkable "" element of the story , offering the series "" tremendous new potential "".",""" Michael Farr asserted the arrival of Haddock was the most "" remarkable "" element of the story , offering the series "" tremendous new potential "".",""" Michael Farr","the arrival of Haddock was the most "" remarkable "" element of the story , offering the series "" tremendous new potential "".",0,assert,asserted,""" Michael Farr asserted the arrival of Haddock was",that,""" Michael Farr asserted",""" Michael Farr asserted the arrival of Haddock was",46.45698363,22.42025375
"He also thought that the dream sequences reflected the popularity of surrealism at the time , and that the influence of cinema , in particular the films of Alfred Hitchcock , is apparent in the story.","He also thought the dream sequences reflected the popularity of surrealism at the time , and that the influence of cinema , in particular the films of Alfred Hitchcock , is apparent in the story.",He also,"the dream sequences reflected the popularity of surrealism at the time , and that the influence of cinema , in particular the films of Alfred Hitchcock , is apparent in the story.",0,think,thought,He also thought the dream sequences reflected the,that,He also thought,He also thought the dream sequences reflected the,41.6757195,9.413282394
""" They also opined that artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt that the final third of the story "" seems rushed "".",""" They also opined artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt that the final third of the story "" seems rushed "".",""" They also","artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt that the final third of the story "" seems rushed "".",0,opine,opined,""" They also opined artistically , the story represented",that,""" They also opined",""" They also opined artistically , the story represented",57.43656611,16.37023592
""" They also opined that artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt that the final third of the story "" seems rushed "".",""" They also opined that artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt the final third of the story "" seems rushed "".",""" They also opined that artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they","the final third of the story "" seems rushed "".",0,feel,felt,""" They also opined that artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt the final third of the",that,""" They also opined that artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt",""" They also opined that artistically , the story represented "" a turning point in Hergé 's career "" , because he had to switch to a daily format in Le Soir , although as a result of this they felt the final third of the",24.39427036,4.264014125
"Stating that the inclusion of a Japanese detective investigating drug smuggling in the Mediterranean makes no sense within the context of 1940s Europe , they ultimately awarded the story three out of five stars.","Stating the inclusion of a Japanese detective investigating drug smuggling in the Mediterranean makes no sense within the context of 1940s Europe , they ultimately awarded the story three out of five stars.",,"the inclusion of a Japanese detective investigating drug smuggling in the Mediterranean makes no sense within the context of 1940s Europe , they ultimately awarded the story three out of five stars.",0,state,Stating,Stating the inclusion of a Japanese,that,Stating,Stating the inclusion of a Japanese,36.05712282,12.14261627
"Literary critic Jean @-@ Marie Apostolidès of Stanford University , in a psychoanalytical review of The Crab with the Golden Claws , commented that this book witnessed Tintin 's "" real entrance into the community of human beings "" as he gains an "" older brother "" in Haddock.","Literary critic Jean @-@ Marie Apostolidès of Stanford University , in a psychoanalytical review of The Crab with the Golden Claws , commented this book witnessed Tintin 's "" real entrance into the community of human beings "" as he gains an "" older brother "" in Haddock.","Literary critic Jean @-@ Marie Apostolidès of Stanford University , in a psychoanalytical review of The Crab with the Golden Claws ,","this book witnessed Tintin 's "" real entrance into the community of human beings "" as he gains an "" older brother "" in Haddock.",0,comment,commented,"Literary critic Jean @-@ Marie Apostolidès of Stanford University , in a psychoanalytical review of The Crab with the Golden Claws , commented this book witnessed Tintin 's",that,"Literary critic Jean @-@ Marie Apostolidès of Stanford University , in a psychoanalytical review of The Crab with the Golden Claws , commented","Literary critic Jean @-@ Marie Apostolidès of Stanford University , in a psychoanalytical review of The Crab with the Golden Claws , commented this book witnessed Tintin 's",61.7949172,10.97845173
He also believed that the recurring image of alcohol throughout the story was symbolic of sexuality.,He also believed the recurring image of alcohol throughout the story was symbolic of sexuality.,He also,the recurring image of alcohol throughout the story was symbolic of sexuality.,0,believe,believed,He also believed the recurring image of alcohol,that,He also believed,He also believed the recurring image of alcohol,43.8447125,9.376189232
"In particular , he believed that there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams that he is trapped inside a bottle , with Haddock about to stick a corkscrew into him ( thereby symbolising sexual penetration ).","In particular , he believed there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams that he is trapped inside a bottle , with Haddock about to stick a corkscrew into him ( thereby symbolising sexual penetration ).","In particular , he","there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams that he is trapped inside a bottle , with Haddock about to stick a corkscrew into him ( thereby symbolising sexual penetration ).",0,believe,believed,"In particular , he believed there was a strong homoerotic",that,"In particular , he believed","In particular , he believed there was a strong homoerotic",37.0943904,8.621328354
"In particular , he believed that there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams that he is trapped inside a bottle , with Haddock about to stick a corkscrew into him ( thereby symbolising sexual penetration ).","In particular , he believed that there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams he is trapped inside a bottle , with Haddock about to stick a corkscrew into him ( thereby symbolising sexual penetration ).","In particular , he believed that there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin","he is trapped inside a bottle , with Haddock about to stick a corkscrew into him ( thereby symbolising sexual penetration ).",0,dream,dreams,"In particular , he believed that there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams he is trapped inside a",that,"In particular , he believed that there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams","In particular , he believed that there was a strong homoerotic subtext between Haddock and Tintin , represented in the two delirious sequences ; in one , Haddock envisions Tintin as a champagne bottle frothing at the top ( thereby symbolising an ejaculating penis ) , while in the other , Tintin dreams he is trapped inside a",21.78712283,7.14426513
"However , Apostolidès notes , in both instances the pair are prevented from realising their sexual fantasies.","However , Apostolidès notes , in both instances the pair are prevented from realising their sexual fantasies.","However , Apostolidès",", in both instances the pair are prevented from realising their sexual fantasies.",0,note,notes,"However , Apostolidès notes , in both instances the",none,"However , Apostolidès notes","However , Apostolidès notes , in both instances the",28.88545346,11.45222855
"He also noted that in this Adventure , the manner in which a chance finding of a tin can on a Belgian street leads Tintin into the story is representative of the recurring theme of "" Tintin the detective "" found throughout the series.","He also noted that in this Adventure , the manner in which a chance finding of a tin can on a Belgian street leads Tintin into the story is representative of the recurring theme of "" Tintin the detective "" found throughout the series.",He also,"that in this Adventure , the manner in which a chance finding of a tin can on a Belgian street leads Tintin into the story is representative of the recurring theme of "" Tintin the detective "" found throughout the series.",0,note,noted,"He also noted that in this Adventure ,",none,He also noted,"He also noted that in this Adventure ,",45.29589498,6.692060471
"He also noted that in this Adventure , the manner in which a chance finding of a tin can on a Belgian street leads Tintin into the story is representative of the recurring theme of "" Tintin the detective "" found throughout the series.","He also noted in this Adventure , the manner in which a chance finding of a tin can on a Belgian street leads Tintin into the story is representative of the recurring theme of "" Tintin the detective "" found throughout the series.",He also,"in this Adventure , the manner in which a chance finding of a tin can on a Belgian street leads Tintin into the story is representative of the recurring theme of "" Tintin the detective "" found throughout the series.",0,note,noted,"He also noted in this Adventure , the",that,He also noted,"He also noted in this Adventure , the",47.04994965,6.692060471
"In The Simpsons episode In the Name of the Grandfather Bart Simpson makes a derogatory remark about Belgium , causing his mother Marge to threaten him with "" taking his Tintins away "" , whereupon Bart clutches a copy of the Tintin album The Crab with the Golden Claws to his chest , promising he 'll behave.","In The Simpsons episode In the Name of the Grandfather Bart Simpson makes a derogatory remark about Belgium , causing his mother Marge to threaten him with "" taking his Tintins away "" , whereupon Bart clutches a copy of the Tintin album The Crab with the Golden Claws to his chest , promising he 'll behave.","In The Simpsons episode In the Name of the Grandfather Bart Simpson makes a derogatory remark about Belgium , causing his mother Marge to threaten him with "" taking his Tintins away "" , whereupon Bart clutches a copy of the Tintin album The Crab with the Golden Claws to his chest ,",he 'll behave.,0,promise,promising,"In the Name of the Grandfather Bart Simpson makes a derogatory remark about Belgium , causing his mother Marge to threaten him with "" taking his Tintins away "" , whereupon Bart clutches a copy of the Tintin album The Crab with the Golden Claws to his chest , promising he 'll behave",none,"In The Simpsons episode In the Name of the Grandfather Bart Simpson makes a derogatory remark about Belgium , causing his mother Marge to threaten him with "" taking his Tintins away "" , whereupon Bart clutches a copy of the Tintin album The Crab with the Golden Claws to his chest , promising","In The Simpsons episode In the Name of the Grandfather Bart Simpson makes a derogatory remark about Belgium , causing his mother Marge to threaten him with "" taking his Tintins away "" , whereupon Bart clutches a copy of the Tintin album The Crab with the Golden Claws to his chest , promising he 'll behave.",45.039536,9.936731458
"In late 2014 Stefani announced she would be producing an animated series that was based on the characters Love , Angel , Music and Baby.","In late 2014 Stefani announced she would be producing an animated series that was based on the characters Love , Angel , Music and Baby.",In late 2014 Stefani,"she would be producing an animated series that was based on the characters Love , Angel , Music and Baby.",0,announce,announced,In late 2014 Stefani announced she would be producing an,none,In late 2014 Stefani announced,In late 2014 Stefani announced she would be producing an,20.45703304,10.72593594
"When she became successful and began to tour constantly , she felt she lost her way.","When she became successful and began to tour constantly , she felt she lost her way.","When she became successful and began to tour constantly , she",she lost her way.,0,feel,felt,"When she became successful and began to tour constantly , she felt she lost her way",none,"When she became successful and began to tour constantly , she felt","When she became successful and began to tour constantly , she felt she lost her way.",20.76953173,5.257626534
The brand started out as a line for women but claims the track items are unisex.,The brand started out as a line for women but claims the track items are unisex.,The brand started out as a line for women but,the track items are unisex.,0,claim,claims,The brand started out as a line for women but claims the track items are unisex,none,The brand started out as a line for women but claims,The brand started out as a line for women but claims the track items are unisex.,49.3012899,14.40927601
"Coty Inc. announced a global licensing agreement with Stefani , to develop and market fragrances for L.A.M.B. Catherine Walsh , senior vice president , American Fragrances , Coty Prestige , said in a statement - "" From the packaging to the bottle design to the distinctive scent itself , we will be working very closely with Stefani to ensure that her signature fragrance captures her rare spirit , style and warmth , "" Stefani said , "" Creating a fragrance is one of the most prestigious things a designer can do.","Coty Inc. announced a global licensing agreement with Stefani , to develop and market fragrances for L.A.M.B. Catherine Walsh , senior vice president , American Fragrances , Coty Prestige , said in a statement - "" From the packaging to the bottle design to the distinctive scent itself , we will be working very closely with Stefani to ensure that her signature fragrance captures her rare spirit , style and warmth , "" Stefani said , "" Creating a fragrance is one of the most prestigious things a designer can do.","Coty Inc. announced a global licensing agreement with Stefani , to develop and market fragrances for L.A.M.B. Catherine Walsh , senior vice president , American Fragrances , Coty Prestige ,",", "" Creating a fragrance is one of the most prestigious things a designer can do.",0,say,said,"From the packaging to the bottle design to the distinctive scent itself , we will be working very closely with Stefani to ensure that her signature fragrance captures her rare spirit , style and warmth , "" Stefani said , "" Creating a fragrance",none,"Coty Inc. announced a global licensing agreement with Stefani , to develop and market fragrances for L.A.M.B. Catherine Walsh , senior vice president , American Fragrances , Coty Prestige , said","Coty Inc. announced a global licensing agreement with Stefani , to develop and market fragrances for L.A.M.B. Catherine Walsh , senior vice president , American Fragrances , Coty Prestige , said in a statement - """,19.8822407,7.63989085
"The models , all donning identical blond wigs , wore designs Stefani said were inspired by Michelle Pfeiffer 's role as Elvira Hancock in the 1983 Scarface.","The models , all donning identical blond wigs , wore designs Stefani said were inspired by Michelle Pfeiffer 's role as Elvira Hancock in the 1983 Scarface.","The models , all donning identical blond wigs , wore designs Stefani",were inspired by Michelle Pfeiffer 's role as Elvira Hancock in the 1983 Scarface.,0,say,said,"The models , all donning identical blond wigs , wore designs Stefani said were inspired by Michelle Pfeiffer",none,"The models , all donning identical blond wigs , wore designs Stefani said","The models , all donning identical blond wigs , wore designs Stefani said were inspired by Michelle Pfeiffer",23.86675676,8.202167511
"Fashion week organizer Fern Mallis said that celebrity designers provided synergy and energy to the fashion industry , which made Stefani 's collection a desirable opener.","Fashion week organizer Fern Mallis said celebrity designers provided synergy and energy to the fashion industry , which made Stefani 's collection a desirable opener.",Fashion week organizer Fern Mallis,"celebrity designers provided synergy and energy to the fashion industry , which made Stefani 's collection a desirable opener.",0,say,said,Fashion week organizer Fern Mallis said celebrity designers provided synergy and,that,Fashion week organizer Fern Mallis said,Fashion week organizer Fern Mallis said celebrity designers provided synergy and,55.61091137,5.193457603
"Fern Mallis of IMG praised the line and Stefani as well and said , "" the L.A.M.B. line is clearly at the top of these lines and is as unique and individual as Gwen herself.","Fern Mallis of IMG praised the line and Stefani as well and said , "" the L.A.M.B. line is clearly at the top of these lines and is as unique and individual as Gwen herself.",Fern Mallis of IMG praised the line and Stefani as well and,", "" the L.A.M.B. line is clearly at the top of these lines and is as unique and individual as Gwen herself.",0,say,said,"Fern Mallis of IMG praised the line and Stefani as well and said , "" the L.A. M.B.",none,Fern Mallis of IMG praised the line and Stefani as well and said,"Fern Mallis of IMG praised the line and Stefani as well and said , "" the L.A.M.B. line",62.72805968,1.982740164
"Desiree Stimpert of About.com said , "" ... these shoes aren 't for everyone , but will most definitely appeal to fans of Ms. Stefani 's music and fashion - sense.","Desiree Stimpert of About.com said , "" ... these shoes aren 't for everyone , but will most definitely appeal to fans of Ms. Stefani 's music and fashion - sense.",Desiree Stimpert of About.com,", "" ... these shoes aren 't for everyone , but will most definitely appeal to fans of Ms. Stefani 's music and fashion - sense.",0,say,said,"Desiree Stimpert of About.com said , "" ... these shoes",none,Desiree Stimpert of About.com said,"Desiree Stimpert of About.com said , "" ... these shoes",44.26117972,4.336929336
""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s embellished tracksuits , Rasta @-@ inspired knits , and gaucho @-@ heel combos deliver the edge "" Nicole Phelps of Style.com said , "" The collection , which looked like the sixties as seen by someone who grew up in the eighties , was altogether more wearable and on trend.",""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s embellished tracksuits , Rasta @-@ inspired knits , and gaucho @-@ heel combos deliver the edge "" Nicole Phelps of Style.com said , "" The collection , which looked like the sixties as seen by someone who grew up in the eighties , was altogether more wearable and on trend.",""" Tim Stack of Entertainment Weekly",", "" L.A.M.B. ' s embellished tracksuits , Rasta @-@ inspired knits , and gaucho @-@ heel combos deliver the edge "" Nicole Phelps of Style.com said , "" The collection , which looked like the sixties as seen by someone who grew up in the eighties , was altogether more wearable and on trend.",0,say,said,""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s",none,""" Tim Stack of Entertainment Weekly said",""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s",59.17780367,5.516759396
""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s embellished tracksuits , Rasta @-@ inspired knits , and gaucho @-@ heel combos deliver the edge "" Nicole Phelps of Style.com said , "" The collection , which looked like the sixties as seen by someone who grew up in the eighties , was altogether more wearable and on trend.",""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s embellished tracksuits , Rasta @-@ inspired knits , and gaucho @-@ heel combos deliver the edge "" Nicole Phelps of Style.com said , "" The collection , which looked like the sixties as seen by someone who grew up in the eighties , was altogether more wearable and on trend.",""" Tim Stack of Entertainment Weekly",", "" The collection , which looked like the sixties as seen by someone who grew up in the eighties , was altogether more wearable and on trend.",0,say,said,""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s embellished tracksuits , Rasta @-@ inspired knits , and gaucho @-@ heel combos deliver the edge "" Nicole Phelps of Style.com said , "" The collection ,",none,""" Tim Stack of Entertainment Weekly said",""" Tim Stack of Entertainment Weekly said , "" L.A.M.B. ' s",59.17780367,5.516759396
