sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Storrs Olson argued that the genus Megacrex was so similar to Habroptila that Megacrex should be considered a junior synonym of Habroptila , resulting in two species in the genus.","Storrs Olson argued the genus Megacrex was so similar to Habroptila that Megacrex should be considered a junior synonym of Habroptila , resulting in two species in the genus.",0,argue,argued,that,Storrs Olson,Storrs Olson argued,Storrs Olson argued the genus Megacrex was so,71.71961069,14.21862221
"A molecular phylogenetic analysis based on mitochondrial DNA sequence similarity found that Habroptila is part of evolutionary radiation within the broad genus Gallirallus that took place around 400 @,@ 000 years ago in the region.","A molecular phylogenetic analysis based on mitochondrial DNA sequence similarity found Habroptila is part of evolutionary radiation within the broad genus Gallirallus that took place around 400 @,@ 000 years ago in the region.",0,find,found,that,A molecular phylogenetic analysis based on mitochondrial DNA sequence similarity,A molecular phylogenetic analysis based on mitochondrial DNA sequence similarity found,A molecular phylogenetic analysis based on mitochondrial DNA sequence similarity found Habroptila is part of evolutionary,89.62304722,6.55384016
Claims that the rail occurs in alang @-@ alang grass are thought to have arisen from confusion with the pale @-@ vented bush @-@ hen.,Claims that the rail occurs in alang @-@ alang grass are thought to have arisen from confusion with the pale @-@ vented bush @-@ hen.,0,claim,Claims,none,,Claims,Claims that the rail occurs in,42.36307764,7.978790283
Claims that the rail occurs in alang @-@ alang grass are thought to have arisen from confusion with the pale @-@ vented bush @-@ hen.,Claims the rail occurs in alang @-@ alang grass are thought to have arisen from confusion with the pale @-@ vented bush @-@ hen.,0,claim,Claims,that,,Claims,Claims the rail occurs in alang,65.23106527,7.978790283
"More recent records showed that it is still present in a significantly larger area , including the northeast of the island , and locals claim that it also occurs in the swamps near Kao , in the northwest.","More recent records showed it is still present in a significantly larger area , including the northeast of the island , and locals claim that it also occurs in the swamps near Kao , in the northwest.",0,show,showed,that,More recent records,More recent records showed,More recent records showed it is still present in,30.84540981,7.296106339
"More recent records showed that it is still present in a significantly larger area , including the northeast of the island , and locals claim that it also occurs in the swamps near Kao , in the northwest.","More recent records showed that it is still present in a significantly larger area , including the northeast of the island , and locals claim it also occurs in the swamps near Kao , in the northwest.",0,claim,claim,that,"More recent records showed that it is still present in a significantly larger area , including the northeast of the island , and locals","More recent records showed that it is still present in a significantly larger area , including the northeast of the island , and locals claim","More recent records showed that it is still present in a significantly larger area , including the northeast of the island , and locals claim it also occurs in the",18.78061163,6.143528461
"The difficult habitat and retiring nature of the invisible rail mean that information on its lifestyle is sparse , and there are few confirmed sightings.","The difficult habitat and retiring nature of the invisible rail mean information on its lifestyle is sparse , and there are few confirmed sightings.",0,mean,mean,that,The difficult habitat and retiring nature of the invisible rail,The difficult habitat and retiring nature of the invisible rail mean,The difficult habitat and retiring nature of the invisible rail mean information on its lifestyle is,41.98318863,16.59029579
"The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean that the species is classified as vulnerable by the International Union for Conservation of Nature ( IUCN ) , although this rail is so poorly known that it may be more common than the estimates suggest.","The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean the species is classified as vulnerable by the International Union for Conservation of Nature ( IUCN ) , although this rail is so poorly known that it may be more common than the estimates suggest.",0,mean,mean,that,"The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population","The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean","The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean the species is classified as",23.16989395,4.937722206
"The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean that the species is classified as vulnerable by the International Union for Conservation of Nature ( IUCN ) , although this rail is so poorly known that it may be more common than the estimates suggest.","The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean that the species is classified as vulnerable by the International Union for Conservation of Nature ( IUCN ) , although this rail is so poorly known it may be more common than the estimates suggest.",0,know,known,that,"The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean that the species is classified as vulnerable by the International Union for Conservation of Nature ( IUCN ) , although this rail is so poorly","The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean that the species is classified as vulnerable by the International Union for Conservation of Nature ( IUCN ) , although this rail is so poorly known","The estimated population of the invisible rail is 3 @,@ 500 – 15 @,@ 000 birds , and its restricted range and small population mean that the species is classified as vulnerable by the International Union for Conservation of Nature ( IUCN ) , although this rail is so poorly known it may be more common",22.34610963,4.792757988
"The video states that Anonymous views Scientology 's actions as Internet censorship , and asserts the group 's intent to "" expel the church from the Internet "".","The video states Anonymous views Scientology 's actions as Internet censorship , and asserts the group 's intent to "" expel the church from the Internet "".",0,state,states,that,The video,The video states,The video states Anonymous views Scientology 's actions,63.55947065,16.18540859
"Initially , one spokesperson stated that members of the group "" have got some wrong information "" about Scientology.","Initially , one spokesperson stated members of the group "" have got some wrong information "" about Scientology.",0,state,stated,that,"Initially , one spokesperson","Initially , one spokesperson stated","Initially , one spokesperson stated members of the group """,26.90936625,6.679485321
"Detractors of Scientology have also criticized the actions of Project Chanology , asserting that they merely provide the Church of Scientology with the opportunity to "" play the religious persecution card "".","Detractors of Scientology have also criticized the actions of Project Chanology , asserting they merely provide the Church of Scientology with the opportunity to "" play the religious persecution card "".",0,assert,asserting,that,"Detractors of Scientology have also criticized the actions of Project Chanology ,","Detractors of Scientology have also criticized the actions of Project Chanology , asserting","Detractors of Scientology have also criticized the actions of Project Chanology , asserting they merely provide the Church",33.19138336,12.9505949
"In the video , music from Cruise 's Mission : Impossible films plays in the background , and Cruise makes various statements , including saying that Scientologists are the only people who can help after a car accident , and that Scientologists are the authority on getting addicts off drugs.","In the video , music from Cruise 's Mission : Impossible films plays in the background , and Cruise makes various statements , including saying Scientologists are the only people who can help after a car accident , and that Scientologists are the authority on getting addicts off drugs.",0,say,saying,that,"In the video , music from Cruise 's Mission : Impossible films plays in the background , and Cruise makes various statements , including","In the video , music from Cruise 's Mission : Impossible films plays in the background , and Cruise makes various statements , including saying","In the video , music from Cruise 's Mission : Impossible films plays in the background , and Cruise makes various statements , including saying Scientologists are the only people",29.76888695,4.757294416
"The Church of Scientology asserted that the video material that had been leaked to YouTube and other websites was "" pirated and edited "" and taken from a three @-@ hour video produced for members of Scientology.","The Church of Scientology asserted the video material that had been leaked to YouTube and other websites was "" pirated and edited "" and taken from a three @-@ hour video produced for members of Scientology.",0,assert,asserted,that,The Church of Scientology,The Church of Scientology asserted,The Church of Scientology asserted the video material that had,38.8869459,14.40934944
"A member of Anonymous told the Los Angeles Times that , as of February 4 , 2008 , the group consisted of "" a loose confederation of about 9 @,@ 000 people "" who post anonymously on the Internet.","A member of Anonymous told the Los Angeles Times , as of February 4 , 2008 , the group consisted of "" a loose confederation of about 9 @,@ 000 people "" who post anonymously on the Internet.",4,tell,told,that,A member of Anonymous,A member of Anonymous told,"A member of Anonymous told the Los Angeles Times , as of February 4",49.52768991,6.150443077
"A security analyst told The Age that the number of people participating anonymously in Project Chanology could number in the thousands : "" You can 't pin it on a person or a group of people.","A security analyst told The Age the number of people participating anonymously in Project Chanology could number in the thousands : "" You can 't pin it on a person or a group of people.",2,tell,told,that,A security analyst,A security analyst told,A security analyst told The Age the number of people participating,40.42598434,6.631568432
"Members of Project Chanology say their main goal is "" to enlighten the Church of Scientology ( CoS ) by any means necessary.","Members of Project Chanology say their main goal is "" to enlighten the Church of Scientology ( CoS ) by any means necessary.",0,say,say,none,Members of Project Chanology,Members of Project Chanology say,"Members of Project Chanology say their main goal is """,21.97577864,7.751926899
"Andrea Seabrook of National Public Radio 's All Things Considered reported Anonymous was previously known for "" technologically sophisticated pranks "" such as spamming chat rooms online and "" ordering dozens of pizzas for people they don 't like "".","Andrea Seabrook of National Public Radio 's All Things Considered reported Anonymous was previously known for "" technologically sophisticated pranks "" such as spamming chat rooms online and "" ordering dozens of pizzas for people they don 't like "".",0,report,reported,none,Andrea Seabrook of National Public Radio 's All Things Considered,Andrea Seabrook of National Public Radio 's All Things Considered reported,Andrea Seabrook of National Public Radio 's All Things Considered reported Anonymous was previously known for,44.40471888,5.785888672
"Ryan Singel of Wired appeared on the program on January 27 , 2008 , and told Seabrook that members of Anonymous were motivated by "" the tactics the Church of Scientology uses to control information about itself "" rather than the "" controversial nature of Scientology itself "".","Ryan Singel of Wired appeared on the program on January 27 , 2008 , and told Seabrook members of Anonymous were motivated by "" the tactics the Church of Scientology uses to control information about itself "" rather than the "" controversial nature of Scientology itself "".",1,tell,told,that,"Ryan Singel of Wired appeared on the program on January 27 , 2008 , and","Ryan Singel of Wired appeared on the program on January 27 , 2008 , and told","Ryan Singel of Wired appeared on the program on January 27 , 2008 , and told Seabrook members of Anonymous were motivated",60.79699534,5.86191082
"Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said that he thought that botnets were involved in the Anonymous operation : "" There are circles out there where you could take ownership of the bot machines that are already owned and launch a simultaneous attack against [ something ] like the church from 50 @,@ 000 PCs , all at the same time "".","Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said he thought that botnets were involved in the Anonymous operation : "" There are circles out there where you could take ownership of the bot machines that are already owned and launch a simultaneous attack against [ something ] like the church from 50 @,@ 000 PCs , all at the same time "".",0,say,said,that,"Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas","Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said","Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said he thought that botnets were",31.32169139,3.08502543
"Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said that he thought that botnets were involved in the Anonymous operation : "" There are circles out there where you could take ownership of the bot machines that are already owned and launch a simultaneous attack against [ something ] like the church from 50 @,@ 000 PCs , all at the same time "".","Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said that he thought botnets were involved in the Anonymous operation : "" There are circles out there where you could take ownership of the bot machines that are already owned and launch a simultaneous attack against [ something ] like the church from 50 @,@ 000 PCs , all at the same time "".",0,think,thought,that,"Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said that he","Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said that he thought","Speaking with SCMagazineUS.com , a security strategist for Top Layer Networks , Ken Pappas said that he thought botnets were involved in the",30.11534068,7.09770596
"Attacks against the site increased , and CNET News reported that "" a major assault "" took place at 6 p.m. EST on January 24 , 2008.","Attacks against the site increased , and CNET News reported "" a major assault "" took place at 6 p.m. EST on January 24 , 2008.",0,report,reported,that,"Attacks against the site increased , and CNET News","Attacks against the site increased , and CNET News reported","Attacks against the site increased , and CNET News reported "" a major assault """,35.52317858,2.346244574
"In the press release , the group stated that the attacks against the Church of Scientology would continue in order to protect freedom of speech and to end what they characterized as the financial exploitation of church members.","In the press release , the group stated the attacks against the Church of Scientology would continue in order to protect freedom of speech and to end what they characterized as the financial exploitation of church members.",0,state,stated,that,"In the press release , the group","In the press release , the group stated","In the press release , the group stated the attacks against the Church",35.83870173,4.677988529
"Organizers of the February 10 , 2008 , Project Chanology protests against the Church of Scientology told the St. Petersburg Times the event was timed to coincide with the birthday of Lisa McPherson.","Organizers of the February 10 , 2008 , Project Chanology protests against the Church of Scientology told the St. Petersburg Times the event was timed to coincide with the birthday of Lisa McPherson.",0,tell,told,none,"Organizers of the February 10 , 2008 , Project Chanology protests against the Church of Scientology","Organizers of the February 10 , 2008 , Project Chanology protests against the Church of Scientology told","Organizers of the February 10 , 2008 , Project Chanology protests against the Church of Scientology told the St. Petersburg Times the",19.59013143,10.66214085
"Digg CEO Jay Adelson told PC World that Anonymous had not manipulated the site 's algorithm system to prevent artificial poll results , stating : "" They must have done a very good job of bringing in a diverse set of interests ... It just happened to hit a nerve that the Digg community was interested in.","Digg CEO Jay Adelson told PC World Anonymous had not manipulated the site 's algorithm system to prevent artificial poll results , stating : "" They must have done a very good job of bringing in a diverse set of interests ... It just happened to hit a nerve that the Digg community was interested in.",2,tell,told,that,Digg CEO Jay Adelson,Digg CEO Jay Adelson told,Digg CEO Jay Adelson told PC World Anonymous had not manipulated the,63.24510324,5.750885248
""" Adelson said two other instances which similarly have dominated the Digg main page in the past were the Virginia Tech Massacre in the aftermath of the incident and the "" 7 / 7 "" London bombings in 2005.",""" Adelson said two other instances which similarly have dominated the Digg main page in the past were the Virginia Tech Massacre in the aftermath of the incident and the "" 7 / 7 "" London bombings in 2005.",0,say,said,none,""" Adelson",""" Adelson said",""" Adelson said two other instances which similarly",53.73823309,8.5602808
"On January 29 , 2008 , Jason Lee Miller of WebProNews reported that a Google bomb technique had been used to make the Scientology.org main website the first result in a Google search for "" dangerous cult "".","On January 29 , 2008 , Jason Lee Miller of WebProNews reported a Google bomb technique had been used to make the Scientology.org main website the first result in a Google search for "" dangerous cult "".",0,report,reported,that,"On January 29 , 2008 , Jason Lee Miller of WebProNews","On January 29 , 2008 , Jason Lee Miller of WebProNews reported","On January 29 , 2008 , Jason Lee Miller of WebProNews reported a Google bomb technique had",52.78241348,6.685198784
"Miller wrote that Anonymous was behind the Google bomb , and that they had also tried to bump Scientology up as the first result in Google searches for "" brainwashing cult "" , and to make the Xenu.net website first result in searches for "" scientology "".","Miller wrote Anonymous was behind the Google bomb , and that they had also tried to bump Scientology up as the first result in Google searches for "" brainwashing cult "" , and to make the Xenu.net website first result in searches for "" scientology "".",0,write,wrote,that,Miller,Miller wrote,Miller wrote Anonymous was behind the Google,52.33844781,8.071127892
"Rob Garner of MediaPost Publications wrote : "" The Church of Scientology continues to be the target of a group called Anonymous , which is using Google bombs and YouTube as its tools of choice.","Rob Garner of MediaPost Publications wrote : "" The Church of Scientology continues to be the target of a group called Anonymous , which is using Google bombs and YouTube as its tools of choice.",0,write,wrote,none,Rob Garner of MediaPost Publications,Rob Garner of MediaPost Publications wrote,"Rob Garner of MediaPost Publications wrote : "" The Church of",33.72997463,5.403373718
"In a February 4 , 2008 , article , Scientology spokeswoman Karin Pouw told the Los Angeles Times that Church of Scientology 's websites "" have been and are online.","In a February 4 , 2008 , article , Scientology spokeswoman Karin Pouw told the Los Angeles Times that Church of Scientology 's websites "" have been and are online.",0,tell,told,none,"In a February 4 , 2008 , article , Scientology spokeswoman Karin Pouw","In a February 4 , 2008 , article , Scientology spokeswoman Karin Pouw told","In a February 4 , 2008 , article , Scientology spokeswoman Karin Pouw told the Los Angeles Times that",6.138240897,5.825752258
""" Danny McPherson , chief research officer at Arbor Networks , claimed 500 denial @-@ of @-@ service attacks had been observed on the Scientology site in the week prior to February 4 , some of which were strong enough to bring the website down.",""" Danny McPherson , chief research officer at Arbor Networks , claimed 500 denial @-@ of @-@ service attacks had been observed on the Scientology site in the week prior to February 4 , some of which were strong enough to bring the website down.",0,claim,claimed,none,""" Danny McPherson , chief research officer at Arbor Networks ,",""" Danny McPherson , chief research officer at Arbor Networks , claimed",""" Danny McPherson , chief research officer at Arbor Networks , claimed 500 denial @-@ of @-@",88.67283499,11.21173701
"Calling Anonymous a "" motley crew of internet troublemakers "" , Wired blogger Ryan Singel said that , while attempting to bypass the Prolexic servers protecting the Church of Scientology website , users of a misconfigured DDoS tool inadvertently and briefly had targeted the Etty Hillesum Lyceum , a Dutch secondary school in Deventer.","Calling Anonymous a "" motley crew of internet troublemakers "" , Wired blogger Ryan Singel said , while attempting to bypass the Prolexic servers protecting the Church of Scientology website , users of a misconfigured DDoS tool inadvertently and briefly had targeted the Etty Hillesum Lyceum , a Dutch secondary school in Deventer.",0,say,said,that,"Calling Anonymous a "" motley crew of internet troublemakers "" , Wired blogger Ryan Singel","Calling Anonymous a "" motley crew of internet troublemakers "" , Wired blogger Ryan Singel said","Calling Anonymous a "" motley crew of internet troublemakers "" , Wired blogger Ryan Singel said , while attempting to bypass",39.93677875,4.178238392
"They believed that he was behind counter @-@ attacks against Project Chanology @-@ related websites by the Regime , a counter @-@ hack group who crashed one of the Project Chanology planning websites.","They believed he was behind counter @-@ attacks against Project Chanology @-@ related websites by the Regime , a counter @-@ hack group who crashed one of the Project Chanology planning websites.",0,believe,believed,that,They,They believed,They believed he was behind counter @-@,75.31227362,10.78122234
"The video denied that the group was composed of "" super hackers "" , stating : "" Contrary to the assumptions of the media , Anonymous is not ' a group of super hackers.","The video denied the group was composed of "" super hackers "" , stating : "" Contrary to the assumptions of the media , Anonymous is not ' a group of super hackers.",0,deny,denied,that,The video,The video denied,The video denied the group was composed of,29.80670291,20.20043659
"The video denied that the group was composed of "" super hackers "" , stating : "" Contrary to the assumptions of the media , Anonymous is not ' a group of super hackers.","The video denied that the group was composed of "" super hackers "" , stating : "" Contrary to the assumptions of the media , Anonymous is not ' a group of super hackers.",0,state,stating,none,"The video denied that the group was composed of "" super hackers "" ,","The video denied that the group was composed of "" super hackers "" , stating","The video denied that the group was composed of "" super hackers "" , stating : "" Contrary to the",23.10316744,7.27589637
""" The video said that Project Chanology participants include "" individuals from all walks of life ... united by an awareness that someone must do the right thing.",""" The video said Project Chanology participants include "" individuals from all walks of life ... united by an awareness that someone must do the right thing.",0,say,said,that,""" The video",""" The video said",""" The video said Project Chanology participants include """,68.67138958,10.58939266
"In an email to CNET News , Anonymous stated that coordinated activities were planned for February 10 , 2008 , in many major cities around the world.","In an email to CNET News , Anonymous stated coordinated activities were planned for February 10 , 2008 , in many major cities around the world.",0,state,stated,that,"In an email to CNET News , Anonymous","In an email to CNET News , Anonymous stated","In an email to CNET News , Anonymous stated coordinated activities were planned for",40.91605949,8.913171768
"According to WKMG @-@ TV , the protesters called the Church of Scientology a "" dangerous cult "" and said the organization is responsible for crimes and deaths.","According to WKMG @-@ TV , the protesters called the Church of Scientology a "" dangerous cult "" and said the organization is responsible for crimes and deaths.",0,say,said,none,"According to WKMG @-@ TV , the protesters called the Church of Scientology a "" dangerous cult "" and","According to WKMG @-@ TV , the protesters called the Church of Scientology a "" dangerous cult "" and said","According to WKMG @-@ TV , the protesters called the Church of Scientology a "" dangerous cult "" and said the organization is responsible for",16.94966584,3.688994706
"The Orlando Sentinel reported that the protest was "" part of a worldwide campaign by a group that calls itself Anonymous "" , and an unnamed organizer who spoke to the paper stated that the group was protesting "" a gross violation of the right to see free church material "" , referring to the Tom Cruise video that was pulled from YouTube.","The Orlando Sentinel reported the protest was "" part of a worldwide campaign by a group that calls itself Anonymous "" , and an unnamed organizer who spoke to the paper stated that the group was protesting "" a gross violation of the right to see free church material "" , referring to the Tom Cruise video that was pulled from YouTube.",0,report,reported,that,The Orlando Sentinel,The Orlando Sentinel reported,"The Orlando Sentinel reported the protest was "" part",44.99407434,4.230461121
"The Orlando Sentinel reported that the protest was "" part of a worldwide campaign by a group that calls itself Anonymous "" , and an unnamed organizer who spoke to the paper stated that the group was protesting "" a gross violation of the right to see free church material "" , referring to the Tom Cruise video that was pulled from YouTube.","The Orlando Sentinel reported that the protest was "" part of a worldwide campaign by a group that calls itself Anonymous "" , and an unnamed organizer who spoke to the paper stated the group was protesting "" a gross violation of the right to see free church material "" , referring to the Tom Cruise video that was pulled from YouTube.",0,state,stated,that,"The Orlando Sentinel reported that the protest was "" part of a worldwide campaign by a group that calls itself Anonymous "" , and an unnamed organizer who spoke to the paper","The Orlando Sentinel reported that the protest was "" part of a worldwide campaign by a group that calls itself Anonymous "" , and an unnamed organizer who spoke to the paper stated","The Orlando Sentinel reported that the protest was "" part of a worldwide campaign by a group that calls itself Anonymous "" , and an unnamed organizer who spoke to the paper stated the group was protesting """,18.73518586,7.030784369
"Protesters at the demonstration wore masks , and said they were attempting to inform the public about what they believed to be "" restrictions of free speech and profiteering through pyramid schemes "" by the Church of Scientology.","Protesters at the demonstration wore masks , and said they were attempting to inform the public about what they believed to be "" restrictions of free speech and profiteering through pyramid schemes "" by the Church of Scientology.",0,say,said,none,"Protesters at the demonstration wore masks , and","Protesters at the demonstration wore masks , and said","Protesters at the demonstration wore masks , and said they were attempting to inform",25.41055857,6.042035103
"They asserted they were not protesting the doctrine of Scientology , but rather alleged actions of individual Scientologists.","They asserted they were not protesting the doctrine of Scientology , but rather alleged actions of individual Scientologists.",0,assert,asserted,none,They,They asserted,They asserted they were not protesting the,21.64901662,15.79924107
"One protester stated that he had created a Facebook group to organize the protest , explaining "" It started online with a group called Anonymous ... They got upset with Scientology because the church hides important documents that are supposed to be released to the public.","One protester stated he had created a Facebook group to organize the protest , explaining "" It started online with a group called Anonymous ... They got upset with Scientology because the church hides important documents that are supposed to be released to the public.",0,state,stated,that,One protester,One protester stated,One protester stated he had created a Facebook,22.94467306,11.07402134
"The hosting company Digitalis temporarily prevented access to hundreds of its clients ' sites , and customer support representative Denis Kukic said the surge was unexpected : "" We had no advance notice that there was going to be a sudden surge of traffic or that there would be more than 100 times the average traffic that this customer 's website normally consumes.","The hosting company Digitalis temporarily prevented access to hundreds of its clients ' sites , and customer support representative Denis Kukic said the surge was unexpected : "" We had no advance notice that there was going to be a sudden surge of traffic or that there would be more than 100 times the average traffic that this customer 's website normally consumes.",0,say,said,none,"The hosting company Digitalis temporarily prevented access to hundreds of its clients ' sites , and customer support representative Denis Kukic","The hosting company Digitalis temporarily prevented access to hundreds of its clients ' sites , and customer support representative Denis Kukic said","The hosting company Digitalis temporarily prevented access to hundreds of its clients ' sites , and customer support representative Denis Kukic said the surge was unexpected :",43.22714186,2.86503911
""" A protester in Santa Barbara emphasized that their opposition was against the organization , not the belief system , and that they supported the Scientology split @-@ off group known as the Free Zone.",""" A protester in Santa Barbara emphasized their opposition was against the organization , not the belief system , and that they supported the Scientology split @-@ off group known as the Free Zone.",0,emphasize,emphasized,that,""" A protester in Santa Barbara",""" A protester in Santa Barbara emphasized",""" A protester in Santa Barbara emphasized their opposition was against the",35.21476412,17.10264516
"Aaron Tavena of College Times wrote that the Guy Fawkes masks provided a "" dramatic effect "" to the protests , and Nick Jamison of The Retriever Weekly wrote : "" During the February 10 protests , Anonymous was informative , Anonymous was peaceful , and Anonymous was effective.","Aaron Tavena of College Times wrote the Guy Fawkes masks provided a "" dramatic effect "" to the protests , and Nick Jamison of The Retriever Weekly wrote : "" During the February 10 protests , Anonymous was informative , Anonymous was peaceful , and Anonymous was effective.",0,write,wrote,that,Aaron Tavena of College Times,Aaron Tavena of College Times wrote,Aaron Tavena of College Times wrote the Guy Fawkes masks provided,43.46434394,4.411961555
"Aaron Tavena of College Times wrote that the Guy Fawkes masks provided a "" dramatic effect "" to the protests , and Nick Jamison of The Retriever Weekly wrote : "" During the February 10 protests , Anonymous was informative , Anonymous was peaceful , and Anonymous was effective.","Aaron Tavena of College Times wrote that the Guy Fawkes masks provided a "" dramatic effect "" to the protests , and Nick Jamison of The Retriever Weekly wrote : "" During the February 10 protests , Anonymous was informative , Anonymous was peaceful , and Anonymous was effective.",0,write,wrote,none,Aaron Tavena of College Times,Aaron Tavena of College Times wrote,Aaron Tavena of College Times wrote that the Guy Fawkes masks,29.07551459,4.411961555
""" Scott Stewart of University of Nebraska at Omaha 's The Gateway wrote : "" Many participants sported Guy Fawkes masks to draw attention both to their identity as Anonymous and the Church of Scientology 's abuse of litigation and coercion to suppress anti @-@ Scientology viewpoints.",""" Scott Stewart of University of Nebraska at Omaha 's The Gateway wrote : "" Many participants sported Guy Fawkes masks to draw attention both to their identity as Anonymous and the Church of Scientology 's abuse of litigation and coercion to suppress anti @-@ Scientology viewpoints.",0,write,wrote,none,""" Scott Stewart of University of Nebraska at Omaha 's The Gateway",""" Scott Stewart of University of Nebraska at Omaha 's The Gateway wrote",""" Scott Stewart of University of Nebraska at Omaha 's The Gateway wrote : "" Many participants sported",45.70288372,11.68645191
"In a March 2008 interview , Astley said that he found the rickrolling of Scientology to be "" hilarious "" ; he also said that he will not try to capitalize on the rickroll phenomenon with a new recording or remix of his own , but that he 'd be happy to have other artists remix it.","In a March 2008 interview , Astley said he found the rickrolling of Scientology to be "" hilarious "" ; he also said that he will not try to capitalize on the rickroll phenomenon with a new recording or remix of his own , but that he 'd be happy to have other artists remix it.",0,say,said,that,"In a March 2008 interview , Astley","In a March 2008 interview , Astley said","In a March 2008 interview , Astley said he found the rickrolling of",49.58570933,3.005031109
"In a March 2008 interview , Astley said that he found the rickrolling of Scientology to be "" hilarious "" ; he also said that he will not try to capitalize on the rickroll phenomenon with a new recording or remix of his own , but that he 'd be happy to have other artists remix it.","In a March 2008 interview , Astley said that he found the rickrolling of Scientology to be "" hilarious "" ; he also said he will not try to capitalize on the rickroll phenomenon with a new recording or remix of his own , but that he 'd be happy to have other artists remix it.",0,say,said,that,"In a March 2008 interview , Astley","In a March 2008 interview , Astley said","In a March 2008 interview , Astley said that he found the rickrolling",46.4429214,3.005031109
"The Advertiser 's editor , Melvin Mansell , stated that the alteration had "" slipped by "" and that he was opposed to the publication of doctored photographs.","The Advertiser 's editor , Melvin Mansell , stated the alteration had "" slipped by "" and that he was opposed to the publication of doctored photographs.",0,state,stated,that,"The Advertiser 's editor , Melvin Mansell ,","The Advertiser 's editor , Melvin Mansell , stated","The Advertiser 's editor , Melvin Mansell , stated the alteration had "" slipped",51.44981849,11.98958206
"According to NBC11 , a woman from Anonymous contacted them and stated that protests were planned against Scientology each month through May 2008 ; and that a large protest was planned for two days after Scientology founder L. Ron Hubbard 's birthday , March 15.","According to NBC11 , a woman from Anonymous contacted them and stated protests were planned against Scientology each month through May 2008 ; and that a large protest was planned for two days after Scientology founder L. Ron Hubbard 's birthday , March 15.",0,state,stated,that,"According to NBC11 , a woman from Anonymous contacted them and","According to NBC11 , a woman from Anonymous contacted them and stated","According to NBC11 , a woman from Anonymous contacted them and stated protests were planned against Scientology",42.23147929,6.235818386
"Carlos Moncada of The Tampa Tribune reported that an "" open letter to the press from Anonymous "" was sent out via e @-@ mail , and states that a protest is planned for March 15 , 2008.","Carlos Moncada of The Tampa Tribune reported an "" open letter to the press from Anonymous "" was sent out via e @-@ mail , and states that a protest is planned for March 15 , 2008.",0,report,reported,that,Carlos Moncada of The Tampa Tribune,Carlos Moncada of The Tampa Tribune reported,"Carlos Moncada of The Tampa Tribune reported an "" open letter to",34.82342148,6.78259325
"Carlos Moncada of The Tampa Tribune reported that an "" open letter to the press from Anonymous "" was sent out via e @-@ mail , and states that a protest is planned for March 15 , 2008.","Carlos Moncada of The Tampa Tribune reported that an "" open letter to the press from Anonymous "" was sent out via e @-@ mail , and states a protest is planned for March 15 , 2008.",0,state,states,that,"Carlos Moncada of The Tampa Tribune reported that an "" open letter to the press from Anonymous "" was sent out via e @-@ mail , and","Carlos Moncada of The Tampa Tribune reported that an "" open letter to the press from Anonymous "" was sent out via e @-@ mail , and states","Carlos Moncada of The Tampa Tribune reported that an "" open letter to the press from Anonymous "" was sent out via e @-@ mail , and states a protest is planned for",24.34790576,10.53842545
An anonymous spokesman told News.com.au that Scientology should lose its tax @-@ exempt status.,An anonymous spokesman told News.com.au Scientology should lose its tax @-@ exempt status.,1,tell,told,that,An anonymous spokesman,An anonymous spokesman told,An anonymous spokesman told News.com.au Scientology should lose its tax,59.40200498,6.03815937
"During the Los Angeles protests , a plane flew overhead trailing a large sign that read "" Honk if you think Scientology is a cult.","During the Los Angeles protests , a plane flew overhead trailing a large sign that read "" Honk if you think Scientology is a cult.",0,think,think,none,"During the Los Angeles protests , a plane flew overhead trailing a large sign that read "" Honk if you","During the Los Angeles protests , a plane flew overhead trailing a large sign that read "" Honk if you think","During the Los Angeles protests , a plane flew overhead trailing a large sign that read "" Honk if you think Scientology is a cult.",25.79566598,8.331839561
