sentence,pseudo_that,verb,comp_type
"I know some people won 't believe it , but we wouldn 't make up such a crazy story.","I know some people won 't believe it , but we wouldn 't make up such a crazy story.",know,none
Carey felt the additions were simple steps taken to further display a contemporary R & B groove.,Carey felt the additions were simple steps taken to further display a contemporary R & B groove.,feel,none
"Additionally , she felt the song paid homage to the style of Minnie Riperton , who was one of Carey 's biggest vocal influences growing up.","Additionally , she felt the song paid homage to the style of Minnie Riperton , who was one of Carey 's biggest vocal influences growing up.",feel,none
"Reviews applauded the little changes of style from previous Carey releases , some of whom adding that it is her best record , while others dismissed it as soulless and lacking of originality.","Reviews applauded the little changes of style from previous Carey releases , some of whom adding it is her best record , while others dismissed it as soulless and lacking of originality.",add,that
"Erlewine called Daydream her "" best record yet "" and wrote , "" Mariah Carey certainly knows how to construct an album.","Erlewine called Daydream her "" best record yet "" and wrote , "" Mariah Carey certainly knows how to construct an album.",write,none
"Daydream demonstrates that Carey continues to perfect her craft , and that she has earned her status as an R & B / pop diva.","Daydream demonstrates Carey continues to perfect her craft , and that she has earned her status as an R & B / pop diva.",demonstrate,that
"Carey said her inspiration for the video was to give off a "" free and open feeling , "" trying to portray the freedom she had finally achieved in being allowed to direct her first video.","Carey said her inspiration for the video was to give off a "" free and open feeling , "" trying to portray the freedom she had finally achieved in being allowed to direct her first video.",say,none
""" They did not expect me to get that shot ! They were saying , ' How 's she going to sing on a roller coaster ? ... We put a little speaker on the bottom of the car , where my feet where.",""" They did not expect me to get that shot ! They were saying , ' How 's she going to sing on a roller coaster ? ... We put a little speaker on the bottom of the car , where my feet where.",say,none
"On February 11 , 2012 , Carey revealed through her Twitter account that a music video for "" Underneath the Stars "" was actually recorded.","On February 11 , 2012 , Carey revealed through her Twitter account a music video for "" Underneath the Stars "" was actually recorded.",reveal,that
"Filming sessions occurred in England and France ; Carey commented , however , that it "" never got released and I don 't know where it is ! "".","Filming sessions occurred in England and France ; Carey commented , however , that it "" never got released and I don 't know where it is ! "".",comment,none
"Filming sessions occurred in England and France ; Carey commented , however , that it "" never got released and I don 't know where it is ! "".","Filming sessions occurred in England and France ; Carey commented , however , that it "" never got released and I don 't know where it is ! "".",know,none
Critics felt this change made the game unattractive as it encouraged negative tactics at the expense of leg spin bowling.,Critics felt this change made the game unattractive as it encouraged negative tactics at the expense of leg spin bowling.,feel,none
Statistics reveal that the probability of a batsman being dismissed lbw in a Test match varies depending on where the match is played and which teams are playing.,Statistics reveal the probability of a batsman being dismissed lbw in a Test match varies depending on where the match is played and which teams are playing.,reveal,that
The law explicitly states that the off side is determined by the batsman 's position when the bowler commences his run @-@ up.,The law explicitly states the off side is determined by the batsman 's position when the bowler commences his run @-@ up.,state,that
He must also account for the height of the ball at impact and how far from the wicket the batsman was standing ; from this information he must determine if the ball would have passed over the stumps or struck them.,He must also account for the height of the ball at impact and how far from the wicket the batsman was standing ; from this information he must determine if the ball would have passed over the stumps or struck them.,determine,other
"The MCC guidance states that it is easier to make a decision when the ball strikes the batsman without pitching , but that the difficulty increases when the ball has bounced and more so when there is a shorter time between the ball pitching and striking the batsman.","The MCC guidance states it is easier to make a decision when the ball strikes the batsman without pitching , but that the difficulty increases when the ball has bounced and more so when there is a shorter time between the ball pitching and striking the batsman.",state,that
"However , critics noted that the umpires were left the difficult task of interpreting the intentions of batsmen.","However , critics noted the umpires were left the difficult task of interpreting the intentions of batsmen.",note,that
"The representatives supported a motion to alter the law to state that the batsman would be out if he stopped a ball that would have hit the wicket ; in contrast to the existing wording , this took no account of where the ball pitched relative to the wickets.","The representatives supported a motion to alter the law to state the batsman would be out if he stopped a ball that would have hit the wicket ; in contrast to the existing wording , this took no account of where the ball pitched relative to the wickets.",state,that
"A. G. Steel was the principal opponent of the change , as he believed it would make the task of the umpires too difficult , but he later regretted his stance.","A. G. Steel was the principal opponent of the change , as he believed it would make the task of the umpires too difficult , but he later regretted his stance.",believe,none
"Some batsmen began to go further and preferred to kick away balls pitched outside off stump — reaching out to kick the ball instead of allowing it to hit their pads — if they presented any threat , knowing that they could not be dismissed lbw.","Some batsmen began to go further and preferred to kick away balls pitched outside off stump — reaching out to kick the ball instead of allowing it to hit their pads — if they presented any threat , knowing they could not be dismissed lbw.",know,that
The authorities believed these developments represented poor entertainment value.,The authorities believed these developments represented poor entertainment value.,believe,none
"Wisden Cricketers ' Almanack noted that these three improved their batting records during the 1935 season , but batsmen generally were less successful.","Wisden Cricketers ' Almanack noted these three improved their batting records during the 1935 season , but batsmen generally were less successful.",note,that
"The cricket historian Derek Birley notes that many of these bowlers imitated the methods of Alec Bedser , an inswing bowler who was successful immediately after the war , but that the resulting cricket was unexciting to watch.","The cricket historian Derek Birley notes many of these bowlers imitated the methods of Alec Bedser , an inswing bowler who was successful immediately after the war , but that the resulting cricket was unexciting to watch.",note,that
The new law continued to provoke debate among writers and cricketers ; many former players claimed that the alteration had caused a deterioration in batting and reduced the number of shots played on the off side.,The new law continued to provoke debate among writers and cricketers ; many former players claimed the alteration had caused a deterioration in batting and reduced the number of shots played on the off side.,claim,that
""" Several critics , including Bob Wyatt , maintained that the lbw law should be returned to its pre @-@ 1935 wording ; he campaigned to do so until his death in 1995.",""" Several critics , including Bob Wyatt , maintained the lbw law should be returned to its pre @-@ 1935 wording ; he campaigned to do so until his death in 1995.",maintain,that
""" This revision omitted the requirement that the impact should be in line with the wickets , but meant that any batsman playing a shot could not be out if the ball pitched outside off stump , in contrast to the 1935 law.",""" This revision omitted the requirement that the impact should be in line with the wickets , but meant any batsman playing a shot could not be out if the ball pitched outside off stump , in contrast to the 1935 law.",mean,that
"The editor of Wisden believed the change encouraged batsmen to take more risks , and had produced more attractive cricket.","The editor of Wisden believed the change encouraged batsmen to take more risks , and had produced more attractive cricket.",believe,none
"A batsman could once more be out to a ball that pitched outside off stump , but a provision was added that "" if no stroke is offered to a ball pitching outside the off @-@ stump which in the opinion of the umpire would hit the stumps , but hits the batsman on any part of his person other than the hand , then the batsman is out , even if that part of the person hit is not in line between wicket and wicket.","A batsman could once more be out to a ball that pitched outside off stump , but a provision was added "" if no stroke is offered to a ball pitching outside the off @-@ stump which in the opinion of the umpire would hit the stumps , but hits the batsman on any part of his person other than the hand , then the batsman is out , even if that part of the person hit is not in line between wicket and wicket.",add,that
Replay analyses have shown that a greater proportion of balls striking an outstretched leg go on to hit the wicket than had once been expected.,Replay analyses have shown a greater proportion of balls striking an outstretched leg go on to hit the wicket than had once been expected.,show,that
""" He also suggests that umpires have been influenced by such evidence ; their greater understanding of which deliveries are likely to hit the stumps has made them more likely to rule out batsmen who are standing further away from the stumps.",""" He also suggests umpires have been influenced by such evidence ; their greater understanding of which deliveries are likely to hit the stumps has made them more likely to rule out batsmen who are standing further away from the stumps.",suggest,that
"However , the use of on @-@ field technology has proved controversial ; some critics regard it as more reliable than human judgement , while others believe that the umpire is better placed to make the decision.","However , the use of on @-@ field technology has proved controversial ; some critics regard it as more reliable than human judgement , while others believe the umpire is better placed to make the decision.",believe,that
The third umpire could only use technology to determine where the ball had pitched and if the batsman hit the ball with his bat.,The third umpire could only use technology to determine where the ball had pitched and if the batsman hit the ball with his bat.,determine,other
"In a 2012 interview , he said : "" Umpires may have realised that if they give someone out and DRS shows it was not out , then their decision can be rectified.","In a 2012 interview , he said : "" Umpires may have realised that if they give someone out and DRS shows it was not out , then their decision can be rectified.",say,none
"In a 2012 interview , he said : "" Umpires may have realised that if they give someone out and DRS shows it was not out , then their decision can be rectified.","In a 2012 interview , he said : "" Umpires may have realised that if they give someone out and DRS shows it was not out , then their decision can be rectified.",show,none
"I think if we 're totally honest , DRS has affected the game slightly more than we thought it would.","I think if we 're totally honest , DRS has affected the game slightly more than we thought it would.",think,none
"I think if we 're totally honest , DRS has affected the game slightly more than we thought it would.","I think if we 're totally honest , DRS has affected the game slightly more than we thought it would.",think,none
Critics of the system suggest that rules for the use of DRS have created an inconsistency of approach to lbw decisions depending on the circumstances of the referral.,Critics of the system suggest rules for the use of DRS have created an inconsistency of approach to lbw decisions depending on the circumstances of the referral.,suggest,that
"Opponents also doubt that the ball @-@ tracking technology used in deciding lbws is reliable enough , but the ICC state that tests have shown the system to be 100 % accurate.","Opponents also doubt the ball @-@ tracking technology used in deciding lbws is reliable enough , but the ICC state that tests have shown the system to be 100 % accurate.",doubt,that
"Opponents also doubt that the ball @-@ tracking technology used in deciding lbws is reliable enough , but the ICC state that tests have shown the system to be 100 % accurate.","Opponents also doubt that the ball @-@ tracking technology used in deciding lbws is reliable enough , but the ICC state tests have shown the system to be 100 % accurate.",state,that
The BCCI believe the technology is unreliable and open to manipulation.,The BCCI believe the technology is unreliable and open to manipulation.,believe,none
"A study in 2011 by Douglas Miller shows that in English county cricket , the proportion of wickets to fall lbw has increased steadily since the First World War.","A study in 2011 by Douglas Miller shows in English county cricket , the proportion of wickets to fall lbw has increased steadily since the First World War.",show,that
Miller also states that captains of county teams were statistically more likely to receive the benefit of lbw decisions — less likely to be out lbw when batting and more likely to dismiss batsmen lbw when bowling.,Miller also states captains of county teams were statistically more likely to receive the benefit of lbw decisions — less likely to be out lbw when batting and more likely to dismiss batsmen lbw when bowling.,state,that
Several studies investigating this perception have suggested that home batsmen are sometimes less likely than visiting batsmen to be lbw.,Several studies investigating this perception have suggested home batsmen are sometimes less likely than visiting batsmen to be lbw.,suggest,that
"Although the reasons were again ambiguous , it found that lbws increased slightly under neutral umpires regardless of team or location.","Although the reasons were again ambiguous , it found lbws increased slightly under neutral umpires regardless of team or location.",find,that
"In his survey of cricket laws , Gerald Brodribb suggests that "" no dismissal has produced so much argument as lbw ; it has caused trouble from its earliest days "".","In his survey of cricket laws , Gerald Brodribb suggests "" no dismissal has produced so much argument as lbw ; it has caused trouble from its earliest days "".",suggest,that
"In his book Cricket and the Law : The Man in White Is Always Right , David Fraser writes that umpires ' lbw decisions are frequently criticised and "" arguments about bias and incompetence in adjudication inform almost every discussion about lbw decisions.","In his book Cricket and the Law : The Man in White Is Always Right , David Fraser writes that umpires ' lbw decisions are frequently criticised and "" arguments about bias and incompetence in adjudication inform almost every discussion about lbw decisions.",write,none
"In his book Cricket and the Law : The Man in White Is Always Right , David Fraser writes that umpires ' lbw decisions are frequently criticised and "" arguments about bias and incompetence in adjudication inform almost every discussion about lbw decisions.","In his book Cricket and the Law : The Man in White Is Always Right , David Fraser writes umpires ' lbw decisions are frequently criticised and "" arguments about bias and incompetence in adjudication inform almost every discussion about lbw decisions.",write,that
"Controversial aspects of lbw decisions include the umpire having to determine whether the ball pitched outside leg stump , and in certain circumstances whether the batsman intended to hit the ball or leave it alone.","Controversial aspects of lbw decisions include the umpire having to determine whether the ball pitched outside leg stump , and in certain circumstances whether the batsman intended to hit the ball or leave it alone.",determine,other
"In a 2012 interview with Pridesource , Diamandis said that the album 's title came from a slang term for testes , but she had been too coy to admit it before.","In a 2012 interview with Pridesource , Diamandis said the album 's title came from a slang term for testes , but she had been too coy to admit it before.",say,that
"Diamandis explained that the album is "" a body of work largely inspired by the seduction of commercialism , modern social values , family and female sexuality "" , intended to be "" enjoyed and consumed as a story and theory that encourages people to question themselves "".","Diamandis explained the album is "" a body of work largely inspired by the seduction of commercialism , modern social values , family and female sexuality "" , intended to be "" enjoyed and consumed as a story and theory that encourages people to question themselves "".",explain,that
"After a performance at Manchester 's Deaf Institute on 21 February 2010 , Contactmusic.com writer Katy Ratican awarded Diamandis a 9 / 10 rating , stating "" Next time she plays Manchester , it will be to a sold out Academy 2 audience , with a top @-@ selling album gracing the merchandising stand.","After a performance at Manchester 's Deaf Institute on 21 February 2010 , Contactmusic.com writer Katy Ratican awarded Diamandis a 9 / 10 rating , stating "" Next time she plays Manchester , it will be to a sold out Academy 2 audience , with a top @-@ selling album gracing the merchandising stand.",state,none
"Hugh Montgomery of Q magazine noted that the singer 's "" imaginative reach "" was "" complemented by a winning pop savviness "" , while Luke O 'Neil from The Phoenix stated that "" [ t ] he likes of Kate Nash and company have flitted through this piano siren / exuberant dance @-@ diva territory , but never mind , because this gorgeous genre starts now.","Hugh Montgomery of Q magazine noted the singer 's "" imaginative reach "" was "" complemented by a winning pop savviness "" , while Luke O 'Neil from The Phoenix stated that "" [ t ] he likes of Kate Nash and company have flitted through this piano siren / exuberant dance @-@ diva territory , but never mind , because this gorgeous genre starts now.",note,that
"Hugh Montgomery of Q magazine noted that the singer 's "" imaginative reach "" was "" complemented by a winning pop savviness "" , while Luke O 'Neil from The Phoenix stated that "" [ t ] he likes of Kate Nash and company have flitted through this piano siren / exuberant dance @-@ diva territory , but never mind , because this gorgeous genre starts now.","Hugh Montgomery of Q magazine noted that the singer 's "" imaginative reach "" was "" complemented by a winning pop savviness "" , while Luke O 'Neil from The Phoenix stated "" [ t ] he likes of Kate Nash and company have flitted through this piano siren / exuberant dance @-@ diva territory , but never mind , because this gorgeous genre starts now.",state,that
"Lou Thomas from BBC Music commented that "" [ t ] he consistently diverting changes in style across the album are fine — the wonky 80s shoulder @-@ pad pop of ' The Outsider ' is nothing like anything else here , for example.","Lou Thomas from BBC Music commented "" [ t ] he consistently diverting changes in style across the album are fine — the wonky 80s shoulder @-@ pad pop of ' The Outsider ' is nothing like anything else here , for example.",comment,that
"Gill added that the content of "" Rootless "" , "" Obsessions "" and "" The Outsider "" did not match with what would be expected from the titles.","Gill added the content of "" Rootless "" , "" Obsessions "" and "" The Outsider "" did not match with what would be expected from the titles.",add,that
"In an interview for Australian radio in January 2011 , Diamandis said that her career that far had been "" more like a failure than a success "" , particularly in the American market.","In an interview for Australian radio in January 2011 , Diamandis said her career that far had been "" more like a failure than a success "" , particularly in the American market.",say,that
"The Peach Bowl representative present was mobbed by celebrating players chanting "" Peach Bowl ! Peach Bowl ! "" The representative later said , "" I 've never seen a wilder celebration.","The Peach Bowl representative present was mobbed by celebrating players chanting "" Peach Bowl ! Peach Bowl ! "" The representative later said , "" I 've never seen a wilder celebration.",say,none
"Tech head coach Bill Dooley lobbied in vain for Brown 's inclusion in the annual All @-@ America list recording the best college football players in the country , saying , "" Robert Brown is an All @-@ American football player ... but because he was a transfer student , he received no preseason buildup.","Tech head coach Bill Dooley lobbied in vain for Brown 's inclusion in the annual All @-@ America list recording the best college football players in the country , saying , "" Robert Brown is an All @-@ American football player ... but because he was a transfer student , he received no preseason buildup.",say,none
... I guarantee the people who have seen him know he 's an All @-@ American.,... I guarantee the people who have seen him know he 's an All @-@ American.,know,none
"The figure above her has been identified as belonging to a fragment in the Museu Calouste Gulbenkian , Lisbon , which shows the head of Saint Joseph , while another Lisbon fragment , showing what is believed to be Saint Catherine of Alexandria , is thought to be from the same larger work.","The figure above her has been identified as belonging to a fragment in the Museu Calouste Gulbenkian , Lisbon , which shows the head of Saint Joseph , while another Lisbon fragment , showing what is believed to be Saint Catherine of Alexandria , is thought to be from the same larger work.",show,none
The drawing shows that The Magdalen occupied the lower right @-@ hand corner of the altarpiece.,The drawing shows The Magdalen occupied the lower right @-@ hand corner of the altarpiece.,show,that
"The counterpoint is Mary 's sister Martha who , representative of the active life , wished that Mary would help her serve.","The counterpoint is Mary 's sister Martha who , representative of the active life , wished Mary would help her serve.",wish,that
"Art critic Charles Darwent observed that the Magdalen 's past as a "" fallen woman "" is hinted at by the nap in the fur lining of her dress and the few strands of hair loose from her veil.","Art critic Charles Darwent observed the Magdalen 's past as a "" fallen woman "" is hinted at by the nap in the fur lining of her dress and the few strands of hair loose from her veil.",observe,that
"Darwent wrote , "" Even her fingers , absent @-@ mindedly circled , suggest completeness.","Darwent wrote , "" Even her fingers , absent @-@ mindedly circled , suggest completeness.",write,none
"Medieval historian Philip Crispin explains that artists such as Memling and Matsys often portrayed the Magdalen in furs and notes that she "" is noticeably dressed in fur @-@ lined garments in The Magdalen Reading by Rogier van der Weyden "".","Medieval historian Philip Crispin explains artists such as Memling and Matsys often portrayed the Magdalen in furs and notes that she "" is noticeably dressed in fur @-@ lined garments in The Magdalen Reading by Rogier van der Weyden "".",explain,that
"Medieval historian Philip Crispin explains that artists such as Memling and Matsys often portrayed the Magdalen in furs and notes that she "" is noticeably dressed in fur @-@ lined garments in The Magdalen Reading by Rogier van der Weyden "".","Medieval historian Philip Crispin explains that artists such as Memling and Matsys often portrayed the Magdalen in furs and notes she "" is noticeably dressed in fur @-@ lined garments in The Magdalen Reading by Rogier van der Weyden "".",note,that
"Lorne Campbell describes the tiny figure of the woman seen through the window and her reflection in the water as "" small miracles of painting "" , and says that "" the attention to detail far exceeds that of Jan van Eyck and the skill of execution is astounding "".","Lorne Campbell describes the tiny figure of the woman seen through the window and her reflection in the water as "" small miracles of painting "" , and says that "" the attention to detail far exceeds that of Jan van Eyck and the skill of execution is astounding "".",say,none
"Lorne Campbell describes the tiny figure of the woman seen through the window and her reflection in the water as "" small miracles of painting "" , and says that "" the attention to detail far exceeds that of Jan van Eyck and the skill of execution is astounding "".","Lorne Campbell describes the tiny figure of the woman seen through the window and her reflection in the water as "" small miracles of painting "" , and says "" the attention to detail far exceeds that of Jan van Eyck and the skill of execution is astounding "".",say,that
He notes that these tiny details would have been impossible for a viewer to observe when the altarpiece was in its intended position.,He notes these tiny details would have been impossible for a viewer to observe when the altarpiece was in its intended position.,note,that
"One critic wrote that the areas of the floor and most of the cupboard behind her seem unfinished and "" much too narrow and papery in effect "".","One critic wrote the areas of the floor and most of the cupboard behind her seem unfinished and "" much too narrow and papery in effect "".",write,that
This suggests that the Magdalene panel was the first to be cut from the larger work.,This suggests the Magdalene panel was the first to be cut from the larger work.,suggest,that
"Campbell believes that after the removal of the background detail "" it looked sufficiently like a genre piece to hang in a well @-@ known collection of Dutch seventeenth @-@ century paintings "".","Campbell believes after the removal of the background detail "" it looked sufficiently like a genre piece to hang in a well @-@ known collection of Dutch seventeenth @-@ century paintings "".",believe,that
"From the size of three surviving panels in relation to the drawing , it is estimated that the original was at least 1 m high by 1 @.@ 5 m wide ; the bishop and the Magdalene seem to clearly mark the horizontal extremities , but the extent of the picture above and below the surviving elements and the drawing cannot be judged.","From the size of three surviving panels in relation to the drawing , it is estimated the original was at least 1 m high by 1 @.@ 5 m wide ; the bishop and the Magdalene seem to clearly mark the horizontal extremities , but the extent of the picture above and below the surviving elements and the drawing cannot be judged.",estimate,that
"Lorne Campbell thinks that though the Catherine head is "" obviously less well drawn and less successfully painted than the Magdalen "" , it "" seems likely "" that all three fragments came from the same original work ; he points out that "" about half way up the right edge of this fragment [ "" Catherine "" ] is a small triangle of red , outlined by a continuous underdrawn brushstroke ... It is likely that the red is part of the contour of the missing figure of the Baptist "".","Lorne Campbell thinks though the Catherine head is "" obviously less well drawn and less successfully painted than the Magdalen "" , it "" seems likely "" that all three fragments came from the same original work ; he points out that "" about half way up the right edge of this fragment [ "" Catherine "" ] is a small triangle of red , outlined by a continuous underdrawn brushstroke ... It is likely that the red is part of the contour of the missing figure of the Baptist "".",think,that
Ward believes the piece corresponds directly with the folds of John 's robes.,Ward believes the piece corresponds directly with the folds of John 's robes.,believe,none
"Writing in "" The Crying Face "" , Mosche Barasch explains that in van der Weyden 's time the gesture of averting or concealing the eyes became a "" pictorial formula for crying "".","Writing in "" The Crying Face "" , Mosche Barasch explains in van der Weyden 's time the gesture of averting or concealing the eyes became a "" pictorial formula for crying "".",explain,that
The increased production of devotional texts showed that noble women of the period routinely read texts such as a psalter or book of hours in the privacy of their homes.,The increased production of devotional texts showed noble women of the period routinely read texts such as a psalter or book of hours in the privacy of their homes.,show,that
"Art historian John Ward notes that the altarpiece was one of van der Weyden 's first masterpieces , created early in his career when he was still heavily influenced by Robert Campin.","Art historian John Ward notes the altarpiece was one of van der Weyden 's first masterpieces , created early in his career when he was still heavily influenced by Robert Campin.",note,that
"Campbell states that the transfer was "" Certainly after 1828 , probably after 1845 , and certainly before 1860 "" , the year it was acquired by the National Gallery.","Campbell states the transfer was "" Certainly after 1828 , probably after 1845 , and certainly before 1860 "" , the year it was acquired by the National Gallery.",state,that
"Campbell states that the transfer was "" Certainly after 1828 , probably after 1845 , and certainly before 1860 "" , the year it was acquired by the National Gallery.","Campbell states that the transfer was "" Certainly after 1828 , probably after 1845 , and certainly before 1860 "" , the year it was acquired by the National Gallery.",state,none
Artificial ultramarine @-@ coloured paint found in the transfer ground indicates that the change of panel took place after 1830.,Artificial ultramarine @-@ coloured paint found in the transfer ground indicates the change of panel took place after 1830.,indicate,that
"Jack Donaghy ( Alec Baldwin ) announces that Liz Lemon is the winner of the "" G.E. Followship Award "" , a prize awarded to the G.E. employee who best exemplifies a follower , which also includes $ 10 @,@ 000.","Jack Donaghy ( Alec Baldwin ) announces Liz Lemon is the winner of the "" G.E. Followship Award "" , a prize awarded to the G.E. employee who best exemplifies a follower , which also includes $ 10 @,@ 000.",announce,that
"Liz goes to Rosemary 's house , and once she realizes that Rosemary is crazy , she flees.","Liz goes to Rosemary 's house , and once she realizes Rosemary is crazy , she flees.",realize,that
"Jack promises to help Liz invest her prize money , and she swears that she will send Rosemary $ 400 a month for the rest of her life.","Jack promises to help Liz invest her prize money , and she swears she will send Rosemary $ 400 a month for the rest of her life.",swear,that
"Jack finds Tracy disobeying his order , but Tracy shouts that Jack is not his dad.","Jack finds Tracy disobeying his order , but Tracy shouts Jack is not his dad.",shout,that
"This comforts Tracy , and affirms that while he loves his family , they are crazy , and he needs to stay away from them.","This comforts Tracy , and affirms while he loves his family , they are crazy , and he needs to stay away from them.",affirm,that
"Tracy hugs Jack , and tells him that he is the only family he needs.","Tracy hugs Jack , and tells him he is the only family he needs.",tell,that
"Jenna accidentally burns Kenneth 's page jacket on a hot plate , and Kenneth worries that head page Donny Lawson ( Paul Scheer ) will punish him.","Jenna accidentally burns Kenneth 's page jacket on a hot plate , and Kenneth worries head page Donny Lawson ( Paul Scheer ) will punish him.",worry,that
"He forces Donny to give Kenneth a new jacket , but Donny swears to Jenna and Kenneth that he will get back at them.","He forces Donny to give Kenneth a new jacket , but Donny swears to Jenna and Kenneth he will get back at them.",swear,that
"Liz Lemon admits to being a huge fan of Star Wars , saying that she had watched it many times with Pete Hornberger , and dressed up as the Star Wars character Princess Leia during four recent Halloweens.","Liz Lemon admits to being a huge fan of Star Wars , saying she had watched it many times with Pete Hornberger , and dressed up as the Star Wars character Princess Leia during four recent Halloweens.",say,that
"Fey , a fan of Star Wars herself , said that the weekly Star Wars joke or reference "" started happening organically "" when the crew realized that they had a Star Wars reference "" in almost every show "".","Fey , a fan of Star Wars herself , said the weekly Star Wars joke or reference "" started happening organically "" when the crew realized that they had a Star Wars reference "" in almost every show "".",say,that
"Fey , a fan of Star Wars herself , said that the weekly Star Wars joke or reference "" started happening organically "" when the crew realized that they had a Star Wars reference "" in almost every show "".","Fey , a fan of Star Wars herself , said that the weekly Star Wars joke or reference "" started happening organically "" when the crew realized they had a Star Wars reference "" in almost every show "".",realize,that
"Fey said that from then on "" it became a thing where [ they ] tried to keep it going "" , and that even though they could not include one in every episode , they still had a "" pretty high batting average "".","Fey said from then on "" it became a thing where [ they ] tried to keep it going "" , and that even though they could not include one in every episode , they still had a "" pretty high batting average "".",say,that
""" Webb Mitovich praised Carrie Fisher 's guest appearance , but felt that Baldwin 's role @-@ playing during Morgan 's therapy session stole the show.",""" Webb Mitovich praised Carrie Fisher 's guest appearance , but felt Baldwin 's role @-@ playing during Morgan 's therapy session stole the show.",feel,that
"Bob Sassone of TV Squad felt that even though the plot was "" insane "" , the episode still managed "" to have a heart at its core "".","Bob Sassone of TV Squad felt even though the plot was "" insane "" , the episode still managed "" to have a heart at its core "".",feel,that
"Robert Canning of IGN felt that the episode has "" great storylines to great guest stars "" , making it "" one of the best the series has produced so far "".","Robert Canning of IGN felt the episode has "" great storylines to great guest stars "" , making it "" one of the best the series has produced so far "".",feel,that
"Entertainment Weekly put it on its end @-@ of @-@ the @-@ decade , "" best @-@ of "" list , saying , "" Between Carrie Fisher 's delightfully bonkers guest role and Jack Donaghy 's hijacking of Tracy Jordan 's therapy session , this 2007 episode was so wrong.","Entertainment Weekly put it on its end @-@ of @-@ the @-@ decade , "" best @-@ of "" list , saying , "" Between Carrie Fisher 's delightfully bonkers guest role and Jack Donaghy 's hijacking of Tracy Jordan 's therapy session , this 2007 episode was so wrong.",say,none
"He noted , "" At first I thought [ the job ] was kinda cool that I had a phone and a desk and a little cubicle to call my own , but after a while I felt like my soul had been sucked out of me.","He noted , "" At first I thought [ the job ] was kinda cool that I had a phone and a desk and a little cubicle to call my own , but after a while I felt like my soul had been sucked out of me.",note,none
"He noted , "" At first I thought [ the job ] was kinda cool that I had a phone and a desk and a little cubicle to call my own , but after a while I felt like my soul had been sucked out of me.","He noted , "" At first I thought [ the job ] was kinda cool that I had a phone and a desk and a little cubicle to call my own , but after a while I felt like my soul had been sucked out of me.",note,none
""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",tell,none
""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",tell,none
""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",tell,none
""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",""" The song features a line directly parodying the Talking Heads song "" Once In a Lifetime "" : "" Sometimes I tell myself , this is not my beautiful stapler / Sometimes I tell myself this is not my beautiful chair ! "" This mirrors a similar line in the Talking Heads song : "" You may tell yourself , this is not my beautiful house / You may tell yourself , this is not my beautiful wife "".",tell,none
"After "" Living in America "" became a hit , the record label insisted that Yankovic parody the song , to which Yankovic obliged.","After "" Living in America "" became a hit , the record label insisted Yankovic parody the song , to which Yankovic obliged.",insist,that
"Yankovic noted that "" it was a real thrill to do James Brown.","Yankovic noted "" it was a real thrill to do James Brown.",note,that
"A music video for the song was never made to the song because there was a strict budget for videos for the album , and Yankovic felt that the video would be one big joke and not really worth its own video.","A music video for the song was never made to the song because there was a strict budget for videos for the album , and Yankovic felt the video would be one big joke and not really worth its own video.",feel,that
