sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
Another version states that Shiva was pleased with Ravana for restoring Parvati 's composure and blessed him.,Another version states Shiva was pleased with Ravana for restoring Parvati 's composure and blessed him.,Another version,Shiva was pleased with Ravana for restoring Parvati 's composure and blessed him.,0,state,states,Another version states Shiva was pleased with Ravana,that,Another version states,Another version states Shiva was pleased with Ravana,51.2705307,15.34363651
"Even though both her hands are damaged , it is inferred that her left hand clasped Shiva 's right hand as a mark of holy alliance.","Even though both her hands are damaged , it is inferred her left hand clasped Shiva 's right hand as a mark of holy alliance.","Even though both her hands are damaged , it is",her left hand clasped Shiva 's right hand as a mark of holy alliance.,0,infer,inferred,"Even though both her hands are damaged , it is inferred her left hand clasped Shiva",that,"Even though both her hands are damaged , it is inferred","Even though both her hands are damaged , it is inferred her left hand clasped Shiva",50.40166762,14.57304859
"A 17th @-@ century record states that "" this cave [ has ] a beautiful gate with a porch of exquisitely wrought marble "" and two idols , one of goddess Vetal Candi and a head being in a large square seat.","A 17th @-@ century record states "" this cave [ has ] a beautiful gate with a porch of exquisitely wrought marble "" and two idols , one of goddess Vetal Candi and a head being in a large square seat.",A 17th @-@ century record,""" this cave [ has ] a beautiful gate with a porch of exquisitely wrought marble "" and two idols , one of goddess Vetal Candi and a head being in a large square seat.",0,state,states,"A 17th @-@ century record states "" this cave [ has",that,A 17th @-@ century record states,"A 17th @-@ century record states "" this cave [ has",56.07156849,16.29773712
"The group recorded a few songs together , although Townsend says that they never intended to go further than that.","The group recorded a few songs together , although Townsend says they never intended to go further than that.","The group recorded a few songs together , although Townsend",they never intended to go further than that.,0,say,says,"The group recorded a few songs together , although Townsend says they never intended to go",that,"The group recorded a few songs together , although Townsend says","The group recorded a few songs together , although Townsend says they never intended to go",20.34397951,5.290565968
""" People heard about it and thought we wanted to put out a CD , which is absolutely not true , "" he explains.",""" People heard about it and thought we wanted to put out a CD , which is absolutely not true , "" he explains.",""" People heard about it and","we wanted to put out a CD , which is absolutely not true , "" he explains.",0,think,thought,""" People heard about it and thought we wanted to put out",none,""" People heard about it and thought",""" People heard about it and thought we wanted to put out",26.16027871,4.66332078
"The diagnosis helped him understand where the two sides of his music were coming from ; he felt his disorder "" gave birth to the two extremes that are Strapping 's City record and Ocean Machine : Biomech.","The diagnosis helped him understand where the two sides of his music were coming from ; he felt his disorder "" gave birth to the two extremes that are Strapping 's City record and Ocean Machine : Biomech.",The diagnosis helped him,"the two sides of his music were coming from ; he felt his disorder "" gave birth to the two extremes that are Strapping 's City record and Ocean Machine : Biomech.",0,understand,understand,The diagnosis helped him understand where the two sides of his,other,The diagnosis helped him understand,The diagnosis helped him understand where the two sides of,25.52547908,4.981135368
""" After being discharged from the hospital , Townsend found that "" everything just clicked "" and he was able to write his third solo album , Infinity , which he described as "" the parent project "" of City and Ocean Machine : Biomech , with music influenced by Broadway.",""" After being discharged from the hospital , Townsend found "" everything just clicked "" and he was able to write his third solo album , Infinity , which he described as "" the parent project "" of City and Ocean Machine : Biomech , with music influenced by Broadway.",""" After being discharged from the hospital , Townsend",""" everything just clicked "" and he was able to write his third solo album , Infinity , which he described as "" the parent project "" of City and Ocean Machine : Biomech , with music influenced by Broadway.",0,find,found,""" After being discharged from the hospital , Townsend found "" everything just clicked """,that,""" After being discharged from the hospital , Townsend found",""" After being discharged from the hospital , Townsend found "" everything just clicked """,39.99467349,7.618965626
"He wanted to show that despite the highly varied nature of his projects , they are all simply aspects of his identity.","He wanted to show despite the highly varied nature of his projects , they are all simply aspects of his identity.",He wanted to,"despite the highly varied nature of his projects , they are all simply aspects of his identity.",0,show,show,He wanted to show despite the highly varied nature,that,He wanted to show,He wanted to show despite the highly varied nature,51.17591077,6.812628746
"Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to make a more personal and honest record.","Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to make a more personal and honest record.",,"he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to make a more personal and honest record.",0,feel,Feeling,"Feeling he had "" ostracized a",none,Feeling,"Feeling he had "" ostracized a",55.21245147,7.799795151
"Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to make a more personal and honest record.","Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to make a more personal and honest record.","Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend",he had the chance to make a more personal and honest record.,0,feel,felt,"Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to",none,"Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt","Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to",16.5492861,9.227555275
""" If the world 's about to blow up , "" said Townsend , "" let 's write the soundtrack for it.",""" If the world 's about to blow up , "" said Townsend , "" let 's write the soundtrack for it.",""" If the world 's about to blow up , ""","Townsend , "" let 's write the soundtrack for it.",0,say,said,""" If the world 's about to blow up , "" said Townsend , "" let 's",none,""" If the world 's about to blow up , "" said",""" If the world 's about to blow up , "" said Townsend , "" let 's",38.90355629,5.354345322
"Feeling that the band 's previous album did not live up to expectations , Townsend decided to take his music to a new extreme.","Feeling the band 's previous album did not live up to expectations , Townsend decided to take his music to a new extreme.",,"the band 's previous album did not live up to expectations , Townsend decided to take his music to a new extreme.",0,feel,Feeling,Feeling the band 's previous album,that,Feeling,Feeling the band 's previous album,45.96140265,7.799795151
""" I think that as an artist , in order for me to get to the next plateau , I kind of feel the need to explore things and sometimes that exploration leads you to places that are a little crazy , "" he explains.",""" I think as an artist , in order for me to get to the next plateau , I kind of feel the need to explore things and sometimes that exploration leads you to places that are a little crazy , "" he explains.",""" I","as an artist , in order for me to get to the next plateau , I kind of feel the need to explore things and sometimes that exploration leads you to places that are a little crazy , "" he explains.",0,think,think,""" I think as an artist , in",that,""" I think",""" I think as an artist , in",36.66839528,4.503089428
"Shortly after the album 's release , Townsend announced that he no longer planned to tour or make albums with Strapping Young Lad or the Devin Townsend Band.","Shortly after the album 's release , Townsend announced he no longer planned to tour or make albums with Strapping Young Lad or the Devin Townsend Band.","Shortly after the album 's release , Townsend",he no longer planned to tour or make albums with Strapping Young Lad or the Devin Townsend Band.,0,announce,announced,"Shortly after the album 's release , Townsend announced he no longer planned to",that,"Shortly after the album 's release , Townsend announced","Shortly after the album 's release , Townsend announced he no longer planned to",18.43795439,3.295523167
"He explained that he was "" burnt out on travelling , touring , and self promotion "" and wished to do production work , write albums , and spend time with his family without the stress of interviews or touring.","He explained he was "" burnt out on travelling , touring , and self promotion "" and wished to do production work , write albums , and spend time with his family without the stress of interviews or touring.",He,"he was "" burnt out on travelling , touring , and self promotion "" and wished to do production work , write albums , and spend time with his family without the stress of interviews or touring.",0,explain,explained,"He explained he was "" burnt out",that,He explained,"He explained he was "" burnt out",39.14157772,10.91567421
"Townsend found it "" disconcerting "" that he had difficulty writing music without drugs , and that he had trouble identifying his purpose as a musician.","Townsend found it "" disconcerting "" he had difficulty writing music without drugs , and that he had trouble identifying his purpose as a musician.",Townsend,"he had difficulty writing music without drugs , and that he had trouble identifying his purpose as a musician.",4,find,found,"Townsend found it "" disconcerting "" he had difficulty writing music",that,Townsend found,"Townsend found it "" disconcerting "" he had difficulty writing music",74.01785134,10.71972942
"This began a period of "" self discovery "" where he learned "" how to create without drugs "".","This began a period of "" self discovery "" where he learned "" how to create without drugs "".","This began a period of "" self discovery "" where he",""" how to create without drugs "".",0,learn,learned,"This began a period of "" self discovery "" where he learned "" how to create without",none,"This began a period of "" self discovery "" where he learned","This began a period of "" self discovery "" where he learned "" how to create without",28.15201268,6.083219528
"Over two years , Townsend wrote over 60 songs , and found that they fit into "" four distinct styles "".","Over two years , Townsend wrote over 60 songs , and found they fit into "" four distinct styles "".","Over two years , Townsend wrote over 60 songs , and","they fit into "" four distinct styles "".",0,find,found,"Over two years , Townsend wrote over 60 songs , and found they fit into "" four",that,"Over two years , Townsend wrote over 60 songs , and found","Over two years , Townsend wrote over 60 songs , and found they fit into "" four",39.70127344,9.081362724
"Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and says ' he wants to do it ' "".","Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and says ' he wants to do it ' "".","Working with many projects simultaneously at that time , Townsend","in 2012 the Obviouser project is vying for pole position until "" he wakes up and says ' he wants to do it ' "".",0,state,stated,"Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project",none,"Working with many projects simultaneously at that time , Townsend stated","Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project",65.33737683,9.365915298
"Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and says ' he wants to do it ' "".","Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and says ' he wants to do it ' "".","Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and","' he wants to do it ' "".",0,say,says,"Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and says ' he wants to do",none,"Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and says","Working with many projects simultaneously at that time , Townsend stated in 2012 the Obviouser project is vying for pole position until "" he wakes up and says ' he wants to do",24.48243595,6.29296875
"Originally in 2012 , Townsend stated that this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed that Casualties of Cool is its own project.","Originally in 2012 , Townsend stated this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed that Casualties of Cool is its own project.","Originally in 2012 , Townsend","this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed that Casualties of Cool is its own project.",0,state,stated,"Originally in 2012 , Townsend stated this album will be the",that,"Originally in 2012 , Townsend stated","Originally in 2012 , Townsend stated this album will be the",29.59572446,10.00539589
"Originally in 2012 , Townsend stated that this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed that Casualties of Cool is its own project.","Originally in 2012 , Townsend stated that this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed Casualties of Cool is its own project.","Originally in 2012 , Townsend stated that this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately",Casualties of Cool is its own project.,0,confirm,confirmed,"Originally in 2012 , Townsend stated that this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed Casualties of Cool is its",that,"Originally in 2012 , Townsend stated that this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed","Originally in 2012 , Townsend stated that this album will be the sixth and the last album in the Devin Townsend Project series , but he ultimately confirmed Casualties of Cool is its",59.47702694,6.856637478
"Originally in 2012 , he teased he "" may have just written the heaviest thing he 's ever done "" for the album , and told there might a surprising lack of Ziltoid himself appearing on the album.","Originally in 2012 , he teased he "" may have just written the heaviest thing he 's ever done "" for the album , and told there might a surprising lack of Ziltoid himself appearing on the album.","Originally in 2012 , he teased he "" may have just written the heaviest thing he 's ever done "" for the album , and",there might a surprising lack of Ziltoid himself appearing on the album.,0,tell,told,"Originally in 2012 , he teased he "" may have just written the heaviest thing he 's ever done "" for the album , and told there might a surprising lack",none,"Originally in 2012 , he teased he "" may have just written the heaviest thing he 's ever done "" for the album , and told","Originally in 2012 , he teased he "" may have just written the heaviest thing he 's ever done "" for the album , and told there might a surprising lack",52.06080151,8.460983753
"Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing , stating "" it takes a lot of effort "" to keep the content with tongue @-@ in @-@ cheek humour entertaining.","Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing , stating "" it takes a lot of effort "" to keep the content with tongue @-@ in @-@ cheek humour entertaining.",Later Townsend,"he has found the project hard to schedule and work with amidst touring and writing , stating "" it takes a lot of effort "" to keep the content with tongue @-@ in @-@ cheek humour entertaining.",0,state,stated,Later Townsend stated he has found the project,none,Later Townsend stated,Later Townsend stated he has found the project,30.96295953,9.958919525
"Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing , stating "" it takes a lot of effort "" to keep the content with tongue @-@ in @-@ cheek humour entertaining.","Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing , stating "" it takes a lot of effort "" to keep the content with tongue @-@ in @-@ cheek humour entertaining.","Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing ,",""" it takes a lot of effort "" to keep the content with tongue @-@ in @-@ cheek humour entertaining.",0,state,stating,"Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing , stating "" it takes a lot",none,"Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing , stating","Later Townsend stated he has found the project hard to schedule and work with amidst touring and writing , stating "" it takes a lot",19.54461718,8.555324554
"After writing ideas for over 70 songs , Townsend stated he is finally going to finish the whole project , followed by the announcement the album will be released on October 27 , 2014.","After writing ideas for over 70 songs , Townsend stated he is finally going to finish the whole project , followed by the announcement the album will be released on October 27 , 2014.","After writing ideas for over 70 songs , Townsend","he is finally going to finish the whole project , followed by the announcement the album will be released on October 27 , 2014.",0,state,stated,"After writing ideas for over 70 songs , Townsend stated he is finally going to",none,"After writing ideas for over 70 songs , Townsend stated","After writing ideas for over 70 songs , Townsend stated he is finally going to",21.4370154,11.21911335
"After finishing the album , Townsend stated the project was "" punishing "" and an "" absolute nightmare to complete "" due to amount of material against tight schedules.","After finishing the album , Townsend stated the project was "" punishing "" and an "" absolute nightmare to complete "" due to amount of material against tight schedules.","After finishing the album , Townsend","the project was "" punishing "" and an "" absolute nightmare to complete "" due to amount of material against tight schedules.",0,state,stated,"After finishing the album , Townsend stated the project was "" punishing",none,"After finishing the album , Townsend stated","After finishing the album , Townsend stated the project was "" punishing",41.06191385,8.365312099
"He also described the hardship of the project by telling "" if he was ever going to start drinking [ again ] , the last months would have been it "" , but now "" he 's starting to get excited again "".","He also described the hardship of the project by telling "" if he was ever going to start drinking [ again ] , the last months would have been it "" , but now "" he 's starting to get excited again "".",He also described the hardship of the project by,""" if he was ever going to start drinking [ again ] , the last months would have been it "" , but now "" he 's starting to get excited again "".",0,tell,telling,"He also described the hardship of the project by telling "" if he was ever",none,He also described the hardship of the project by telling,"He also described the hardship of the project by telling "" if he was ever",44.2303195,5.619193077
"Later , "" after the chaos of finishing it had subsided "" , Townsend stated he is really satisfied with the result.","Later , "" after the chaos of finishing it had subsided "" , Townsend stated he is really satisfied with the result.","Later , "" after the chaos of finishing it had subsided "" , Townsend",he is really satisfied with the result.,0,state,stated,"Later , "" after the chaos of finishing it had subsided "" , Townsend stated he is really satisfied with",none,"Later , "" after the chaos of finishing it had subsided "" , Townsend stated","Later , "" after the chaos of finishing it had subsided "" , Townsend stated he is really satisfied with",28.87385818,6.774499893
Devin mentioned he is against the project being contrived due to the current hard rock undertones in popular music.,Devin mentioned he is against the project being contrived due to the current hard rock undertones in popular music.,Devin,he is against the project being contrived due to the current hard rock undertones in popular music.,0,mention,mentioned,Devin mentioned he is against the project,none,Devin mentioned,Devin mentioned he is against the project,33.58125687,17.13608932
"On December 11 , 2015 Townsend announced via Twitter that he was recording vocals for a song by Steve Vai.","On December 11 , 2015 Townsend announced via Twitter he was recording vocals for a song by Steve Vai.","On December 11 , 2015 Townsend",he was recording vocals for a song by Steve Vai.,2,announce,announced,"On December 11 , 2015 Townsend announced via Twitter he was recording vocals for",that,"On December 11 , 2015 Townsend announced","On December 11 , 2015 Townsend announced via Twitter he was recording vocals for",39.17789313,4.938695669
"He has expressed that he has no taste for shred guitar , saying that "" Musically it doesn 't do anything for me "" and that he only solos when he thinks that he can within the context of the song.","He has expressed that he has no taste for shred guitar , saying "" Musically it doesn 't do anything for me "" and that he only solos when he thinks that he can within the context of the song.","He has expressed that he has no taste for shred guitar ,",""" Musically it doesn 't do anything for me "" and that he only solos when he thinks that he can within the context of the song.",0,say,saying,"He has expressed that he has no taste for shred guitar , saying "" Musically it doesn 't",that,"He has expressed that he has no taste for shred guitar , saying","He has expressed that he has no taste for shred guitar , saying "" Musically it doesn 't",48.78686401,8.101348877
"He has expressed that he has no taste for shred guitar , saying that "" Musically it doesn 't do anything for me "" and that he only solos when he thinks that he can within the context of the song.","He has expressed that he has no taste for shred guitar , saying that "" Musically it doesn 't do anything for me "" and that he only solos when he thinks he can within the context of the song.","He has expressed that he has no taste for shred guitar , saying that "" Musically it doesn 't do anything for me "" and that he only solos when he",he can within the context of the song.,0,think,thinks,"He has expressed that he has no taste for shred guitar , saying that "" Musically it doesn 't do anything for me "" and that he only solos when he thinks he can within the context",that,"He has expressed that he has no taste for shred guitar , saying that "" Musically it doesn 't do anything for me "" and that he only solos when he thinks","He has expressed that he has no taste for shred guitar , saying that "" Musically it doesn 't do anything for me "" and that he only solos when he thinks he can within the context",30.20759404,5.994452715
"Shortly after the destruction of the synagogue , the Catholic archbishop of Zagreb Aloysius Stepinac delivered a homily in which he said : "" A house of God of any faith is a holy thing , and whoever harms it will pay with their lives.","Shortly after the destruction of the synagogue , the Catholic archbishop of Zagreb Aloysius Stepinac delivered a homily in which he said : "" A house of God of any faith is a holy thing , and whoever harms it will pay with their lives.","Shortly after the destruction of the synagogue , the Catholic archbishop of Zagreb Aloysius Stepinac delivered a homily in which he",": "" A house of God of any faith is a holy thing , and whoever harms it will pay with their lives.",0,say,said,"Shortly after the destruction of the synagogue , the Catholic archbishop of Zagreb Aloysius Stepinac delivered a homily in which he said : "" A house of",none,"Shortly after the destruction of the synagogue , the Catholic archbishop of Zagreb Aloysius Stepinac delivered a homily in which he said","Shortly after the destruction of the synagogue , the Catholic archbishop of Zagreb Aloysius Stepinac delivered a homily in which he said : "" A house of",24.74289539,4.339624882
"In 1994 President of Croatia Franjo Tuđman said to Jakov Bienenfeld , Council member of the Zagreb Jewish community , that they should build the new synagogue at the site of the former synagogue , which will be funded by the Croatian government.","In 1994 President of Croatia Franjo Tuđman said to Jakov Bienenfeld , Council member of the Zagreb Jewish community , that they should build the new synagogue at the site of the former synagogue , which will be funded by the Croatian government.",In 1994 President of Croatia Franjo Tuđman,"to Jakov Bienenfeld , Council member of the Zagreb Jewish community , that they should build the new synagogue at the site of the former synagogue , which will be funded by the Croatian government.",0,say,said,"In 1994 President of Croatia Franjo Tuđman said to Jakov Bienenfeld , Council",none,In 1994 President of Croatia Franjo Tuđman said,"In 1994 President of Croatia Franjo Tuđman said to Jakov Bienenfeld , Council",80.3508389,7.233056068
"Reports of similar wind shifts throughout the region suggested that the gale persisted , stationary , for several hours.","Reports of similar wind shifts throughout the region suggested the gale persisted , stationary , for several hours.",Reports of similar wind shifts throughout the region,"the gale persisted , stationary , for several hours.",0,suggest,suggested,"Reports of similar wind shifts throughout the region suggested the gale persisted , stationary",that,Reports of similar wind shifts throughout the region suggested,"Reports of similar wind shifts throughout the region suggested the gale persisted , stationary",69.23249888,9.46200645
Political activists have criticised FITs and said that they feel the aim of FIT deployment during protests is to prevent legal protests.,Political activists have criticised FITs and said they feel the aim of FIT deployment during protests is to prevent legal protests.,Political activists have criticised FITs and,they feel the aim of FIT deployment during protests is to prevent legal protests.,0,say,said,Political activists have criticised FITs and said they feel the aim of,that,Political activists have criticised FITs and said,Political activists have criticised FITs and said they feel the aim of,25.28263867,7.926515102
Political activists have criticised FITs and said that they feel the aim of FIT deployment during protests is to prevent legal protests.,Political activists have criticised FITs and said that they feel the aim of FIT deployment during protests is to prevent legal protests.,Political activists have criticised FITs and said that they,the aim of FIT deployment during protests is to prevent legal protests.,0,feel,feel,Political activists have criticised FITs and said that they feel the aim of FIT deployment,none,Political activists have criticised FITs and said that they feel,Political activists have criticised FITs and said that they feel the aim of FIT deployment,33.20449638,8.919095039
Journalists have also complained that FITs attempt to stop them photographing protests and that they conduct surveillance of journalists.,Journalists have also complained FITs attempt to stop them photographing protests and that they conduct surveillance of journalists.,Journalists have also,FITs attempt to stop them photographing protests and that they conduct surveillance of journalists.,0,complain,complained,Journalists have also complained FITs attempt to stop them,that,Journalists have also complained,Journalists have also complained FITs attempt to stop them,51.80433925,5.694995403
"In June 2010 , the Home Office announced it would review the use of FITs during public order policing.","In June 2010 , the Home Office announced it would review the use of FITs during public order policing.","In June 2010 , the Home Office",it would review the use of FITs during public order policing.,0,announce,announced,"In June 2010 , the Home Office announced it would review the use",none,"In June 2010 , the Home Office announced","In June 2010 , the Home Office announced it would review the use",16.65051177,2.378342956
"Linda Catt , an activist , has suggested that their tactics are "" designed to intimidate people and prevent lawful dissent "".","Linda Catt , an activist , has suggested their tactics are "" designed to intimidate people and prevent lawful dissent "".","Linda Catt , an activist , has","their tactics are "" designed to intimidate people and prevent lawful dissent "".",0,suggest,suggested,"Linda Catt , an activist , has suggested their tactics are "" designed",that,"Linda Catt , an activist , has suggested","Linda Catt , an activist , has suggested their tactics are "" designed",45.14129448,8.416141987
"In June 2010 , the Home Office announced it would review the use of FITs during public order policing.","In June 2010 , the Home Office announced it would review the use of FITs during public order policing.","In June 2010 , the Home Office",it would review the use of FITs during public order policing.,0,announce,announced,"In June 2010 , the Home Office announced it would review the use",none,"In June 2010 , the Home Office announced","In June 2010 , the Home Office announced it would review the use",16.65051177,2.378342956
"In October 2010 , FIT officers in plain clothes were spotted by a press photographer at a protest against companies avoiding tax , despite Commander Bob Broadhurst telling a parliamentary committee in May 2009 , that only uniformed officers distinguishable by their blue and yellow jackets were involved in gathering intelligence at protests.","In October 2010 , FIT officers in plain clothes were spotted by a press photographer at a protest against companies avoiding tax , despite Commander Bob Broadhurst telling a parliamentary committee in May 2009 , that only uniformed officers distinguishable by their blue and yellow jackets were involved in gathering intelligence at protests.","In October 2010 , FIT officers in plain clothes were spotted by a press photographer at a protest against companies avoiding tax , despite Commander Bob Broadhurst","a parliamentary committee in May 2009 , that only uniformed officers distinguishable by their blue and yellow jackets were involved in gathering intelligence at protests.",0,tell,telling,"In October 2010 , FIT officers in plain clothes were spotted by a press photographer at a protest against companies avoiding tax , despite Commander Bob Broadhurst telling a parliamentary committee in May",none,"In October 2010 , FIT officers in plain clothes were spotted by a press photographer at a protest against companies avoiding tax , despite Commander Bob Broadhurst telling","In October 2010 , FIT officers in plain clothes were spotted by a press photographer at a protest against companies avoiding tax , despite Commander Bob Broadhurst telling a parliamentary committee in May",18.28729463,5.999063969
"The Metropolitan Police told The Guardian that it was necessary to deploy plain @-@ clothed officers to "" gather information to provide us with a relevant and up @-@ to @-@ date intelligence picture of what to expect "".","The Metropolitan Police told The Guardian it was necessary to deploy plain @-@ clothed officers to "" gather information to provide us with a relevant and up @-@ to @-@ date intelligence picture of what to expect "".",The Metropolitan Police,"it was necessary to deploy plain @-@ clothed officers to "" gather information to provide us with a relevant and up @-@ to @-@ date intelligence picture of what to expect "".",2,tell,told,The Metropolitan Police told The Guardian it was necessary to deploy,that,The Metropolitan Police told,The Metropolitan Police told The Guardian it was necessary to deploy,33.77822854,8.733255386
Wood argued that police had harassed him and infringed his right to privacy by photographing him.,Wood argued police had harassed him and infringed his right to privacy by photographing him.,Wood,police had harassed him and infringed his right to privacy by photographing him.,0,argue,argued,Wood argued police had harassed him and,that,Wood argued,Wood argued police had harassed him and,32.83064783,16.65493774
"Lord Collins of Mapesbury said that the police presence had a "" chilling effect "" on people who were protesting lawfully.","Lord Collins of Mapesbury said the police presence had a "" chilling effect "" on people who were protesting lawfully.",Lord Collins of Mapesbury,"the police presence had a "" chilling effect "" on people who were protesting lawfully.",0,say,said,Lord Collins of Mapesbury said the police presence had a,that,Lord Collins of Mapesbury said,Lord Collins of Mapesbury said the police presence had a,31.21251822,4.425849438
"In a report about the policing of the 2009 G @-@ 20 London summit protests , Denis O 'Connor , the chief inspector of constabulary , stated that the routine use of FITs at protests "" raises fundamental privacy issues and should be reviewed "".","In a report about the policing of the 2009 G @-@ 20 London summit protests , Denis O 'Connor , the chief inspector of constabulary , stated the routine use of FITs at protests "" raises fundamental privacy issues and should be reviewed "".","In a report about the policing of the 2009 G @-@ 20 London summit protests , Denis O 'Connor , the chief inspector of constabulary ,","the routine use of FITs at protests "" raises fundamental privacy issues and should be reviewed "".",0,state,stated,"In a report about the policing of the 2009 G @-@ 20 London summit protests , Denis O 'Connor , the chief inspector of constabulary , stated the routine use of FITs",that,"In a report about the policing of the 2009 G @-@ 20 London summit protests , Denis O 'Connor , the chief inspector of constabulary , stated","In a report about the policing of the 2009 G @-@ 20 London summit protests , Denis O 'Connor , the chief inspector of constabulary , stated the routine use of FITs",44.91680629,6.035344929
"He also said that there was "" confusion "" over the role of FITs and advised that the Home Office should issue guidance over the legality of the surveillance of protesters and the retention of images.","He also said there was "" confusion "" over the role of FITs and advised that the Home Office should issue guidance over the legality of the surveillance of protesters and the retention of images.",He also,"there was "" confusion "" over the role of FITs and advised that the Home Office should issue guidance over the legality of the surveillance of protesters and the retention of images.",0,say,said,"He also said there was "" confusion """,that,He also said,"He also said there was "" confusion """,37.62858474,2.993800402
People are listed by name allowing police to determine which events individuals have attended.,People are listed by name allowing police to determine which events individuals have attended.,People are listed by name allowing police to,which events individuals have attended.,0,determine,determine,People are listed by name allowing police to determine which events individuals have attended,none,People are listed by name allowing police to determine,People are listed by name allowing police to determine which events individuals have attended.,37.24303317,6.666350096
"A 2006 report , The Economics of Mass Surveillance calculated that the use of FITs at mass gatherings involves gathering intelligence on roughly 1 @,@ 200 people to record the actions of one person.","A 2006 report , The Economics of Mass Surveillance calculated the use of FITs at mass gatherings involves gathering intelligence on roughly 1 @,@ 200 people to record the actions of one person.","A 2006 report , The Economics of Mass Surveillance","the use of FITs at mass gatherings involves gathering intelligence on roughly 1 @,@ 200 people to record the actions of one person.",0,calculate,calculated,"A 2006 report , The Economics of Mass Surveillance calculated the use of FITs at",that,"A 2006 report , The Economics of Mass Surveillance calculated","A 2006 report , The Economics of Mass Surveillance calculated the use of FITs at",41.1982266,16.88167953
"The report also noted that most of the people on "" spotter cards "" , used by the police photographers , were those involved in the organisation of protests and that FITs also attend meetings where demonstrations are organised.","The report also noted most of the people on "" spotter cards "" , used by the police photographers , were those involved in the organisation of protests and that FITs also attend meetings where demonstrations are organised.",The report also,"most of the people on "" spotter cards "" , used by the police photographers , were those involved in the organisation of protests and that FITs also attend meetings where demonstrations are organised.",0,note,noted,The report also noted most of the people on,that,The report also noted,The report also noted most of the people on,29.69599089,4.538095474
"The journalist George Monbiot commented on this case , saying that "" the police are turning activism into a crime "" and that "" the FITs ' methods appear to have been lifted from a Stasi training manual "".","The journalist George Monbiot commented on this case , saying "" the police are turning activism into a crime "" and that "" the FITs ' methods appear to have been lifted from a Stasi training manual "".","The journalist George Monbiot commented on this case ,",""" the police are turning activism into a crime "" and that "" the FITs ' methods appear to have been lifted from a Stasi training manual "".",0,say,saying,"The journalist George Monbiot commented on this case , saying "" the police are turning",that,"The journalist George Monbiot commented on this case , saying","The journalist George Monbiot commented on this case , saying "" the police are turning",30.64067078,2.649563074
"He claimed that "" anybody who is politically active is filmed , identified , monitored , logged , and cross @-@ checked "".","He claimed "" anybody who is politically active is filmed , identified , monitored , logged , and cross @-@ checked "".",He,""" anybody who is politically active is filmed , identified , monitored , logged , and cross @-@ checked "".",0,claim,claimed,"He claimed "" anybody who is politically",that,He claimed,"He claimed "" anybody who is politically",45.11863852,9.167614937
