sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
""" On February 15 , 2008 , Activision announced that Guitar Hero : Aerosmith would be released on June 29 , 2008.",""" On February 15 , 2008 , Activision announced Guitar Hero : Aerosmith would be released on June 29 , 2008.",0,announce,announced,that,""" On February 15 , 2008 , Activision",""" On February 15 , 2008 , Activision announced",""" On February 15 , 2008 , Activision announced Guitar Hero : Aerosmith would",43.13285547,5.449354887
The game also incorporates the use of a Guitar Hero controller on ten specially arranged tracks ; Bright has suggested that future Guitar Hero games after Guitar Hero 5 may include the use of the turntable control.,The game also incorporates the use of a Guitar Hero controller on ten specially arranged tracks ; Bright has suggested future Guitar Hero games after Guitar Hero 5 may include the use of the turntable control.,0,suggest,suggested,that,The game also incorporates the use of a Guitar Hero controller on ten specially arranged tracks ; Bright has,The game also incorporates the use of a Guitar Hero controller on ten specially arranged tracks ; Bright has suggested,The game also incorporates the use of a Guitar Hero controller on ten specially arranged tracks ; Bright has suggested future Guitar Hero games after,34.44354831,9.791745186
"The arcade game has come under some scrutiny by the American Society of Composers , Authors and Publishers ( ASCAP ) , who believe the use of the game in arcades is equivalent to "" public performances "" and seek additional fees to be paid by operators of the game.","The arcade game has come under some scrutiny by the American Society of Composers , Authors and Publishers ( ASCAP ) , who believe the use of the game in arcades is equivalent to "" public performances "" and seek additional fees to be paid by operators of the game.",0,believe,believe,none,"The arcade game has come under some scrutiny by the American Society of Composers , Authors and Publishers ( ASCAP ) , who","The arcade game has come under some scrutiny by the American Society of Composers , Authors and Publishers ( ASCAP ) , who believe","The arcade game has come under some scrutiny by the American Society of Composers , Authors and Publishers ( ASCAP ) , who believe the use of the game",17.44174396,7.020811081
"Dave Mustaine , frontman for Megadeth , stated he had been in talks with Activision and Neversoft for a Guitar Hero @-@ related product.","Dave Mustaine , frontman for Megadeth , stated he had been in talks with Activision and Neversoft for a Guitar Hero @-@ related product.",0,state,stated,none,"Dave Mustaine , frontman for Megadeth ,","Dave Mustaine , frontman for Megadeth , stated","Dave Mustaine , frontman for Megadeth , stated he had been in talks",19.42402494,9.59624958
"It was later revealed that Dave Mustaine was working with Activision for music in Guitar Hero : Warriors of Rock , including an original track ( "" Sudden Death "" ) recorded specifically for the game.","It was later revealed Dave Mustaine was working with Activision for music in Guitar Hero : Warriors of Rock , including an original track ( "" Sudden Death "" ) recorded specifically for the game.",0,reveal,revealed,that,It was later,It was later revealed,It was later revealed Dave Mustaine was working with,34.18347706,1.209185481
"In the earlier entries of the series ( up until Guitar Hero : Aerosmith ) , activating Star Power meant that players could not accrue more Star Power until the Star Power meter was fully drained and the effect ended.","In the earlier entries of the series ( up until Guitar Hero : Aerosmith ) , activating Star Power meant players could not accrue more Star Power until the Star Power meter was fully drained and the effect ended.",0,mean,meant,that,"In the earlier entries of the series ( up until Guitar Hero : Aerosmith ) , activating Star Power","In the earlier entries of the series ( up until Guitar Hero : Aerosmith ) , activating Star Power meant","In the earlier entries of the series ( up until Guitar Hero : Aerosmith ) , activating Star Power meant players could not accrue more",37.0620265,10.5257206
Activision has also stated that they are considering a monthly subscription service to deliver downloadable content to user for future games.,Activision has also stated they are considering a monthly subscription service to deliver downloadable content to user for future games.,0,state,stated,that,Activision has also,Activision has also stated,Activision has also stated they are considering a monthly,27.5872643,6.591136932
"Dusty Welch of RedOctane stated , "" Where there ’ s music , there ’ s Guitar Hero , and with iTunes , we are able to provide fans with a central location for downloading their favorite rock anthems.","Dusty Welch of RedOctane stated , "" Where there ’ s music , there ’ s Guitar Hero , and with iTunes , we are able to provide fans with a central location for downloading their favorite rock anthems.",0,state,stated,none,Dusty Welch of RedOctane,Dusty Welch of RedOctane stated,"Dusty Welch of RedOctane stated , "" Where there ’",60.31584117,9.711761117
""" Following the merger of Activision and Blizzard , the new company announced that it planned on creating an alternative to iTunes based on the Guitar Hero brand that would allow for downloading songs and their associated note tracks for the Guitar Hero games.",""" Following the merger of Activision and Blizzard , the new company announced it planned on creating an alternative to iTunes based on the Guitar Hero brand that would allow for downloading songs and their associated note tracks for the Guitar Hero games.",0,announce,announced,that,""" Following the merger of Activision and Blizzard , the new company",""" Following the merger of Activision and Blizzard , the new company announced",""" Following the merger of Activision and Blizzard , the new company announced it planned on creating an",28.08529639,4.988899231
"Entertainment Weekly put it on its end @-@ of @-@ the @-@ decade , "" best @-@ of "" list , saying , "" An addictive videogame provides the illusion of musical mastery for even the least gifted :.","Entertainment Weekly put it on its end @-@ of @-@ the @-@ decade , "" best @-@ of "" list , saying , "" An addictive videogame provides the illusion of musical mastery for even the least gifted :.",0,say,saying,none,"Entertainment Weekly put it on its end @-@ of @-@ the @-@ decade , "" best @-@ of "" list ,","Entertainment Weekly put it on its end @-@ of @-@ the @-@ decade , "" best @-@ of "" list , saying","Entertainment Weekly put it on its end @-@ of @-@ the @-@ decade , "" best @-@ of "" list , saying , "" An addictive videogame",44.72309997,7.027284145
"Kai Huang , of RedOctane , states that they are "" working on that with Sony right now – looking at how we can get all the PlayStation 2 guitars that are out there , and all the owners of them , to use them on the PlayStation 3.","Kai Huang , of RedOctane , states they are "" working on that with Sony right now – looking at how we can get all the PlayStation 2 guitars that are out there , and all the owners of them , to use them on the PlayStation 3.",0,state,states,that,"Kai Huang , of RedOctane ,","Kai Huang , of RedOctane , states","Kai Huang , of RedOctane , states they are "" working on",29.78922212,9.367820621
"Gibson Guitar Corporation , whose guitar likenesses have appeared in the Guitar Hero series from the first game to Guitar Hero Aerosmith , informed Activision on January 7 , 2008 , that it believed the games infringe its U.S. Patent 5 @,@ 990 @,@ 405.","Gibson Guitar Corporation , whose guitar likenesses have appeared in the Guitar Hero series from the first game to Guitar Hero Aerosmith , informed Activision on January 7 , 2008 , that it believed the games infringe its U.S. Patent 5 @,@ 990 @,@ 405.",0,believe,believed,none,"Gibson Guitar Corporation , whose guitar likenesses have appeared in the Guitar Hero series from the first game to Guitar Hero Aerosmith , informed Activision on January 7 , 2008 , that it","Gibson Guitar Corporation , whose guitar likenesses have appeared in the Guitar Hero series from the first game to Guitar Hero Aerosmith , informed Activision on January 7 , 2008 , that it believed","Gibson Guitar Corporation , whose guitar likenesses have appeared in the Guitar Hero series from the first game to Guitar Hero Aerosmith , informed Activision on January 7 , 2008 , that it believed the games infringe its U.S.",42.6840774,10.82787991
Gibson claimed that this covers technology that simulates a concert performance via pre @-@ recorded audio and a musical instrument.,Gibson claimed this covers technology that simulates a concert performance via pre @-@ recorded audio and a musical instrument.,0,claim,claimed,that,Gibson,Gibson claimed,Gibson claimed this covers technology that simulates,53.79748232,11.58473778
"In response , Activision filed a suit seeking a declaration that it was not in violation of the Gibson patent ; Activision also asserted that Gibson had given an implied license by waiting to assert the patent and that the patent was invalid.","In response , Activision filed a suit seeking a declaration that it was not in violation of the Gibson patent ; Activision also asserted Gibson had given an implied license by waiting to assert the patent and that the patent was invalid.",0,assert,asserted,that,"In response , Activision filed a suit seeking a declaration that it was not in violation of the Gibson patent ; Activision also","In response , Activision filed a suit seeking a declaration that it was not in violation of the Gibson patent ; Activision also asserted","In response , Activision filed a suit seeking a declaration that it was not in violation of the Gibson patent ; Activision also asserted Gibson had given an implied",39.74805808,4.894458294
"Subsequently , on March 21 , 2008 , Gibson also filed a lawsuit against EA , MTV , and Harmonix over their game Rock Band also for violation of its patent , to which a Harmonix spokesperson stated that Gibson 's claims are "" completely without merit "".","Subsequently , on March 21 , 2008 , Gibson also filed a lawsuit against EA , MTV , and Harmonix over their game Rock Band also for violation of its patent , to which a Harmonix spokesperson stated Gibson 's claims are "" completely without merit "".",0,state,stated,that,"Subsequently , on March 21 , 2008 , Gibson also filed a lawsuit against EA , MTV , and Harmonix over their game Rock Band also for violation of its patent , to which a Harmonix spokesperson","Subsequently , on March 21 , 2008 , Gibson also filed a lawsuit against EA , MTV , and Harmonix over their game Rock Band also for violation of its patent , to which a Harmonix spokesperson stated","Subsequently , on March 21 , 2008 , Gibson also filed a lawsuit against EA , MTV , and Harmonix over their game Rock Band also for violation of its patent , to which a Harmonix spokesperson stated Gibson 's claims are """,34.6391964,4.961249828
"Activision lawyer Mary Tuck stated in their legal filings that they believe that Gibson initiated the lawsuit due to the fact that "" Activision was not [ interested ] in renewing the License and Marketing Support Agreement "" with Gibson Guitars.","Activision lawyer Mary Tuck stated in their legal filings that they believe Gibson initiated the lawsuit due to the fact that "" Activision was not [ interested ] in renewing the License and Marketing Support Agreement "" with Gibson Guitars.",0,believe,believe,that,Activision lawyer Mary Tuck stated in their legal filings that they,Activision lawyer Mary Tuck stated in their legal filings that they believe,Activision lawyer Mary Tuck stated in their legal filings that they believe Gibson initiated the lawsuit due,41.59345239,5.384041309
"In February 2009 , the United States District Court for the Central District of California ruled against Gibson in their case against Activision , stating that the controllers are not musical instruments but "" toys that represent other items "" , and that Gibson 's patent only covers instruments that send out analog signals.","In February 2009 , the United States District Court for the Central District of California ruled against Gibson in their case against Activision , stating the controllers are not musical instruments but "" toys that represent other items "" , and that Gibson 's patent only covers instruments that send out analog signals.",0,state,stating,that,"In February 2009 , the United States District Court for the Central District of California ruled against Gibson in their case against Activision ,","In February 2009 , the United States District Court for the Central District of California ruled against Gibson in their case against Activision , stating","In February 2009 , the United States District Court for the Central District of California ruled against Gibson in their case against Activision , stating the controllers are not musical",40.29372311,5.6959548
"In February 2010 , Activision was sued by the Patent Compliance Group ( PCG ) for releasing Guitar Hero products with false patent claims , with the PCG asserting that games like Guitar Hero 5 and Band Hero were marked with up to 10 patents that are not used within the games along with several other improper patent pending claims.","In February 2010 , Activision was sued by the Patent Compliance Group ( PCG ) for releasing Guitar Hero products with false patent claims , with the PCG asserting games like Guitar Hero 5 and Band Hero were marked with up to 10 patents that are not used within the games along with several other improper patent pending claims.",0,assert,asserting,that,"In February 2010 , Activision was sued by the Patent Compliance Group ( PCG ) for releasing Guitar Hero products with false patent claims , with the PCG","In February 2010 , Activision was sued by the Patent Compliance Group ( PCG ) for releasing Guitar Hero products with false patent claims , with the PCG asserting","In February 2010 , Activision was sued by the Patent Compliance Group ( PCG ) for releasing Guitar Hero products with false patent claims , with the PCG asserting games like Guitar Hero 5",24.45295968,5.398872031
"PCG claims that "" Acts of false marketing deter innovation and stifle competition in the marketplace.","PCG claims "" Acts of false marketing deter innovation and stifle competition in the marketplace.",0,claim,claims,that,PCG,PCG claims,"PCG claims "" Acts of false marketing",60.20914483,12.49169111
"Many critics believed that the number of releases of Guitar Hero games was "" milking "" the brand name and oversaturating the market.","Many critics believed the number of releases of Guitar Hero games was "" milking "" the brand name and oversaturating the market.",0,believe,believed,that,Many critics,Many critics believed,Many critics believed the number of releases of,29.85160013,10.22209263
PaRappa the Rapper creator Masaya Matsuura stated that the video game market was growing stale and needed to move beyond games that simply challenge the player to mimic the playing of licensed music.,PaRappa the Rapper creator Masaya Matsuura stated the video game market was growing stale and needed to move beyond games that simply challenge the player to mimic the playing of licensed music.,0,state,stated,that,PaRappa the Rapper creator Masaya Matsuura,PaRappa the Rapper creator Masaya Matsuura stated,PaRappa the Rapper creator Masaya Matsuura stated the video game market was,33.62542343,9.326963425
"Ryan Geddes of IGN stated that he "" hit the wall with play @-@ along music games "" , and challenged the game makers to explore other ways to combine music and video games.","Ryan Geddes of IGN stated he "" hit the wall with play @-@ along music games "" , and challenged the game makers to explore other ways to combine music and video games.",0,state,stated,that,Ryan Geddes of IGN,Ryan Geddes of IGN stated,"Ryan Geddes of IGN stated he "" hit the wall",42.36981106,12.4920851
"Analysts stated that such games must continue to innovate instead of just providing more songs in order to prevent "" genre fatigue "".","Analysts stated such games must continue to innovate instead of just providing more songs in order to prevent "" genre fatigue "".",0,state,stated,that,Analysts,Analysts stated,Analysts stated such games must continue to,40.13626641,14.20557714
"Jesse Divnich of Electronic Entertainment and Design Research commented that , much like Dance Dance Revolution , Guitar Hero and other music games explosively grew initially due to significant new features from other games but have become stagnant due to focusing on content over features , and suggested that for the genre to continue to grow , they must look to incremental changes as done with the first @-@ person shooter genre.","Jesse Divnich of Electronic Entertainment and Design Research commented , much like Dance Dance Revolution , Guitar Hero and other music games explosively grew initially due to significant new features from other games but have become stagnant due to focusing on content over features , and suggested that for the genre to continue to grow , they must look to incremental changes as done with the first @-@ person shooter genre.",0,comment,commented,that,Jesse Divnich of Electronic Entertainment and Design Research,Jesse Divnich of Electronic Entertainment and Design Research commented,"Jesse Divnich of Electronic Entertainment and Design Research commented , much like Dance Dance",48.03194451,7.704987526
"Jesse Divnich of Electronic Entertainment and Design Research commented that , much like Dance Dance Revolution , Guitar Hero and other music games explosively grew initially due to significant new features from other games but have become stagnant due to focusing on content over features , and suggested that for the genre to continue to grow , they must look to incremental changes as done with the first @-@ person shooter genre.","Jesse Divnich of Electronic Entertainment and Design Research commented that , much like Dance Dance Revolution , Guitar Hero and other music games explosively grew initially due to significant new features from other games but have become stagnant due to focusing on content over features , and suggested for the genre to continue to grow , they must look to incremental changes as done with the first @-@ person shooter genre.",0,suggest,suggested,that,"Jesse Divnich of Electronic Entertainment and Design Research commented that , much like Dance Dance Revolution , Guitar Hero and other music games explosively grew initially due to significant new features from other games but have become stagnant due to focusing on content over features , and","Jesse Divnich of Electronic Entertainment and Design Research commented that , much like Dance Dance Revolution , Guitar Hero and other music games explosively grew initially due to significant new features from other games but have become stagnant due to focusing on content over features , and suggested","Jesse Divnich of Electronic Entertainment and Design Research commented that , much like Dance Dance Revolution , Guitar Hero and other music games explosively grew initially due to significant new features from other games but have become stagnant due to focusing on content over features , and suggested for the genre to continue",27.70423348,11.9779892
"Former CEO for RedOctane , Kelly Sumner , believed that Activision "" abused "" the series , as "" they tried to get too much out of the franchise too quickly "".","Former CEO for RedOctane , Kelly Sumner , believed Activision "" abused "" the series , as "" they tried to get too much out of the franchise too quickly "".",0,believe,believed,that,"Former CEO for RedOctane , Kelly Sumner ,","Former CEO for RedOctane , Kelly Sumner , believed","Former CEO for RedOctane , Kelly Sumner , believed Activision "" abused "" the",48.1604799,12.79663467
"Critics argued that Guitar Hero should have been doing the same , either through releasing expansions that could be incorporated into the main games of the series , or by issuing the songs as downloadable content.","Critics argued Guitar Hero should have been doing the same , either through releasing expansions that could be incorporated into the main games of the series , or by issuing the songs as downloadable content.",0,argue,argued,that,Critics,Critics argued,Critics argued Guitar Hero should have been,34.34045511,11.24003124
"Ars Technica recognized that licensing issues might have limited when songs from one single game could be played in others of the series ( such as the case for The Beatles : Rock Band ) , but that such cross @-@ compatibility should have been a high priority for rhythm games.","Ars Technica recognized licensing issues might have limited when songs from one single game could be played in others of the series ( such as the case for The Beatles : Rock Band ) , but that such cross @-@ compatibility should have been a high priority for rhythm games.",0,recognize,recognized,that,Ars Technica,Ars Technica recognized,Ars Technica recognized licensing issues might have limited,42.05839562,16.06459999
"Activision later revealed that both Guitar Hero 5 and Band Hero would support playing songs from both Guitar Hero World Tour ( both on @-@ disc and downloadable content ) and Guitar Hero Smash Hits , with music licensing being the only limiting factor on which songs could be made forward @-@ compatible.","Activision later revealed both Guitar Hero 5 and Band Hero would support playing songs from both Guitar Hero World Tour ( both on @-@ disc and downloadable content ) and Guitar Hero Smash Hits , with music licensing being the only limiting factor on which songs could be made forward @-@ compatible.",0,reveal,revealed,that,Activision later,Activision later revealed,Activision later revealed both Guitar Hero 5 and,32.32353112,4.845169067
"Former Neversoft project director Brian Bright noted that at one point in 2009 , they were responsible for the release of three games that year ( Guitar Hero 5 , Metallica , and Band Hero ) and supporting other studios for the development of two additional games , causing the studio to lose focus both in development and marketing efforts.","Former Neversoft project director Brian Bright noted at one point in 2009 , they were responsible for the release of three games that year ( Guitar Hero 5 , Metallica , and Band Hero ) and supporting other studios for the development of two additional games , causing the studio to lose focus both in development and marketing efforts.",0,note,noted,that,Former Neversoft project director Brian Bright,Former Neversoft project director Brian Bright noted,Former Neversoft project director Brian Bright noted at one point in 2009,24.38563278,11.2176609
"Analysts believe that the market will evolve to support a smaller number of titles each year , averaging at a "" healthy "" value $ 500 – 600 million in revenues annually.","Analysts believe the market will evolve to support a smaller number of titles each year , averaging at a "" healthy "" value $ 500 – 600 million in revenues annually.",0,believe,believe,that,Analysts,Analysts believe,Analysts believe the market will evolve to,26.82373786,5.672716856
"Kotick believed that part of the downfall of Guitar Hero was due to Activision 's introduction of DJ Hero , which they gave too much focus and left the core Guitar Hero games without the "" nourishment and care "" needed to continue to innovate in the series.","Kotick believed part of the downfall of Guitar Hero was due to Activision 's introduction of DJ Hero , which they gave too much focus and left the core Guitar Hero games without the "" nourishment and care "" needed to continue to innovate in the series.",0,believe,believed,that,Kotick,Kotick believed,Kotick believed part of the downfall of,27.12777457,14.46410275
"Activision Publishing chief executive Mike Griffith , in response to questions about Activision 's approach to the Guitar Hero market , noted that Guitar Hero continues to outsell the Rock Band series in both number of sales and revenue , with consumers continuing to buy the separate games on the market , and considered the market acceptance of the multiple games as validation for their model.","Activision Publishing chief executive Mike Griffith , in response to questions about Activision 's approach to the Guitar Hero market , noted Guitar Hero continues to outsell the Rock Band series in both number of sales and revenue , with consumers continuing to buy the separate games on the market , and considered the market acceptance of the multiple games as validation for their model.",0,note,noted,that,"Activision Publishing chief executive Mike Griffith , in response to questions about Activision 's approach to the Guitar Hero market ,","Activision Publishing chief executive Mike Griffith , in response to questions about Activision 's approach to the Guitar Hero market , noted","Activision Publishing chief executive Mike Griffith , in response to questions about Activision 's approach to the Guitar Hero market , noted Guitar Hero continues to outsell",27.84226891,7.77148222
"Regardless , after releasing 25 different SKUs ( between games and bundle packages ) in 2009 , Activision opted to reduce that number to 10 in 2010 , recognizing the music game genre was not as profitable as it once was.","Regardless , after releasing 25 different SKUs ( between games and bundle packages ) in 2009 , Activision opted to reduce that number to 10 in 2010 , recognizing the music game genre was not as profitable as it once was.",0,recognize,recognizing,none,"Regardless , after releasing 25 different SKUs ( between games and bundle packages ) in 2009 , Activision opted to reduce that number to 10 in 2010 ,","Regardless , after releasing 25 different SKUs ( between games and bundle packages ) in 2009 , Activision opted to reduce that number to 10 in 2010 , recognizing","Regardless , after releasing 25 different SKUs ( between games and bundle packages ) in 2009 , Activision opted to reduce that number to 10 in 2010 , recognizing the music game genre was",34.65262032,14.3124485
"They are nomadic , wandering wherever there is an abundance of berries and insects.","They are nomadic , wandering wherever there is an abundance of berries and insects.",0,wonder,wandering,none,"They are nomadic ,","They are nomadic , wandering","They are nomadic , wandering wherever there is an abundance",24.2736066,8.406944275
"The Imperial Japanese Army felt a smaller pistol of domestic design that could accommodate the standard 8 × 22mm Nambu cartridge was needed to substitute the larger , heavier , and only official military pistol , the Type 14 Nambu.","The Imperial Japanese Army felt a smaller pistol of domestic design that could accommodate the standard 8 × 22mm Nambu cartridge was needed to substitute the larger , heavier , and only official military pistol , the Type 14 Nambu.",0,feel,felt,none,The Imperial Japanese Army,The Imperial Japanese Army felt,The Imperial Japanese Army felt a smaller pistol of domestic,57.45287418,13.19912529
"The building of a church dedicated to Saint George during the 6th century CE indicates that by this time Jifna , now under Byzantine rule , had become a Christian town.","The building of a church dedicated to Saint George during the 6th century CE indicates by this time Jifna , now under Byzantine rule , had become a Christian town.",0,indicate,indicates,that,The building of a church dedicated to Saint George during the 6th century CE,The building of a church dedicated to Saint George during the 6th century CE indicates,"The building of a church dedicated to Saint George during the 6th century CE indicates by this time Jifna ,",69.32550693,11.21141243
"The first census carried by the Palestinian Central Bureau of Statistics ( PCBS ) shows that Jifna had a population of 961 , of whom 623 ( 64 @.@ 8 % ) were classified as refugees in 1997.","The first census carried by the Palestinian Central Bureau of Statistics ( PCBS ) shows Jifna had a population of 961 , of whom 623 ( 64 @.@ 8 % ) were classified as refugees in 1997.",0,show,shows,that,The first census carried by the Palestinian Central Bureau of Statistics ( PCBS ),The first census carried by the Palestinian Central Bureau of Statistics ( PCBS ) shows,The first census carried by the Palestinian Central Bureau of Statistics ( PCBS ) shows Jifna had a population of,44.88730668,2.974529982
Ottoman tax records from the late 16th century reveal that Jifna had a Christian population at the time also.,Ottoman tax records from the late 16th century reveal Jifna had a Christian population at the time also.,0,reveal,reveal,that,Ottoman tax records from the late 16th century,Ottoman tax records from the late 16th century reveal,Ottoman tax records from the late 16th century reveal Jifna had a Christian population,62.25713718,4.652461052
His wife refused to believe him unless the rooster she had just killed would come back to life.,His wife refused to believe him unless the rooster she had just killed would come back to life.,0,believe,believe,none,His wife refused to,His wife refused to believe,His wife refused to believe him unless the rooster she,41.40392527,5.562921524
"Not much is known about the rule of Ha ' K 'in Xook ; his reign , along with that of Yo 'nal Ahk III , has been referred to as "" shadowy "" by Flora Clancy , and James L. Fitzsimmons argues that Ha ' K 'in Xook seems to have been a weaker ruler when compared to the reign of Itzam K 'an Ahk II because Ha ' K 'in Xook erected few monuments , and he did not reinforce his power on a larger scale , choosing only to do so at local polities.","Not much is known about the rule of Ha ' K 'in Xook ; his reign , along with that of Yo 'nal Ahk III , has been referred to as "" shadowy "" by Flora Clancy , and James L. Fitzsimmons argues Ha ' K 'in Xook seems to have been a weaker ruler when compared to the reign of Itzam K 'an Ahk II because Ha ' K 'in Xook erected few monuments , and he did not reinforce his power on a larger scale , choosing only to do so at local polities.",0,argue,argues,that,"Not much is known about the rule of Ha ' K 'in Xook ; his reign , along with that of Yo 'nal Ahk III , has been referred to as "" shadowy "" by Flora Clancy , and James L. Fitzsimmons","Not much is known about the rule of Ha ' K 'in Xook ; his reign , along with that of Yo 'nal Ahk III , has been referred to as "" shadowy "" by Flora Clancy , and James L. Fitzsimmons argues","Not much is known about the rule of Ha ' K 'in Xook ; his reign , along with that of Yo 'nal Ahk III , has been referred to as "" shadowy "" by Flora Clancy , and James L. Fitzsimmons argues Ha ' K 'in Xook",20.53846159,8.186598778
Some believe that his reign ended with his abdication.,Some believe his reign ended with his abdication.,0,believe,believe,that,Some,Some believe,Some believe his reign ended with his,32.49042058,9.15748024
"Throne 1 , when translated , notes that he "" abandoned / transferred rulership "" , which American Mayanist Stephen D. Houston interprets to mean that he abdicated in favor of his brother , K 'inich Yat Ahk II.","Throne 1 , when translated , notes he "" abandoned / transferred rulership "" , which American Mayanist Stephen D. Houston interprets to mean that he abdicated in favor of his brother , K 'inich Yat Ahk II.",0,note,notes,that,"Throne 1 , when translated ,","Throne 1 , when translated , notes","Throne 1 , when translated , notes he "" abandoned / transferred",57.36094427,11.575737
"Throne 1 , when translated , notes that he "" abandoned / transferred rulership "" , which American Mayanist Stephen D. Houston interprets to mean that he abdicated in favor of his brother , K 'inich Yat Ahk II.","Throne 1 , when translated , notes that he "" abandoned / transferred rulership "" , which American Mayanist Stephen D. Houston interprets to mean he abdicated in favor of his brother , K 'inich Yat Ahk II.",0,mean,mean,that,"Throne 1 , when translated , notes that he "" abandoned / transferred rulership "" , which American Mayanist Stephen D. Houston interprets to","Throne 1 , when translated , notes that he "" abandoned / transferred rulership "" , which American Mayanist Stephen D. Houston interprets to mean","Throne 1 , when translated , notes that he "" abandoned / transferred rulership "" , which American Mayanist Stephen D. Houston interprets to mean he abdicated in favor of",25.45294628,0.183925912
"Mayanist David Stuart also noted that the wording on the throne "" implies a more active event on the ruler 's part "" , but that "" ' lose ' might be more neutral as far as an interpretation goes.","Mayanist David Stuart also noted the wording on the throne "" implies a more active event on the ruler 's part "" , but that "" ' lose ' might be more neutral as far as an interpretation goes.",0,note,noted,that,Mayanist David Stuart also,Mayanist David Stuart also noted,Mayanist David Stuart also noted the wording on the throne,35.17009616,6.983064651
"As such , this may suggest that , rather than abdicating , Ha ' K 'in Xook died in 780 AD , and his successor , K 'inich Yat Ahk II , took up rule later.","As such , this may suggest , rather than abdicating , Ha ' K 'in Xook died in 780 AD , and his successor , K 'inich Yat Ahk II , took up rule later.",0,suggest,suggest,that,"As such , this may","As such , this may suggest","As such , this may suggest , rather than abdicating ,",42.34589756,9.577251434
"Several stelae have been found that were erected by Ha ' K 'in Xook , including Stelae 13 , 18 , and 23.","Several stelae have been found that were erected by Ha ' K 'in Xook , including Stelae 13 , 18 , and 23.",0,find,found,none,Several stelae have been,Several stelae have been found,Several stelae have been found that were erected by Ha,38.94022988,2.559111997
"Clancy has argued that the stela contains iconography pertaining to three motifs : divination , "" the quest "" , and accession.","Clancy has argued the stela contains iconography pertaining to three motifs : divination , "" the quest "" , and accession.",0,argue,argued,that,Clancy has,Clancy has argued,Clancy has argued the stela contains iconography pertaining,75.06181324,11.52235985
"Clancy argues that this headdress is a representation of "" the royal theme of quest "" , due to its iconographic similarity to other stelae at Piedras Negras.","Clancy argues this headdress is a representation of "" the royal theme of quest "" , due to its iconographic similarity to other stelae at Piedras Negras.",0,argue,argues,that,Clancy,Clancy argues,Clancy argues this headdress is a representation,44.84288573,16.1024437
"However , archaeologist Sylvanus Morley claimed that it expressed a Calendar Round date of 6 Ahaw 13 K 'ayab ( corresponding to a Long Count date of 9 @.@ 17 @.@ 5 @.@ 0 @.@ 0 or Dec. 27 , 775 ) , which Martin and Grube note is within Ha ' K 'in Xook 's reign.","However , archaeologist Sylvanus Morley claimed it expressed a Calendar Round date of 6 Ahaw 13 K 'ayab ( corresponding to a Long Count date of 9 @.@ 17 @.@ 5 @.@ 0 @.@ 0 or Dec. 27 , 775 ) , which Martin and Grube note is within Ha ' K 'in Xook 's reign.",0,claim,claimed,that,"However , archaeologist Sylvanus Morley","However , archaeologist Sylvanus Morley claimed","However , archaeologist Sylvanus Morley claimed it expressed a Calendar Round",64.22587514,9.04617691
"However , archaeologist Sylvanus Morley claimed that it expressed a Calendar Round date of 6 Ahaw 13 K 'ayab ( corresponding to a Long Count date of 9 @.@ 17 @.@ 5 @.@ 0 @.@ 0 or Dec. 27 , 775 ) , which Martin and Grube note is within Ha ' K 'in Xook 's reign.","However , archaeologist Sylvanus Morley claimed that it expressed a Calendar Round date of 6 Ahaw 13 K 'ayab ( corresponding to a Long Count date of 9 @.@ 17 @.@ 5 @.@ 0 @.@ 0 or Dec. 27 , 775 ) , which Martin and Grube note is within Ha ' K 'in Xook 's reign.",0,note,note,none,"However , archaeologist Sylvanus Morley claimed that it expressed a Calendar Round date of 6 Ahaw 13 K 'ayab ( corresponding to a Long Count date of 9 @.@ 17 @.@ 5 @.@ 0 @.@ 0 or Dec. 27 , 775 ) , which Martin and Grube","However , archaeologist Sylvanus Morley claimed that it expressed a Calendar Round date of 6 Ahaw 13 K 'ayab ( corresponding to a Long Count date of 9 @.@ 17 @.@ 5 @.@ 0 @.@ 0 or Dec. 27 , 775 ) , which Martin and Grube note","However , archaeologist Sylvanus Morley claimed that it expressed a Calendar Round date of 6 Ahaw 13 K 'ayab ( corresponding to a Long Count date of 9 @.@ 17 @.@ 5 @.@ 0 @.@ 0 or Dec. 27 , 775 ) , which Martin and Grube note is within Ha ' K",51.22727299,8.341743469
"Similar to Stela 18 , Martin and Grube argue that Stela 23 dates to the rulership of Ha ' K 'in Xook because the Calendar Round date on the monument is contemporary with the date found on Stela 13.","Similar to Stela 18 , Martin and Grube argue Stela 23 dates to the rulership of Ha ' K 'in Xook because the Calendar Round date on the monument is contemporary with the date found on Stela 13.",0,argue,argue,that,"Similar to Stela 18 , Martin and Grube","Similar to Stela 18 , Martin and Grube argue","Similar to Stela 18 , Martin and Grube argue Stela 23 dates to the",40.31628766,10.60044289
