sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"In a 2010 survey conducted on behalf of the Irish Times , 32 % of respondents said they went to a religious service more than once a week.","In a 2010 survey conducted on behalf of the Irish Times , 32 % of respondents said they went to a religious service more than once a week.",0,say,said,none,"In a 2010 survey conducted on behalf of the Irish Times , 32 % of respondents","In a 2010 survey conducted on behalf of the Irish Times , 32 % of respondents said","In a 2010 survey conducted on behalf of the Irish Times , 32 % of respondents said they went to a religious",22.80189645,1.204475403
"However , some clubs based outside Belfast thought that the IFA largely favoured Ulster @-@ based clubs in such matters as selection for the national team.","However , some clubs based outside Belfast thought the IFA largely favoured Ulster @-@ based clubs in such matters as selection for the national team.",0,think,thought,that,"However , some clubs based outside Belfast","However , some clubs based outside Belfast thought","However , some clubs based outside Belfast thought the IFA largely favoured Ulster",54.19630289,12.87300014
"In 1953 , an Irish government survey , found that 50 per cent of whiskey drinkers in the United States had never heard of Irish whiskey.","In 1953 , an Irish government survey , found 50 per cent of whiskey drinkers in the United States had never heard of Irish whiskey.",0,find,found,that,"In 1953 , an Irish government survey ,","In 1953 , an Irish government survey , found","In 1953 , an Irish government survey , found 50 per cent of whiskey",32.12854687,3.421115398
"Typically CNBC states Irish whiskey is not as smoky as a Scotch whisky , but not as sweet as American or Canadian whiskies.","Typically CNBC states Irish whiskey is not as smoky as a Scotch whisky , but not as sweet as American or Canadian whiskies.",0,state,states,none,Typically CNBC,Typically CNBC states,Typically CNBC states Irish whiskey is not as,37.81725323,13.48545456
"They decided the only port able to accommodate her was St Nazaire , especially if , like the Bismarck , she was damaged en route and needed repairs.","They decided the only port able to accommodate her was St Nazaire , especially if , like the Bismarck , she was damaged en route and needed repairs.",0,decide,decided,none,They,They decided,They decided the only port able to,42.51321821,10.33274651
The Special Operations Executive were approached to see if its agents could destroy the dock gates.,The Special Operations Executive were approached to see if its agents could destroy the dock gates.,0,see,see,other,The Special Operations Executive were approached to,The Special Operations Executive were approached to see,The Special Operations Executive were approached to see if its agents could destroy,32.39468336,8.839492321
They decided that the mission was beyond their capabilities because the weight of explosives required would have needed too many agents to carry them.,They decided the mission was beyond their capabilities because the weight of explosives required would have needed too many agents to carry them.,0,decide,decided,that,They,They decided,They decided the mission was beyond their,29.22955668,10.33274651
They decided that the mission was beyond their capabilities because the weight of explosives required would have needed too many agents to carry them.,They decided that the mission was beyond their capabilities because the weight of explosives required would have needed too many agents to carry them.,0,decide,decided,none,They,They decided,They decided that the mission was beyond,28.8762176,10.33274651
"The approach was too shallow for an infantry landing ship , but the planners believed if a destroyer could be lightened it might have a draft shallow enough to enable it to get through.","The approach was too shallow for an infantry landing ship , but the planners believed if a destroyer could be lightened it might have a draft shallow enough to enable it to get through.",0,believe,believed,other,"The approach was too shallow for an infantry landing ship , but the planners","The approach was too shallow for an infantry landing ship , but the planners believed","The approach was too shallow for an infantry landing ship , but the planners believed if a destroyer could be",25.99812627,6.980391741
"The approach was too shallow for an infantry landing ship , but the planners believed if a destroyer could be lightened it might have a draft shallow enough to enable it to get through.","The approach was too shallow for an infantry landing ship , but the planners believed if a destroyer could be lightened it might have a draft shallow enough to enable it to get through.",0,believe,believed,none,"The approach was too shallow for an infantry landing ship , but the planners","The approach was too shallow for an infantry landing ship , but the planners believed","The approach was too shallow for an infantry landing ship , but the planners believed if a destroyer could be",25.99812627,6.980391741
"They suggested they could provide an old Free French destroyer , the Ouragan , and a flotilla of small motor launches to transport the commandos and evacuate them afterwards.","They suggested they could provide an old Free French destroyer , the Ouragan , and a flotilla of small motor launches to transport the commandos and evacuate them afterwards.",0,suggest,suggested,none,They,They suggested,They suggested they could provide an old,33.40021658,11.80300331
"Consequently , it was decided the navy would have to provide a ship of their own.","Consequently , it was decided the navy would have to provide a ship of their own.",0,decide,decided,none,"Consequently , it was","Consequently , it was decided","Consequently , it was decided the navy would have to",29.08042121,4.817603588
The RAF complained that the raid would draw heavily on their resources ; the number of aircraft assigned by RAF Bomber Command was reduced time and again before the day of the raid.,The RAF complained the raid would draw heavily on their resources ; the number of aircraft assigned by RAF Bomber Command was reduced time and again before the day of the raid.,0,complain,complained,that,The RAF,The RAF complained,The RAF complained the raid would draw heavily,46.74033594,14.85536098
The RAF complained that the raid would draw heavily on their resources ; the number of aircraft assigned by RAF Bomber Command was reduced time and again before the day of the raid.,The RAF complained that the raid would draw heavily on their resources ; the number of aircraft assigned by RAF Bomber Command was reduced time and again before the day of the raid.,0,complain,complained,none,The RAF,The RAF complained,The RAF complained that the raid would draw,35.51776624,14.85536098
It is not known how many submarines were present on the day of the raid.,It is not known how many submarines were present on the day of the raid.,0,know,known,none,It is not,It is not known,It is not known how many submarines were present,29.08453596,4.477454185
"Sohler replied that "" an attack on the base would be hazardous and highly improbable "".","Sohler replied "" an attack on the base would be hazardous and highly improbable "".",0,reply,replied,that,Sohler,Sohler replied,"Sohler replied "" an attack on the",34.02988386,14.46136475
At about the same time Campbeltown raised the German naval ensign in an attempt to deceive any German lookouts into thinking she was a German destroyer.,At about the same time Campbeltown raised the German naval ensign in an attempt to deceive any German lookouts into thinking she was a German destroyer.,0,think,thinking,none,At about the same time Campbeltown raised the German naval ensign in an attempt to deceive any German lookouts into,At about the same time Campbeltown raised the German naval ensign in an attempt to deceive any German lookouts into thinking,At about the same time Campbeltown raised the German naval ensign in an attempt to deceive any German lookouts into thinking she was a German destroyer.,19.54150459,5.411875248
"As it turned out , poor weather over the port ( 10 / 10ths cloud ) meant that only four aircraft bombed targets in St Nazaire.","As it turned out , poor weather over the port ( 10 / 10ths cloud ) meant only four aircraft bombed targets in St Nazaire.",0,mean,meant,that,"As it turned out , poor weather over the port ( 10 / 10ths cloud )","As it turned out , poor weather over the port ( 10 / 10ths cloud ) meant","As it turned out , poor weather over the port ( 10 / 10ths cloud ) meant only four aircraft bombed targets",43.07978916,4.185391903
"A few bursts were fired from a shore battery and both Campbeltown and MGB @-@ 314 replied : "" Ship being fired upon by friendly forces "".","A few bursts were fired from a shore battery and both Campbeltown and MGB @-@ 314 replied : "" Ship being fired upon by friendly forces "".",0,reply,replied,none,A few bursts were fired from a shore battery and both Campbeltown and MGB @-@ 314,A few bursts were fired from a shore battery and both Campbeltown and MGB @-@ 314 replied,"A few bursts were fired from a shore battery and both Campbeltown and MGB @-@ 314 replied : "" Ship being fired",46.41238236,17.4752636
"Blinded by the searchlights , Beattie knew they were close to their objective.","Blinded by the searchlights , Beattie knew they were close to their objective.",0,know,knew,none,"Blinded by the searchlights , Beattie","Blinded by the searchlights , Beattie knew","Blinded by the searchlights , Beattie knew they were close to their",21.92932255,9.938784599
"Major Copland went through Campbeltown and evacuated the wounded towards the Old Mole , not knowing that there were no other boats there to take the Commandos off.","Major Copland went through Campbeltown and evacuated the wounded towards the Old Mole , not knowing there were no other boats there to take the Commandos off.",0,know,knowing,that,"Major Copland went through Campbeltown and evacuated the wounded towards the Old Mole , not","Major Copland went through Campbeltown and evacuated the wounded towards the Old Mole , not knowing","Major Copland went through Campbeltown and evacuated the wounded towards the Old Mole , not knowing there were no other boats",25.12647569,2.529560328
