sentence,pseudo_that,verb,comp_type
"In 2012 , his brother Jaime announced that García Márquez was suffering from dementia.","In 2012 , his brother Jaime announced García Márquez was suffering from dementia.",announce,that
"Colombian president Juan Manuel Santos said his country was thinking of the author and said in a tweet "" All of Colombia wishes a speedy recovery to the greatest of all time : Gabriel García Márquez "".","Colombian president Juan Manuel Santos said his country was thinking of the author and said in a tweet "" All of Colombia wishes a speedy recovery to the greatest of all time : Gabriel García Márquez "".",say,none
"Colombian president Juan Manuel Santos said his country was thinking of the author and said in a tweet "" All of Colombia wishes a speedy recovery to the greatest of all time : Gabriel García Márquez "".","Colombian president Juan Manuel Santos said his country was thinking of the author and said in a tweet "" All of Colombia wishes a speedy recovery to the greatest of all time : Gabriel García Márquez "".",say,none
"The former Colombian president Álvaro Uribe Vélez said : "" Master García Márquez , thanks forever , millions of people in the planet fell in love with our nation fascinated with your lines "".","The former Colombian president Álvaro Uribe Vélez said : "" Master García Márquez , thanks forever , millions of people in the planet fell in love with our nation fascinated with your lines "".",say,none
""" "" This is surely because their rationalism prevents them seeing that reality isn 't limited to the price of tomatoes and eggs.",""" "" This is surely because their rationalism prevents them seeing that reality isn 't limited to the price of tomatoes and eggs.",see,none
"In response to Plinio Apuleyo Mendoza 's question , "" If solitude is the theme of all your books , where should we look for the roots of this over @-@ riding emotion ? In your childhood perhaps ? "" García Márquez replied , "" I think it 's a problem everybody has.","In response to Plinio Apuleyo Mendoza 's question , "" If solitude is the theme of all your books , where should we look for the roots of this over @-@ riding emotion ? In your childhood perhaps ? "" García Márquez replied , "" I think it 's a problem everybody has.",reply,none
"In response to Plinio Apuleyo Mendoza 's question , "" If solitude is the theme of all your books , where should we look for the roots of this over @-@ riding emotion ? In your childhood perhaps ? "" García Márquez replied , "" I think it 's a problem everybody has.","In response to Plinio Apuleyo Mendoza 's question , "" If solitude is the theme of all your books , where should we look for the roots of this over @-@ riding emotion ? In your childhood perhaps ? "" García Márquez replied , "" I think it 's a problem everybody has.",think,none
"As Stavans notes of Macondo , "" its geography and inhabitants constantly invoked by teachers , politicians , and tourist agents ... "" makes it "" ... hard to believe it is a sheer fabrication.","As Stavans notes of Macondo , "" its geography and inhabitants constantly invoked by teachers , politicians , and tourist agents ... "" makes it "" ... hard to believe it is a sheer fabrication.",believe,none
"No one can deny that García Márquez has helped rejuvenate , reformulate , and recontextualize literature and criticism in Colombia and the rest of Latin America.","No one can deny García Márquez has helped rejuvenate , reformulate , and recontextualize literature and criticism in Colombia and the rest of Latin America.",deny,that
"After becoming a Nobel laureate , García Márquez stated to a correspondent : "" I have the impression that in giving me the prize , they have taken into account the literature of the sub @-@ continent and have awarded me as a way of awarding all of this literature "".","After becoming a Nobel laureate , García Márquez stated to a correspondent : "" I have the impression that in giving me the prize , they have taken into account the literature of the sub @-@ continent and have awarded me as a way of awarding all of this literature "".",state,none
"In Dexter ( season 3 ) , episode 10 ( "" Go Your Own Way "" ) , the title character gains access to Miguel Prado 's personal study by telling Prado 's housekeeper , Norma , he wants to give Prado a best man gift of a García Márquez limited edition book Prado doesn 't already have , that Dexter needs to see which books are already in Prado 's library , and Norma should keep the gift and visit a secret.","In Dexter ( season 3 ) , episode 10 ( "" Go Your Own Way "" ) , the title character gains access to Miguel Prado 's personal study by telling Prado 's housekeeper , Norma , he wants to give Prado a best man gift of a García Márquez limited edition book Prado doesn 't already have , that Dexter needs to see which books are already in Prado 's library , and Norma should keep the gift and visit a secret.",see,none
"Although Ray Davies claims that the incident was inspired by a true encounter experienced by the band 's manager , alternate explanations for the song have been given by drummer Mick Avory.","Although Ray Davies claims the incident was inspired by a true encounter experienced by the band 's manager , alternate explanations for the song have been given by drummer Mick Avory.",claim,that
"Ray Davies has claimed that he was inspired to write "" Lola "" after Kinks manager Robert Wace spent a night in Paris dancing with a transgender woman.","Ray Davies has claimed he was inspired to write "" Lola "" after Kinks manager Robert Wace spent a night in Paris dancing with a transgender woman.",claim,that
"Davies said of the incident , "" In his apartment , Robert had been dancing with this black woman , and he said , ' I 'm really onto a thing here.","Davies said of the incident , "" In his apartment , Robert had been dancing with this black woman , and he said , ' I 'm really onto a thing here.",say,none
"Davies said of the incident , "" In his apartment , Robert had been dancing with this black woman , and he said , ' I 'm really onto a thing here.","Davies said of the incident , "" In his apartment , Robert had been dancing with this black woman , and he said , ' I 'm really onto a thing here.",say,none
"' And it was okay until we left at six in the morning and then I said , ' Have you seen the stubble ? ' He said ' Yeah , ' but he was too pissed [ intoxicated ] to care , I think.","' And it was okay until we left at six in the morning and then I said , ' Have you seen the stubble ? ' He said ' Yeah , ' but he was too pissed [ intoxicated ] to care , I think.",say,none
"' And it was okay until we left at six in the morning and then I said , ' Have you seen the stubble ? ' He said ' Yeah , ' but he was too pissed [ intoxicated ] to care , I think.","' And it was okay until we left at six in the morning and then I said , ' Have you seen the stubble ? ' He said ' Yeah , ' but he was too pissed [ intoxicated ] to care , I think.",say,none
"' And it was okay until we left at six in the morning and then I said , ' Have you seen the stubble ? ' He said ' Yeah , ' but he was too pissed [ intoxicated ] to care , I think.","' And it was okay until we left at six in the morning and then I said , ' Have you seen the stubble ? ' He said ' Yeah , ' but he was too pissed [ intoxicated ] to care , I think.",say,none
"Drummer Mick Avory has offered an alternate explanation for the song 's lyrics , claiming that "" Lola "" was partially inspired by Avory 's frequenting of transgender bars in west London.","Drummer Mick Avory has offered an alternate explanation for the song 's lyrics , claiming "" Lola "" was partially inspired by Avory 's frequenting of transgender bars in west London.",claim,that
"Avory said , "" We used to know this character called Michael McGrath.","Avory said , "" We used to know this character called Michael McGrath.",say,none
"Despite claims that the song was written about a supposed date between Ray Davies and trans woman actress Candy Darling , Davies has since claimed this rumour to be false , saying that the two only went out to dinner together and that he had known the whole time of Darling 's gender identity.","Despite claims that the song was written about a supposed date between Ray Davies and trans woman actress Candy Darling , Davies has since claimed this rumour to be false , saying the two only went out to dinner together and that he had known the whole time of Darling 's gender identity.",say,that
"In his autobiography , Dave Davies said that he came up with the music for what would become "" Lola "" , noting that brother Ray added the lyrics after hearing it.","In his autobiography , Dave Davies said he came up with the music for what would become "" Lola "" , noting that brother Ray added the lyrics after hearing it.",say,that
"In his autobiography , Dave Davies said that he came up with the music for what would become "" Lola "" , noting that brother Ray added the lyrics after hearing it.","In his autobiography , Dave Davies said that he came up with the music for what would become "" Lola "" , noting brother Ray added the lyrics after hearing it.",note,that
"In a 1990 interview , Dave Davies claimed that "" Lola "" was written in a similar fashion to ' You Really Got Me ' in that the two worked on Ray 's basic skeleton of the song , saying that the song was more of a collaborative effort than many believed.","In a 1990 interview , Dave Davies claimed "" Lola "" was written in a similar fashion to ' You Really Got Me ' in that the two worked on Ray 's basic skeleton of the song , saying that the song was more of a collaborative effort than many believed.",claim,that
"In a 1990 interview , Dave Davies claimed that "" Lola "" was written in a similar fashion to ' You Really Got Me ' in that the two worked on Ray 's basic skeleton of the song , saying that the song was more of a collaborative effort than many believed.","In a 1990 interview , Dave Davies claimed that "" Lola "" was written in a similar fashion to ' You Really Got Me ' in that the two worked on Ray 's basic skeleton of the song , saying the song was more of a collaborative effort than many believed.",say,that
"Davies said that he had initially struggled with writing an opening that would sell the song , but the rest of the song "" came naturally.","Davies said he had initially struggled with writing an opening that would sell the song , but the rest of the song "" came naturally.",say,that
"Mick Avory remembered the recording sessions for the song positively , saying that it "" was fun , as it was the Baptist 's [ John Gosling 's ] first recording with us.","Mick Avory remembered the recording sessions for the song positively , saying it "" was fun , as it was the Baptist 's [ John Gosling 's ] first recording with us.",say,that
"In a 1970 interview , Dave Davies claimed that , if "" Lola "" had been a failure , the band would have "" gone on making records for another year or so and then drifted apart.","In a 1970 interview , Dave Davies claimed , if "" Lola "" had been a failure , the band would have "" gone on making records for another year or so and then drifted apart.",claim,that
"Although the track was a major hit for the band , Dave Davies did not enjoy the success of "" Lola "" , saying , "" In fact , when ' Lola ' was a hit , it made me feel a bit uncomfortable.","Although the track was a major hit for the band , Dave Davies did not enjoy the success of "" Lola "" , saying , "" In fact , when ' Lola ' was a hit , it made me feel a bit uncomfortable.",say,none
""" Mick Avory said that he "" enjoyed the success "" the band had with "" Lola "" and its follow @-@ up , "" Apeman.",""" Mick Avory said he "" enjoyed the success "" the band had with "" Lola "" and its follow @-@ up , "" Apeman.",say,that
""" In a then @-@ current Record Mirror article entitled "" Sex Change Record : Kink Speaks "" , Ray Davies refused to tell Lola 's biological sex , saying , "" It really doesn 't matter what sex Lola is , I think she 's alright.",""" In a then @-@ current Record Mirror article entitled "" Sex Change Record : Kink Speaks "" , Ray Davies refused to tell Lola 's biological sex , saying , "" It really doesn 't matter what sex Lola is , I think she 's alright.",say,none
""" In a then @-@ current Record Mirror article entitled "" Sex Change Record : Kink Speaks "" , Ray Davies refused to tell Lola 's biological sex , saying , "" It really doesn 't matter what sex Lola is , I think she 's alright.",""" In a then @-@ current Record Mirror article entitled "" Sex Change Record : Kink Speaks "" , Ray Davies refused to tell Lola 's biological sex , saying , "" It really doesn 't matter what sex Lola is , I think she 's alright.",think,none
""" Ultimate Classic Rock ranked "" Lola "" as The Kinks ' third best song , saying "" the great guitar riff that feeds the song is one of Dave 's all @-@ time greatest.",""" Ultimate Classic Rock ranked "" Lola "" as The Kinks ' third best song , saying "" the great guitar riff that feeds the song is one of Dave 's all @-@ time greatest.",say,none
"Mick Avory , who noted the song as one of the songs he was most proud to be associated with , said "" I always liked ' Lola ' , I liked the subject.","Mick Avory , who noted the song as one of the songs he was most proud to be associated with , said "" I always liked ' Lola ' , I liked the subject.",say,none
""" In a 1983 interview , Ray Davies said , "" I 'm just very pleased I recorded it and more pleased I wrote it.",""" In a 1983 interview , Ray Davies said , "" I 'm just very pleased I recorded it and more pleased I wrote it.",say,none
"A historian called W. H. Wheeler , who chronicled the Lincolnshire fens , wrote that "" the works were efficiently carried out and , being well @-@ designed , entirely answered expectation.","A historian called W. H. Wheeler , who chronicled the Lincolnshire fens , wrote "" the works were efficiently carried out and , being well @-@ designed , entirely answered expectation.",write,that
"Major contracts for this phase were expected to be awarded in April 2009 , but appraisal of the technical assessment revealed that more than one route needed to be considered before the best solution could be selected.","Major contracts for this phase were expected to be awarded in April 2009 , but appraisal of the technical assessment revealed more than one route needed to be considered before the best solution could be selected.",reveal,that
An environmental survey of other watercourses near to the route revealed that several provide habitat for nationally important plants and invertebrates.,An environmental survey of other watercourses near to the route revealed several provide habitat for nationally important plants and invertebrates.,reveal,that
Brian Voerding noted that the song showed the band 's strength in both singing and rapping while comparing the sound to Linkin Park.,Brian Voerding noted the song showed the band 's strength in both singing and rapping while comparing the sound to Linkin Park.,note,that
"The track was reviewed by Evigshed along with "" Hear Me Now "" after it was released as a promotional single , who gave both "" Comin ' in Hot "" and "" Hear Me Now "" a perfect ten out of ten score , noting that "" Comin ' in Hot "" was much more upbeat and was extremely catchy.","The track was reviewed by Evigshed along with "" Hear Me Now "" after it was released as a promotional single , who gave both "" Comin ' in Hot "" and "" Hear Me Now "" a perfect ten out of ten score , noting "" Comin ' in Hot "" was much more upbeat and was extremely catchy.",note,that
"On July 8 , it was announced the fifth single for the album would be "" My Town "".","On July 8 , it was announced the fifth single for the album would be "" My Town "".",announce,none
The band began shooting the music video in early July and announced that fans would be featured in the video if they recorded themselves performing the song in front of a famous landmark.,The band began shooting the music video in early July and announced fans would be featured in the video if they recorded themselves performing the song in front of a famous landmark.,announce,that
"J @-@ Dog said that the song is , "" the truth about what really happens to people when they move to L.A. , to be actors or models or God knows what other delusions people have ... failure.","J @-@ Dog said the song is , "" the truth about what really happens to people when they move to L.A. , to be actors or models or God knows what other delusions people have ... failure.",say,that
"J @-@ Dog said that the song is , "" the truth about what really happens to people when they move to L.A. , to be actors or models or God knows what other delusions people have ... failure.","J @-@ Dog said that the song is , "" the truth about what really happens to people when they move to L.A. , to be actors or models or God knows what other delusions people have ... failure.",know,none
"Johnny 3 Tears stated that , "" We were messing around with chord progressions and that came out like a more major chord style than we were used to it.","Johnny 3 Tears stated , "" We were messing around with chord progressions and that came out like a more major chord style than we were used to it.",state,that
It 's one of those basic every day things that people go through but they don 't know how to voice it or others around them don 't know to voice it.,It 's one of those basic every day things that people go through but they don 't know how to voice it or others around them don 't know to voice it.,know,other
"Johnny 3 Tears said , "" When we wrote Tendencies , I wanted to make a song that kids would just go nuts to when we played it.","Johnny 3 Tears said , "" When we wrote Tendencies , I wanted to make a song that kids would just go nuts to when we played it.",say,none
""" Richard Solomon of The Minaret proclaimed that , "" If you ’ re a Hollywood Undead fan , you 'll love American Tragedy.",""" Richard Solomon of The Minaret proclaimed , "" If you ’ re a Hollywood Undead fan , you 'll love American Tragedy.",proclaim,that
""" Alistair Lawrence of BBC Music said that the album is , "" The result is that they ’ ve ditched some of the early , growling quirkiness that at least gave them an initial , oddball appeal.",""" Alistair Lawrence of BBC Music said the album is , "" The result is that they ’ ve ditched some of the early , growling quirkiness that at least gave them an initial , oddball appeal.",say,that
"Executive producer Jeri Taylor said , "" It seemed to us that Native Americans needed that same kind of role model and that same kind of boost ... the future looks good , you have purpose , you have worth , you have value , you will be leaders , you will be powerful.","Executive producer Jeri Taylor said , "" It seemed to us that Native Americans needed that same kind of role model and that same kind of boost ... the future looks good , you have purpose , you have worth , you have value , you will be leaders , you will be powerful.",say,none
"Following the first season and during a group interview with The Washington Times , Beltran joked that he was asked to perform in Hamlet during the summer in Albuquerque , but had been asked to wear Chakotay 's facial tattoo.","Following the first season and during a group interview with The Washington Times , Beltran joked he was asked to perform in Hamlet during the summer in Albuquerque , but had been asked to wear Chakotay 's facial tattoo.",joke,that
He later explained that this ended following the introduction of Jeri Ryan as Seven of Nine onto the cast and Brannon Braga taking over from Taylor and Piller.,He later explained this ended following the introduction of Jeri Ryan as Seven of Nine onto the cast and Brannon Braga taking over from Taylor and Piller.,explain,that
"Beltran felt that Chakotay was one of the characters alongside Harry Kim , Tuvok , and Neelix who were left behind by the new writers , who tended to concentrate on Janeway , Seven , and The Doctor.","Beltran felt Chakotay was one of the characters alongside Harry Kim , Tuvok , and Neelix who were left behind by the new writers , who tended to concentrate on Janeway , Seven , and The Doctor.",feel,that
"Beltran said that he was not aware of the effects of the interactions this was having with the crew , and described the situation , saying , "" for me it was like , ' OK , you can fire me if you want to.","Beltran said he was not aware of the effects of the interactions this was having with the crew , and described the situation , saying , "" for me it was like , ' OK , you can fire me if you want to.",say,that
"Beltran said that he was not aware of the effects of the interactions this was having with the crew , and described the situation , saying , "" for me it was like , ' OK , you can fire me if you want to.","Beltran said that he was not aware of the effects of the interactions this was having with the crew , and described the situation , saying , "" for me it was like , ' OK , you can fire me if you want to.",say,none
"' "" He compared his experience on Voyager to working in a car factory , and said that the repetitive scenes meant that it limited his creativity.","' "" He compared his experience on Voyager to working in a car factory , and said the repetitive scenes meant that it limited his creativity.",say,that
"' "" He compared his experience on Voyager to working in a car factory , and said that the repetitive scenes meant that it limited his creativity.","' "" He compared his experience on Voyager to working in a car factory , and said that the repetitive scenes meant it limited his creativity.",mean,that
"Beltran explained that it did not affect his relationship with the other actors , and in the end , he felt the producers decided to keep him on the cast as it did not make "" very much difference , except to a very , very small percentage of fans who maybe didn 't like what I said.","Beltran explained it did not affect his relationship with the other actors , and in the end , he felt the producers decided to keep him on the cast as it did not make "" very much difference , except to a very , very small percentage of fans who maybe didn 't like what I said.",explain,that
"Beltran explained that it did not affect his relationship with the other actors , and in the end , he felt the producers decided to keep him on the cast as it did not make "" very much difference , except to a very , very small percentage of fans who maybe didn 't like what I said.","Beltran explained that it did not affect his relationship with the other actors , and in the end , he felt the producers decided to keep him on the cast as it did not make "" very much difference , except to a very , very small percentage of fans who maybe didn 't like what I said.",feel,none
"In an interview to publicise the final episode of Voyager , "" Endgame "" , Beltran said , "" We all had a great relationship with each other and we 've all said how much we enjoy our crew.","In an interview to publicise the final episode of Voyager , "" Endgame "" , Beltran said , "" We all had a great relationship with each other and we 've all said how much we enjoy our crew.",say,none
"In an interview to publicise the final episode of Voyager , "" Endgame "" , Beltran said , "" We all had a great relationship with each other and we 've all said how much we enjoy our crew.","In an interview to publicise the final episode of Voyager , "" Endgame "" , Beltran said , "" We all had a great relationship with each other and we 've all said how much we enjoy our crew.",say,none
It 's exciting to know that something unknown is next.,It 's exciting to know something unknown is next.,know,that
They perceived Voyager as a threat because they had thought his people had been wiped out.,They perceived Voyager as a threat because they had thought his people had been wiped out.,think,none
"Chakotay was contacted by Seska in "" Basics "" to say that his son had been born , and the Kazon were threatening to condemn her to the life of a slave.","Chakotay was contacted by Seska in "" Basics "" to say his son had been born , and the Kazon were threatening to condemn her to the life of a slave.",say,that
"Chakotay is captured by the Voth scientist Gegen ( Henry Woronicz ) in "" Distant Origin "" , who is seeking to prove his hypothesis that the Voth came from Earth.","Chakotay is captured by the Voth scientist Gegen ( Henry Woronicz ) in "" Distant Origin "" , who is seeking to prove his hypothesis the Voth came from Earth.",prove,that
"The alternative future seen at the start of the episode showed that Seven and Chakotay were eventually married , but she died while Voyager was still travelling home.","The alternative future seen at the start of the episode showed Seven and Chakotay were eventually married , but she died while Voyager was still travelling home.",show,that
"James Lileks for the Star Tribune said that "" Chakotay , the rock @-@ solid First Officer , remained rock @-@ solid "" , but also suggested that "" [ a ] ll of the characters ended the series as they began.","James Lileks for the Star Tribune said "" Chakotay , the rock @-@ solid First Officer , remained rock @-@ solid "" , but also suggested that "" [ a ] ll of the characters ended the series as they began.",say,that
"James Lileks for the Star Tribune said that "" Chakotay , the rock @-@ solid First Officer , remained rock @-@ solid "" , but also suggested that "" [ a ] ll of the characters ended the series as they began.","James Lileks for the Star Tribune said that "" Chakotay , the rock @-@ solid First Officer , remained rock @-@ solid "" , but also suggested "" [ a ] ll of the characters ended the series as they began.",suggest,that
"He suggesting that by several seasons into Voyager , Chakotay had come to terms with his feelings for his Captain , but she was hesitant about entering into a relationship with a member of her crew.","He suggesting by several seasons into Voyager , Chakotay had come to terms with his feelings for his Captain , but she was hesitant about entering into a relationship with a member of her crew.",suggest,that
"For the relationship to work in the future , it was said that Chakotay should not try to lead the relationship and Janeway needed to be more vulnerable.","For the relationship to work in the future , it was said Chakotay should not try to lead the relationship and Janeway needed to be more vulnerable.",say,that
"Dang ! "" Chakotay 's relationship with Seven was also commented on , and both UGO and io9 complained that the relationship appeared at random.","Dang ! "" Chakotay 's relationship with Seven was also commented on , and both UGO and io9 complained the relationship appeared at random.",complain,that
"Drew Hayden Taylor said that Chakotay was "" [ p ] erhaps the most well @-@ known "".","Drew Hayden Taylor said Chakotay was "" [ p ] erhaps the most well @-@ known "".",say,that
"Of Chakotay 's origin , he said , "" They never actually say what nation he is , but I do believe it 's some Central American tribe.","Of Chakotay 's origin , he said , "" They never actually say what nation he is , but I do believe it 's some Central American tribe.",say,none
"Of Chakotay 's origin , he said , "" They never actually say what nation he is , but I do believe it 's some Central American tribe.","Of Chakotay 's origin , he said , "" They never actually say what nation he is , but I do believe it 's some Central American tribe.",say,other
"Of Chakotay 's origin , he said , "" They never actually say what nation he is , but I do believe it 's some Central American tribe.","Of Chakotay 's origin , he said , "" They never actually say what nation he is , but I do believe it 's some Central American tribe.",believe,none
"A similar criticism was highlighted of the character in Medicine Bags and Dog Tags : American Indian Veterans from Colonial Times to the Second Iraq War ( 2008 ) , which called Chakotay "" a creature of white fantasies "" and suggested that he was "" far more stereotypical than Tonto "" as "" at least Tonto was heroic and saved the Lone Ranger once in awhile "".","A similar criticism was highlighted of the character in Medicine Bags and Dog Tags : American Indian Veterans from Colonial Times to the Second Iraq War ( 2008 ) , which called Chakotay "" a creature of white fantasies "" and suggested he was "" far more stereotypical than Tonto "" as "" at least Tonto was heroic and saved the Lone Ranger once in awhile "".",suggest,that
"These were said to be contrary to the tribal history described in "" Tattoo "" , which was said to say that Chakotay 's tribe descended from a pre @-@ Mayan culture in Central America.","These were said to be contrary to the tribal history described in "" Tattoo "" , which was said to say Chakotay 's tribe descended from a pre @-@ Mayan culture in Central America.",say,that
"He retired from football shortly afterwards , stating that playing football in winter in addition to cricket during the summer , combined with managing an architecture practice , was too demanding.","He retired from football shortly afterwards , stating playing football in winter in addition to cricket during the summer , combined with managing an architecture practice , was too demanding.",state,that
"Without human intervention , rams may fight during the rut to determine which individuals may mate with ewes.","Without human intervention , rams may fight during the rut to determine which individuals may mate with ewes.",determine,none
"Without ultrasound or other special tools , determining if a sheep is pregnant is difficult.","Without ultrasound or other special tools , determining if a sheep is pregnant is difficult.",determine,other
DNA tests have proved that up to 10 % of the lambs are sired by the surrogate ram and carry the genetics of the donor ram.,DNA tests have proved up to 10 % of the lambs are sired by the surrogate ram and carry the genetics of the donor ram.,prove,that
"It is then revealed that the sweater Bubblegum gave to Finn has the power to repel the Lich due to it being imbued with "" liking someone a lot "".","It is then revealed the sweater Bubblegum gave to Finn has the power to repel the Lich due to it being imbued with "" liking someone a lot "".",reveal,that
"However , the Ice King feels that something is awry and tries to warn Finn , but Finn angrily scolds him and tells him to leave the kingdom.","However , the Ice King feels something is awry and tries to warn Finn , but Finn angrily scolds him and tells him to leave the kingdom.",feel,that
"At first , she claims that she needs some rest , but soon she begins acting strangely , such as convulsing in her bed.","At first , she claims she needs some rest , but soon she begins acting strangely , such as convulsing in her bed.",claim,that
"He finally tells them that he saw with his "" wizard eyes "" the spirit of the Lich descend into Bubblegum after she fell into the well of power.","He finally tells them he saw with his "" wizard eyes "" the spirit of the Lich descend into Bubblegum after she fell into the well of power.",tell,that
"However , Sugar felt that it would be more emotionally poignant if the sweater was just a regular sweater imbued with positive emotions.","However , Sugar felt it would be more emotionally poignant if the sweater was just a regular sweater imbued with positive emotions.",feel,that
Osborne later noted that the snail 's appearance was pleasing to fans who knew that the snail had been appearing in all the episodes and had actively searched for it before.,Osborne later noted the snail 's appearance was pleasing to fans who knew that the snail had been appearing in all the episodes and had actively searched for it before.,note,that
Osborne later noted that the snail 's appearance was pleasing to fans who knew that the snail had been appearing in all the episodes and had actively searched for it before.,Osborne later noted that the snail 's appearance was pleasing to fans who knew the snail had been appearing in all the episodes and had actively searched for it before.,know,that
"Ward noted that he liked to be "" laughing and freaked out "" , and that the scenes work in this manner.","Ward noted he liked to be "" laughing and freaked out "" , and that the scenes work in this manner.",note,that
"Former storyboard artist Adam Muto commented that the possession scenes turned out "" nice and off @-@ putting "".","Former storyboard artist Adam Muto commented the possession scenes turned out "" nice and off @-@ putting "".",comment,that
This means it was seen by 1 @.@ 3 percent of all households and 2 percent of all households watching television at the time of the episode 's airing.,This means it was seen by 1 @.@ 3 percent of all households and 2 percent of all households watching television at the time of the episode 's airing.,mean,none
"Tyler Foster of DVD Talk praised both "" Mortal Folly "" and "" Mortal Recoil "" , noting that , despite the fact that the episodes represented only "" the beginning of the show 's journey into direct serialization "" , the story @-@ arc was nonetheless "" a tantalizing taste of what 's to come.","Tyler Foster of DVD Talk praised both "" Mortal Folly "" and "" Mortal Recoil "" , noting , despite the fact that the episodes represented only "" the beginning of the show 's journey into direct serialization "" , the story @-@ arc was nonetheless "" a tantalizing taste of what 's to come.",note,that
"Matt Fowler of IGN praised both "" Mortal Folly "" and "" Mortal Recoil "" , specifically giving applause to the introduction of the Lich , noting that he is "" a real , grotesque villain inserted into the merely semi @-@ dark world of Adventure Time "".","Matt Fowler of IGN praised both "" Mortal Folly "" and "" Mortal Recoil "" , specifically giving applause to the introduction of the Lich , noting he is "" a real , grotesque villain inserted into the merely semi @-@ dark world of Adventure Time "".",note,that
"Fowler ended up being very happy with the two episodes , writing that they end the season "" strong "".","Fowler ended up being very happy with the two episodes , writing they end the season "" strong "".",write,that
"The architects Michael Ostwald and Kim Williams , considering the relationships between architecture and mathematics , note that the fields as commonly understood might seem to be only weakly connected , since architecture is a profession concerned with the practical matter of making buildings , while mathematics is the pure study of number and other abstract objects.","The architects Michael Ostwald and Kim Williams , considering the relationships between architecture and mathematics , note the fields as commonly understood might seem to be only weakly connected , since architecture is a profession concerned with the practical matter of making buildings , while mathematics is the pure study of number and other abstract objects.",note,that
They argue that architects have avoided looking to mathematics for inspiration in revivalist times.,They argue architects have avoided looking to mathematics for inspiration in revivalist times.,argue,that
"This would explain why in revivalist periods , such as the Gothic Revival in 19th century England , architecture had little connection to mathematics.","This would explain why in revivalist periods , such as the Gothic Revival in 19th century England , architecture had little connection to mathematics.",explain,none
"Equally , they note that in reactionary times such as the Italian Mannerism of about 1520 to 1580 , or the 17th century Baroque and Palladian movements , mathematics was barely consulted.","Equally , they note in reactionary times such as the Italian Mannerism of about 1520 to 1580 , or the 17th century Baroque and Palladian movements , mathematics was barely consulted.",note,that
"The influential Ancient Roman architect Vitruvius argued that the design of a building such as a temple depends on two qualities , proportion and symmetria.","The influential Ancient Roman architect Vitruvius argued the design of a building such as a temple depends on two qualities , proportion and symmetria.",argue,that
"Salingaros argues that first "" overly simplistic , politically @-@ driven "" Modernism and then "" anti @-@ scientific "" Deconstructivism have effectively separated architecture from mathematics.","Salingaros argues first "" overly simplistic , politically @-@ driven "" Modernism and then "" anti @-@ scientific "" Deconstructivism have effectively separated architecture from mathematics.",argue,that
"He believes that this "" reversal of mathematical values "" is harmful , as the "" pervasive aesthetic "" of non @-@ mathematical architecture trains people "" to reject mathematical information in the built environment "" ; he argues that this has negative effects on society.","He believes this "" reversal of mathematical values "" is harmful , as the "" pervasive aesthetic "" of non @-@ mathematical architecture trains people "" to reject mathematical information in the built environment "" ; he argues that this has negative effects on society.",believe,that
"He believes that this "" reversal of mathematical values "" is harmful , as the "" pervasive aesthetic "" of non @-@ mathematical architecture trains people "" to reject mathematical information in the built environment "" ; he argues that this has negative effects on society.","He believes that this "" reversal of mathematical values "" is harmful , as the "" pervasive aesthetic "" of non @-@ mathematical architecture trains people "" to reject mathematical information in the built environment "" ; he argues this has negative effects on society.",argue,that
"It is known that right angles were laid out accurately in Ancient Egypt ; that their surveyors did use ropes for measurement ; that Plutarch recorded in Isis and Osiris ( around 100 AD ) that the Egyptians admired the 3 @-@ 4 @-@ 5 triangle ; and that the Berlin Papyrus 6619 from the Middle Kingdom ( before 1700 BC ) stated that "" the area of a square of 100 is equal to that of two smaller squares.","It is known that right angles were laid out accurately in Ancient Egypt ; that their surveyors did use ropes for measurement ; that Plutarch recorded in Isis and Osiris ( around 100 AD ) that the Egyptians admired the 3 @-@ 4 @-@ 5 triangle ; and that the Berlin Papyrus 6619 from the Middle Kingdom ( before 1700 BC ) stated that "" the area of a square of 100 is equal to that of two smaller squares.",know,none
"It is known that right angles were laid out accurately in Ancient Egypt ; that their surveyors did use ropes for measurement ; that Plutarch recorded in Isis and Osiris ( around 100 AD ) that the Egyptians admired the 3 @-@ 4 @-@ 5 triangle ; and that the Berlin Papyrus 6619 from the Middle Kingdom ( before 1700 BC ) stated that "" the area of a square of 100 is equal to that of two smaller squares.","It is known that right angles were laid out accurately in Ancient Egypt ; that their surveyors did use ropes for measurement ; that Plutarch recorded in Isis and Osiris ( around 100 AD ) that the Egyptians admired the 3 @-@ 4 @-@ 5 triangle ; and that the Berlin Papyrus 6619 from the Middle Kingdom ( before 1700 BC ) stated "" the area of a square of 100 is equal to that of two smaller squares.",state,that
""" Against this , Cooke notes that no Egyptian text before 300 BC actually mentions the use of the theorem to find the length of a triangle 's sides , and that there are simpler ways to construct a right angle.",""" Against this , Cooke notes no Egyptian text before 300 BC actually mentions the use of the theorem to find the length of a triangle 's sides , and that there are simpler ways to construct a right angle.",note,that
"Cooke concludes that Cantor 's conjecture remains uncertain : he guesses that the Ancient Egyptians probably did know the Pythagorean theorem , but that "" there is no evidence that they used it to construct right angles "".","Cooke concludes that Cantor 's conjecture remains uncertain : he guesses the Ancient Egyptians probably did know the Pythagorean theorem , but that "" there is no evidence that they used it to construct right angles "".",guess,that
